Ef (V/um) | GS1 (meV) | GS2 (meV) | Gap (micro-eV)
0.000000000000000000e+00 -6.179408886954957936e+00 -6.179408886954863789e+00 9.414691248821327463e-11
1.071428571428571438e-02 -6.179525980516561212e+00 -6.178779428806659979e+00 7.465517099012330959e-01
2.142857142857142877e-02 -6.179130728739917977e+00 -6.177637639862298080e+00 1.493088877619896948e+00
3.214285714285713969e-02 -6.178223203897665883e+00 -6.175983606932036629e+00 2.239596965629253589e+00
4.285714285714285754e-02 -6.176803531236706668e+00 -6.173817469792060031e+00 2.986061444646637142e+00
5.357142857142856845e-02 -6.174871888895259175e+00 -6.171139421096785149e+00 3.732467798474026210e+00
6.428571428571427937e-02 -6.172428507785426177e+00 -6.167949706257486397e+00 4.478801527939779703e+00
7.499999999999999722e-02 -6.169473671441279450e+00 -6.164248623285929263e+00 5.225048155350187074e+00
8.571428571428571508e-02 -6.166007715834119551e+00 -6.160036522605964571e+00 5.971193228154980659e+00
9.642857142857141906e-02 -6.162031029153845374e+00 -6.155313806829914469e+00 6.717222323930904793e+00
1.071428571428571369e-01 -6.157544051557878539e+00 -6.150080930503984966e+00 7.463121053893573276e+00
1.178571428571428548e-01 -6.152547274886732254e+00 -6.144338399819331720e+00 8.208875067400533965e+00
1.285714285714285587e-01 -6.147041242347689227e+00 -6.138086772292601800e+00 8.954470055087426772e+00
1.392857142857142627e-01 -6.141026548167144661e+00 -6.131326656413194520e+00 9.699891753950140583e+00
1.499999999999999944e-01 -6.134503837211202182e+00 -6.124058711260887300e+00 1.044512595031488189e+01
