L Ef kx gap_2nd_microeV gap_4th_microeV
7.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 1.515151515151515150e-04 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 3.030303030303030300e-04 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 4.545454545454545451e-04 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 6.060606060606060601e-04 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 7.575757575757575751e-04 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 9.090909090909090901e-04 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 1.060606060606060497e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 1.212121212121212120e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 1.363636363636363744e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 1.515151515151515150e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 1.666666666666666557e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 1.818181818181818180e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 1.969696969696969804e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 2.121212121212120993e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 2.272727272727272617e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 2.424242424242424240e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 2.575757575757575864e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 2.727272727272727487e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 2.878787878787878677e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 3.030303030303030300e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 3.181818181818181924e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 3.333333333333333114e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 3.484848484848484737e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 3.636363636363636360e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 3.787878787878787984e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 3.939393939393939607e-03 1.973247953923618070e-11 1.973247953923618070e-11
7.000000000000000000e+02 0.000000000000000000e+00 4.090909090909091231e-03 1.973247953923618070e-11 1.973247953923618070e-11
