# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 5.999999999999999112e+00 5.332623986909275260e+01 5.334259900242910390e+01 1.635913333634941935e+01 8.214335617507286316e-03 1.642867123501090632e+01
1.800000000000000044e+00 1.884645544687697516e-01 5.997039362194389156e+00 5.338171732575174389e+01 5.340103814257377479e+01 1.932081682202990791e+01 9.691017527663794290e-03 1.938203505531810222e+01
3.600000000000000089e+00 3.767431171758802155e-01 5.988160370569628910e+00 5.354490640415534131e+01 5.357112032887713582e+01 2.621392472178935051e+01 1.313204024401509740e-02 2.626408048859996214e+01
5.400000000000000355e+00 5.646498799110859501e-01 5.973371787618479978e+00 5.380532786513488475e+01 5.383997709966956080e+01 3.464923453467411463e+01 1.734663816432506847e-02 3.469327632819179996e+01
7.200000000000000178e+00 7.519994013858255499e-01 5.952688207886867033e+00 5.414694533551903532e+01 5.419054713310411131e+01 4.360179758507165815e+01 2.182161614274194181e-02 4.364323228596423121e+01
9.000000000000000000e+00 9.386067902413851582e-01 5.926130043570825734e+00 5.455139972615430111e+01 5.460407606054024399e+01 5.267633438593711048e+01 2.635853362235131975e-02 5.271706724434277191e+01
1.080000000000000071e+01 1.124287887514347828e+00 5.893723504372132105e+00 5.500044045745890031e+01 5.506214547555286032e+01 6.170501809395906179e+01 3.087302963540060341e-02 6.174605927074944134e+01
1.259999999999999964e+01 1.308859448379255053e+00 5.855500571632484608e+00 5.547729058392489065e+01 5.554790155275013319e+01 7.061096882524098817e+01 3.532642618822939146e-02 7.065285237639606919e+01
1.440000000000000036e+01 1.492139322989128658e+00 5.811498966771785568e+00 5.596719633245639614e+01 5.604655417473639289e+01 7.935784227999786822e+01 3.970042148285360395e-02 7.940084296612081971e+01
1.619999999999999929e+01 1.673946636235375429e+00 5.761762114061657947e+00 5.645748489360099143e+01 5.654541346236689492e+01 8.792856876590343518e+01 4.398640786022129517e-02 8.797281572087840118e+01
1.800000000000000000e+01 1.854101966249684263e+00 5.706339097770920965e+00 5.693738515987983817e+01 5.703370068445460817e+01 9.631552457477209828e+01 4.818053146441390877e-02 9.636106292965767750e+01
1.980000000000000071e+01 2.032427521471748211e+00 5.645284613725352507e+00 5.739776693106640693e+01 5.750228269146467852e+01 1.045157603982715955e+02 5.228129289985556510e-02 1.045625857998278008e+02
2.160000000000000142e+01 2.208747316108067515e+00 5.578658915329507195e+00 5.783087740609767735e+01 5.794340604178538712e+01 1.125286356877114287e+02 5.628835711832783084e-02 1.125767142367561888e+02
