# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 3.080167415969120626e+01 3.081625832775790386e+01 1.458416806669749022e+01 7.323265672997691239e-03 1.464653134599508455e+01
1.800000000000000044e+00 1.256430363125131677e-01 3.998026241462926400e+00 3.081887176937816974e+01 3.083507364100358927e+01 1.620187162541808590e+01 8.129634754910757335e-03 1.625926951003345167e+01
3.600000000000000089e+00 2.511620781172534955e-01 3.992106913713086680e+00 3.086997757099539541e+01 3.089025504794022581e+01 2.027747694482995300e+01 1.016315811274255167e-02 2.032631622552599637e+01
5.400000000000000355e+00 3.764332532740573556e-01 3.982247858412319985e+00 3.095305614240098535e+01 3.097868046953031040e+01 2.562432712932549705e+01 1.283341156446968917e-02 2.566682312907936492e+01
7.200000000000000178e+00 5.013329342572170333e-01 3.968458805257911504e+00 3.106454078010112596e+01 3.109609239190984198e+01 3.155161180871946058e+01 1.579519564090598946e-02 3.159039128219562187e+01
9.000000000000000000e+00 6.257378601609235869e-01 3.950753362380551525e+00 3.119967378856365769e+01 3.123740589900775433e+01 3.773211044409696768e+01 1.888449397196229410e-02 3.776898794381408919e+01
1.080000000000000071e+01 7.495252583428986259e-01 3.929149002914754885e+00 3.135300447109248978e+01 3.139701027332275629e+01 4.400580223026806692e+01 2.202096148473309950e-02 4.404192296934144935e+01
1.259999999999999964e+01 8.725729655861701461e-01 3.903667047754989738e+00 3.151879587671860250e+01 3.156908393833653292e+01 5.028806161792853402e+01 2.516207084739701186e-02 5.032414169477833354e+01
1.440000000000000036e+01 9.947595486594191794e-01 3.874332644514524304e+00 3.169132926942348760e+01 3.174786022233026728e+01 5.653095290678034246e+01 2.828372098060820058e-02 5.656744196094049215e+01
1.619999999999999929e+01 1.115964424156917323e+00 3.841174742707772261e+00 3.186511238237921262e+01 3.192781830843017943e+01 6.270592605096825167e+01 3.137155304486486523e-02 6.274310608973127046e+01
1.800000000000000000e+01 1.236067977499789583e+00 3.804226065180614125e+00 3.203500616014162716e+01 3.210380152776063056e+01 6.879536761900118336e+01 3.441670644943349566e-02 6.883341289906641691e+01
1.980000000000000071e+01 1.354951680981165696e+00 3.763523075816901819e+00 3.219628922509422608e+01 3.227107735198006822e+01 7.478812688584135060e+01 3.741357049538936858e-02 7.482714099139865027e+01
2.160000000000000142e+01 1.472498210738712121e+00 3.719105943553005833e+00 3.234467908033042249e+01 3.242535607331542735e+01 8.067699298500153304e+01 4.035851618812673347e-02 8.071703237565868960e+01
2.340000000000000213e+01 1.588591562539122481e+00 3.671018502735924560e+00 3.247632593357322150e+01 3.256278314227427018e+01 8.645720870105455447e+01 4.324914901238214454e-02 8.649829802456766004e+01
2.519999999999999929e+01 1.703117166260290860e+00 3.619308209864078751e+00 3.258779098479215719e+01 3.267991655492436109e+01 9.212557013220379076e+01 4.608385618671367867e-02 9.216771237344906353e+01
2.700000000000000000e+01 1.815961998958187218e+00 3.564026096753471595e+00 3.267601727642510667e+01 3.277369714857727701e+01 9.767987215217321761e+01 4.886152774499198659e-02 9.772305548975957379e+01
2.880000000000000071e+01 1.927014696406861294e+00 3.505226720175454336e+00 3.273829824752220929e+01 3.284141681132486923e+01 1.031185638026566096e+02 5.158138315451256395e-02 1.031627663086037643e+02
3.060000000000000142e+01 2.036165663001485271e+00 3.442968108015774575e+00 3.277224701634362702e+01 3.288068754967724061e+01 1.084405333336146953e+02 5.424286312152053202e-02 1.084857262431612668e+02
3.239999999999999858e+01 2.143307179915986627e+00 3.377311702008060745e+00 3.277576800561697468e+01 3.288941297973209288e+01 1.136449741151179751e+02 5.684556206633666064e-02 1.136911241327309767e+02
3.420000000000000284e+01 2.248333511408522334e+00 3.308322297098247766e+00 3.274703163978698228e+01 3.286576294105639562e+01 1.187313012694091157e+02 5.938918611135089731e-02 1.187783722229121537e+02
3.600000000000000000e+01 2.351141009169892548e+00 3.236067977499790249e+00 3.268445232088587460e+01 3.280815142108313154e+01 1.236991001972581614e+02 6.187352711833090518e-02 1.237470542362548116e+02
3.780000000000000426e+01 2.451628214611906387e+00 3.160620049502761209e+00 3.258666960327977336e+01 3.271521769846152949e+01 1.285480951817574748e+02 6.429844683391251758e-02 1.285968936680023660e+02
3.960000000000000142e+01 2.549695958994758982e+00 3.082052971103156569e+00 3.245253234887067606e+01 3.258581047950858078e+01 1.332781306379038426e+02 6.666386740389251830e-02 1.333277348078767943e+02
4.139999999999999858e+01 2.645247461294607749e+00 3.000444278521838815e+00 3.228108559445016823e+01 3.241897475476906720e+01 1.378891603188992008e+02 6.896976589982040107e-02 1.379395317992818093e+02
4.320000000000000284e+01 2.738188423714755348e+00 2.915874509685646210e+00 3.207155986443788009e+01 3.221394110596499871e+01 1.423812415271147245e+02 7.121617137051862445e-02 1.424323427406393137e+02
4.500000000000000000e+01 2.828427124746190291e+00 2.828427124746190291e+00 3.182336269257975303e+01 3.197011722502918118e+01 1.467545324494307124e+02 7.340316347388116391e-02 1.468063269480096551e+02
4.680000000000000426e+01 2.915874509685646210e+00 2.738188423714754904e+00 3.153607216241441336e+01 3.168708145381878083e+01 1.510092914043664791e+02 7.553087207677544601e-02 1.510617441537881405e+02
4.860000000000000142e+01 3.000444278521838815e+00 2.645247461294607749e+00 3.120943233179391996e+01 3.136457820895122239e+01 1.551458771573005606e+02 7.759947740296543883e-02 1.551989548060836341e+02
5.039999999999999858e+01 3.082052971103157013e+00 2.549695958994758982e+00 3.084335046911729350e+01 3.100251521877767047e+01 1.591647496603787317e+02 7.960921040211885180e-02 1.592184208040019087e+02
5.220000000000000284e+01 3.160620049502761653e+00 2.451628214611906387e+00 3.043789609874140822e+01 3.060096256932076741e+01 1.630664705793566327e+02 8.156035302587755220e-02 1.631207060520077619e+02
5.400000000000000000e+01 3.236067977499790249e+00 2.351141009169892548e+00 2.999330193335530836e+01 3.016015363620469358e+01 1.668517028493854468e+02 8.345323803270181251e-02 1.669064760656535782e+02
5.580000000000000426e+01 3.308322297098247766e+00 2.248333511408522334e+00 2.950996686757546783e+01 2.968048807575293679e+01 1.705212081774681963e+02 8.528824778567728471e-02 1.705764955717420435e+02
5.760000000000000142e+01 3.377311702008060745e+00 2.143307179915986183e+00 2.898846132852787960e+01 2.916253716935360174e+01 1.740758408257242422e+02 8.706581121901033060e-02 1.741316224376822390e+02
5.939999999999999858e+01 3.442968108015774131e+00 2.036165663001485715e+00 2.842953543940242156e+01 2.860705197441565417e+01 1.775165350132307367e+02 8.878639765526213923e-02 1.775727953106168115e+02
6.120000000000000284e+01 3.505226720175454780e+00 1.927014696406860850e+00 2.783413067205450631e+01 2.801497495364446877e+01 1.808442815899591380e+02 9.045050532335263682e-02 1.809010106468868173e+02
6.300000000000000000e+01 3.564026096753471151e+00 1.815961998958187440e+00 2.720339597815325661e+01 2.738745606493349527e+01 1.840600867802355651e+02 9.205864101439917291e-02 1.841172820290087770e+02
6.479999999999999716e+01 3.619308209864078751e+00 1.703117166260290860e+00 2.653870984954163958e+01 2.672587475040068128e+01 1.871649008590436836e+02 9.361128487220510275e-02 1.872225697440755994e+02
6.660000000000000853e+01 3.671018502735924560e+00 1.588591562539122259e+00 2.584171045846829529e+01 2.603186995436396245e+01 1.901594958956670496e+02 9.510883000273255561e-02 1.902176600056884581e+02
6.840000000000000568e+01 3.719105943553005833e+00 1.472498210738711455e+00 2.511433712480556935e+01 2.530738138063671983e+01 1.930442558311512471e+02 9.655147874913372341e-02 1.931029574977829952e+02
7.020000000000000284e+01 3.763523075816902708e+00 1.354951680981165030e+00 2.435888813320477553e+01 2.455470694552597166e+01 1.958188123211967877e+02 9.793906275498034941e-02 1.958781255101717136e+02
7.200000000000000000e+01 3.804226065180614125e+00 1.236067977499789805e+00 2.357810290769867123e+01 2.377658430915413490e+01 1.984814014554664539e+02 9.927072518130364287e-02 1.985414503628789191e+02
7.379999999999999716e+01 3.841174742707772261e+00 1.115964424156917323e+00 2.277528178303081674e+01 2.297630948010649732e+01 2.010276970756813455e+02 1.005443446452112810e-01 2.010886892906231651e+02
7.560000000000000853e+01 3.874332644514524304e+00 9.947595486594189573e-01 2.195446624477767728e+01 2.215791486307834646e+01 2.034486183006695228e+02 1.017554535126394405e-01 2.035109070252123900e+02
7.740000000000000568e+01 3.903667047754989738e+00 8.725729655861700351e-01 2.112072131532480412e+01 2.132644732840848079e+01 2.057260130836763210e+02 1.028951107302845391e-01 2.057902214603612947e+02
7.920000000000000284e+01 3.929149002914754885e+00 7.495252583428981819e-01 2.028060118439884008e+01 2.048842481567821139e+01 2.078236312793718810e+02 1.039454606590256847e-01 2.078909213180726852e+02
8.100000000000000000e+01 3.950753362380551525e+00 6.257378601609236979e-01 1.944296949070027480e+01 1.965263620037978498e+01 2.096667096795068517e+02 1.048697134066882974e-01 2.097394268131061494e+02
8.279999999999999716e+01 3.968458805257911504e+00 5.013329342572170333e-01 1.862057723668662845e+01 1.883166813791774175e+01 2.110909012311146284e+02 1.055871727314771358e-01 2.111743454629375094e+02
8.460000000000000853e+01 3.982247858412319985e+00 3.764332532740571335e-01 1.783348673270253215e+01 1.804518447025216332e+01 2.116977375496292950e+02 1.059030062010517387e-01 2.118060124018487898e+02
8.640000000000000568e+01 3.992106913713086680e+00 2.511620781172532180e-01 1.711782155695026830e+01 1.732822234196973454e+01 2.104007850194655873e+02 1.052904498644226805e-01 2.105808997289356057e+02
8.820000000000000284e+01 3.998026241462926400e+00 1.256430363125126959e-01 1.655205647324126161e+01 1.675648262852383397e+01 2.044261552825721253e+02 1.024294859205254760e-01 2.048589718408322256e+02
9.000000000000000000e+01 4.000000000000000000e+00 0.000000000000000000e+00 1.631300708495804486e+01 1.650968690892534596e+01 1.966798239673023261e+02 9.875339495316824701e-02 1.975067899061995433e+02
9.179999999999999716e+01 3.998026241462926400e+00 -1.256430363125131122e-01 1.655205647324155294e+01 1.675648262852397252e+01 2.044261552824194723e+02 1.024294859205263919e-01 2.048589718409675413e+02
9.360000000000000853e+01 3.992106913713086680e+00 -2.511620781172536065e-01 1.711782155695008711e+01 1.732822234196974875e+01 2.104007850196598497e+02 1.052904498644237213e-01 2.105808997287343800e+02
9.540000000000000568e+01 3.982247858412319985e+00 -3.764332532740575221e-01 1.783348673270269913e+01 1.804518447025217753e+01 2.116977375494766420e+02 1.059030062010504203e-01 2.118060124021783963e+02
9.720000000000000284e+01 3.968458805257911060e+00 -5.013329342572174774e-01 1.862057723668675280e+01 1.883166813791767424e+01 2.110909012309203376e+02 1.055871727314782182e-01 2.111743454627674907e+02
