# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999556e+00 1.999551059394677566e+01 2.000867354477314919e+01 1.316295082637308766e+01 6.609671720270575077e-03 1.321934344054170829e+01
1.800000000000000044e+00 9.423227723438487580e-02 2.998519681097194578e+00 2.000134133425081373e+01 2.001556805679415163e+01 1.422672254333678943e+01 7.139857306181863171e-03 1.427971461236132811e+01
3.600000000000000089e+00 1.883715585879401078e-01 2.994080185284814455e+00 2.001873895126717073e+01 2.003575455721033549e+01 1.701560594316586617e+01 8.530968413676232043e-03 1.706193682727771943e+01
5.400000000000000355e+00 2.823249399555429751e-01 2.986685893809239989e+00 2.004718555879675534e+01 2.006801438299851625e+01 2.082882420176290594e+01 1.043469487381272313e-02 2.086938974793506318e+01
7.200000000000000178e+00 3.759997006929127750e-01 2.976344103943433517e+00 2.008553835684108435e+01 2.011071806575859355e+01 2.517970891750820428e+01 1.260818035024622447e-02 2.521636070078325886e+01
9.000000000000000000e+00 4.693033951206925791e-01 2.963065021785412867e+00 2.013210696890164897e+01 2.016191188131755041e+01 2.980491241590110718e+01 1.491958791648305936e-02 2.983917583273751362e+01
1.080000000000000071e+01 5.621439437571739139e-01 2.946861752186066052e+00 2.018480156211996501e+01 2.021936618646882877e+01 3.456462434886509527e+01 1.729878500157297494e-02 3.459757000303515184e+01
1.259999999999999964e+01 6.544297241896275263e-01 2.927750285816242304e+00 2.024126685381492763e+01 2.028064744383244289e+01 3.938059001751259558e+01 1.970647219296917108e-02 3.941294438578740511e+01
1.440000000000000036e+01 7.460696614945643290e-01 2.905749483385892784e+00 2.029899515551429445e+01 2.034320124635369353e+01 4.420609083939653061e+01 2.211917320608649401e-02 4.423834641211279717e+01
1.619999999999999929e+01 8.369733181176877146e-01 2.880881057030828973e+00 2.035541980185752564e+01 2.040443138726083561e+01 4.901158540331073965e+01 2.452203892972812382e-02 4.904407785962655453e+01
1.800000000000000000e+01 9.270509831248421317e-01 2.853169548885460483e+00 2.040798962728478116e+01 2.046176712877786841e+01 5.377750149308801753e+01 2.690523011731104502e-02 5.381046023449770388e+01
1.980000000000000071e+01 1.016213760735874105e+00 2.822642306862676254e+00 2.045422553468857885e+01 2.051271591711452302e+01 5.849038242594639314e+01 2.926198177098327663e-02 5.852396354190381089e+01
2.160000000000000142e+01 1.104373658054033758e+00 2.789329457664753598e+00 2.049176107273906311e+01 2.055490176723376194e+01 6.314069449470105155e+01 3.158750130385601373e-02 6.317500260806171752e+01
2.340000000000000213e+01 1.191443671904341750e+00 2.753263877051943531e+00 2.051836957318511878e+01 2.058609108224114692e+01 6.772150905602624960e+01 3.387830605084267421e-02 6.775661210160419046e+01
2.519999999999999929e+01 1.277337874695217979e+00 2.714481157398058286e+00 2.053198061097173621e+01 2.060420828489227674e+01 7.222767392053852120e+01 3.613180668009040308e-02 7.226361336070546315e+01
2.700000000000000000e+01 1.361971499218640247e+00 2.673019572565103363e+00 2.053068841401616140e+01 2.060734368809794148e+01 7.665527408177996449e+01 3.834603604483995121e-02 7.669207208971934620e+01
2.880000000000000071e+01 1.445261022305145637e+00 2.628920040131590419e+00 2.051275450786210897e+01 2.059375577968282300e+01 8.100127182071592813e+01 4.051946821335379589e-02 8.103893642662576724e+01
3.060000000000000142e+01 1.527124247251113953e+00 2.582226081011830932e+00 2.047660645809480684e+01 2.056186972040893579e+01 8.526326231413084145e+01 4.265089556831856699e-02 8.530179113658623180e+01
3.239999999999999858e+01 1.607480384936989859e+00 2.532983776506045448e+00 2.042083415438870730e+01 2.051027346018095798e+01 8.943930579224934263e+01 4.473934438897263222e-02 8.947868877795528419e+01
3.420000000000000284e+01 1.686250133556391528e+00 2.481241722823685159e+00 2.034418471011213825e+01 2.043771252160304996e+01 9.352781149091215696e+01 4.678401647487061971e-02 9.356803294969378726e+01
3.600000000000000000e+01 1.763355756877419189e+00 2.427050983124842354e+00 2.024555674853460729e+01 2.034308420571684195e+01 9.752745718223654592e+01 4.878424865668762322e-02 9.756849731324886932e+01
3.780000000000000426e+01 1.838721160958929346e+00 2.370465037127070573e+00 2.012399461213479412e+01 2.022543174553729983e+01 1.014371334025071576e+02 5.073948472482320282e-02 1.014789694496615056e+02
3.960000000000000142e+01 1.912271969246069236e+00 2.311539728327367538e+00 1.997868285814581668e+01 2.008393876310901760e+01 1.052559049632001376e+02 5.264925604861032948e-02 1.052985120972710291e+02
4.139999999999999858e+01 1.983935595970955257e+00 2.250333208891378334e+00 1.980894128089630257e+01 1.991792426553155693e+01 1.089829846352558036e+02 5.451316831871982904e-02 1.090263366375181278e+02
4.320000000000000284e+01 2.053641317786065734e+00 2.186905882264234435e+00 1.961422061940461248e+01 1.972683833487113958e+01 1.126177154665286508e+02 5.633089263210014352e-02 1.126617852643882429e+02
4.500000000000000000e+01 2.121320343559642385e+00 2.121320343559642385e+00 1.939409905795863409e+01 1.951025861721988974e+01 1.161595592612529799e+02 5.810215967745840232e-02 1.162043193551343165e+02
