# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 6.490555519154878539e+01 6.492247847493459290e+01 1.692328338581683411e+01 8.497490980261876783e-03 1.699498196053306032e+01
1.800000000000000044e+00 2.198753135468980158e-01 6.996545922560120978e+00 6.498807070519505658e+01 6.500873108121268729e+01 2.066037601763937204e+01 1.036102904604984873e-02 2.072205809199034832e+01
3.600000000000000089e+00 4.395336367051936310e-01 6.986187098997901579e+00 6.522926259443909203e+01 6.525829133745280330e+01 2.902874301370650301e+01 1.453936482722958251e-02 2.907872965482449956e+01
5.400000000000000355e+00 6.587581932296002751e-01 6.968933752221559530e+00 6.560987938903210193e+01 6.564885313156170810e+01 3.897374252960494800e+01 1.950906479070111180e-02 3.901812958077843518e+01
7.200000000000000178e+00 8.773326349501298083e-01 6.944802909201344576e+00 6.610256048853976552e+01 6.615191126032701163e+01 4.935077178724878166e+01 2.469660199165397974e-02 4.939320398344992924e+01
9.000000000000000000e+00 1.095041255281615999e+00 6.913818384165964837e+00 6.667816339634188694e+01 6.673791940064373307e+01 5.975600430184469047e+01 2.989913892925429029e-02 5.979827785852764777e+01
1.080000000000000071e+01 1.311669202100072207e+00 6.876010755100820937e+00 6.730964940564545884e+01 6.737968074927616158e+01 7.003134363070540758e+01 3.503716624157407478e-02 7.007433248269745718e+01
1.259999999999999964e+01 1.527002689775797561e+00 6.831417333571232930e+00 6.797365502454798047e+01 6.805376677098745120e+01 8.011174643947349239e+01 4.007793382082462663e-02 8.015586764184567414e+01
1.440000000000000036e+01 1.740829210153983508e+00 6.780082127900417532e+00 6.865067530716397926e+01 6.874064627684589368e+01 8.997096968191287658e+01 4.500820285349535488e-02 9.001640570693858479e+01
1.619999999999999929e+01 1.952937742274604815e+00 6.722055799738600790e+00 6.932463657235091148e+01 6.942423619275767521e+01 9.959962040675951300e+01 4.982321443076327683e-02 9.964642886162167201e+01
1.800000000000000000e+01 2.163118960624631715e+00 6.657395614066074607e+00 6.998230387198302083e+01 7.009129953208029917e+01 1.089956600972691376e+02 5.452191504556365420e-02 1.090438300921786663e+02
1.980000000000000071e+01 2.371165441717040245e+00 6.586165382679578073e+00 7.061271963173467725e+01 7.073087982668002383e+01 1.181601949453436902e+02 5.910483860066299833e-02 1.182096772022883613e+02
2.160000000000000142e+01 2.576871868792745879e+00 6.508435401217759875e+00 7.120673666124096712e+01 7.133383227103703916e+01 1.270956097960684872e+02 6.357316668608953281e-02 1.271463333733235999e+02
2.340000000000000213e+01 2.780035234443464454e+00 6.424282379787867647e+00 7.175665109328524238e+01 7.189245585064550426e+01 1.358047573602611067e+02 6.792831965592330268e-02 1.358566393111215689e+02
2.519999999999999929e+01 2.980455040955508839e+00 6.333789367262137482e+00 7.225592100526084494e+01 7.240021162778489838e+01 1.442906225240514573e+02 7.217178685894146128e-02 1.443435737185638743e+02
2.700000000000000000e+01 3.177933498176827243e+00 6.237045669318575847e+00 7.269895267962893115e+01 7.285150887739435177e+01 1.525561977654132875e+02 7.630506326101844927e-02 1.526101265222901020e+02
2.880000000000000071e+01 3.372275718712007375e+00 6.134146760307044310e+00 7.308093834615122830e+01 7.324154279558553071e+01 1.606044494343039730e+02 8.032963194886859337e-02 1.606592638973280884e+02
3.060000000000000142e+01 3.563289910252598780e+00 6.025194189027605063e+00 7.339773252836947393e+01 7.356617084889168723e+01 1.684383205222128481e+02 8.424696512731874587e-02 1.684939302548371529e+02
3.239999999999999858e+01 3.750787564852976708e+00 5.910295478514106193e+00 7.364575723858958156e+01 7.382181798439819431e+01 1.760607458086149677e+02 8.805853144696107471e-02 1.761170628937075548e+02
3.420000000000000284e+01 3.934583644964913862e+00 5.789564019921932925e+00 7.382192879899933757e+01 7.400540346813059500e+01 1.834746691312672056e+02 9.176580447795412709e-02 1.835316089558586157e+02
3.600000000000000000e+01 4.114496766047311738e+00 5.663118960624631271e+00 7.392360099201448520e+01 7.411428405082148174e+01 1.906830588069979910e+02 9.537027031039210789e-02 1.907405406201268079e+02
3.780000000000000426e+01 4.290349375570834844e+00 5.531085086629832226e+00 7.394852066422231474e+01 7.414620958421573960e+01 1.976889199934161923e+02 9.887343365910020165e-02 1.977468673191179391e+02
3.960000000000000142e+01 4.461967928240827774e+00 5.393592699430524107e+00 7.389479294564304723e+01 7.409928824957343352e+01 2.044953039303798334e+02 1.022768224306918328e-01 2.045536448601475854e+02
4.139999999999999858e+01 4.629183057265562340e+00 5.250777487413217592e+00 7.376085400256063451e+01 7.397195931695824811e+01 2.111053143976082538e+02 1.055819909151685387e-01 2.111639818292293569e+02
4.320000000000000284e+01 4.791829741500820639e+00 5.102780391949880645e+00 7.354544979763164747e+01 7.376297190941316728e+01 2.175221117815123648e+02 1.087905217954831388e-01 2.175810435919023291e+02
4.500000000000000000e+01 4.949747468305831788e+00 4.949747468305832676e+00 7.324761974431656597e+01 7.347136865935621586e+01 2.237489150396509956e+02 1.119040271177184076e-01 2.238080542345255424e+02
4.680000000000000426e+01 5.102780391949880645e+00 4.791829741500820639e+00 7.286668445689960549e+01 7.309647345855685785e+01 2.297890016572517879e+02 1.149241482672954950e-01 2.298482965360088031e+02
4.860000000000000142e+01 5.250777487413217592e+00 4.629183057265562340e+00 7.240223704398043481e+01 7.263788274938757183e+01 2.356457054071281618e+02 1.178525548610233897e-01 2.357051097214013566e+02
5.039999999999999858e+01 5.393592699430524995e+00 4.461967928240827774e+00 7.185413759605633288e+01 7.209546000742221850e+01 2.413224113658879446e+02 1.206909422806789062e-01 2.413818845612980510e+02
5.220000000000000284e+01 5.531085086629833114e+00 4.290349375570834844e+00 7.122251069553288971e+01 7.146933324264171006e+01 2.468225471088242386e+02 1.234410273155980842e-01 2.468820546310951443e+02
5.400000000000000000e+01 5.663118960624631271e+00 4.114496766047311738e+00 7.050774594662061645e+01 7.075989551487153051e+01 2.521495682509255971e+02 1.261045410056603755e-01 2.522090820114425469e+02
5.580000000000000426e+01 5.789564019921932925e+00 3.934583644964913862e+00 6.971050169924120610e+01 6.996780863459913746e+01 2.573069353579426775e+02 1.286832172070619396e-01 2.573664344135556803e+02
5.760000000000000142e+01 5.910295478514106193e+00 3.750787564852975819e+00 6.883171234367991076e+01 6.909401042114699010e+01 2.622980774670824644e+02 1.311787745204362476e-01 2.623575490406232689e+02
5.939999999999999858e+01 6.025194189027605063e+00 3.563289910252600112e+00 6.787259980488077815e+01 6.813972613950667778e+01 2.671263346259028708e+02 1.335928878157595090e-01 2.671857756306739020e+02
6.120000000000000284e+01 6.134146760307046087e+00 3.372275718712006043e+00 6.683469020060917387e+01 6.710648506786110090e+01 2.717948672519287925e+02 1.359271433050183164e-01 2.718542866092382724e+02
6.300000000000000000e+01 6.237045669318574959e+00 3.177933498176827687e+00 6.571983709722356082e+01 6.599614360967554205e+01 2.763065124519736742e+02 1.381829673172725315e-01 2.763659346343011407e+02
6.479999999999999716e+01 6.333789367262137482e+00 2.980455040955508839e+00 6.453025348209001777e+01 6.481091703648880298e+01 2.806635543987911774e+02 1.403615124685841375e-01 2.807230249371184527e+02
6.660000000000000853e+01 6.424282379787867647e+00 2.780035234443464010e+00 6.326855560843032578e+01 6.355342296146401537e+01 2.848673530336936892e+02 1.424634736223500120e-01 2.849269472449122986e+02
6.840000000000000568e+01 6.508435401217759875e+00 2.576871868792744991e+00 6.193782349109410035e+01 6.222674122533035046e+01 2.889177342362547734e+02 1.444887856854540908e-01 2.889775713711267713e+02
7.020000000000000284e+01 6.586165382679578961e+00 2.371165441717038913e+00 6.054168546149003305e+01 6.083449742931998117e+01 2.928119678299520388e+02 1.464361173401909633e-01 2.928722346795878479e+02
7.200000000000000000e+01 6.657395614066074607e+00 2.163118960624632159e+00 5.908443861590595958e+01 5.938098162659145629e+01 2.965430106854974497e+02 1.483020011738060417e-01 2.966040023474405984e+02
7.379999999999999716e+01 6.722055799738600790e+00 1.952937742274604815e+00 5.757122476601447403e+01 5.787132115459321824e+01 3.000963885787452909e+02 1.500792909087599880e-01 3.001585818177207443e+02
7.560000000000000853e+01 6.780082127900417532e+00 1.740829210153983286e+00 5.600829585358688689e+01 5.631174029042229279e+01 3.034444368354011203e+02 1.517543144682495515e-01 3.035086289367924905e+02
7.740000000000000568e+01 6.831417333571232930e+00 1.527002689775797339e+00 5.440343090961719241e+01 5.470996602424604305e+01 3.065351146288517157e+02 1.533013514695422408e-01 3.066027029384188722e+02
7.920000000000000284e+01 6.876010755100820937e+00 1.311669202100071541e+00 5.276662586221068096e+01 5.307589470501864071e+01 3.092688428079567871e+02 1.546712164131787692e-01 3.093424328262165091e+02
8.100000000000000000e+01 6.913818384165964837e+00 1.095041255281616444e+00 5.111131413130816981e+01 5.142276049315974262e+01 3.114463618515694634e+02 1.557656143533397430e-01 3.115312287069460240e+02
8.279999999999999716e+01 6.944802909201344576e+00 8.773326349501298083e-01 4.945673087303813276e+01 4.976936822190030085e+01 3.126373488621658794e+02 1.563727254167714131e-01 3.127454508330407066e+02
8.460000000000000853e+01 6.968933752221559530e+00 6.587581932295999421e-01 4.783311830165343537e+01 4.814491035856733703e+01 3.117920569139023996e+02 1.559776712345086191e-01 3.119553424693194188e+02
8.640000000000000568e+01 6.986187098997901579e+00 4.395336367051931314e-01 4.629567693108336357e+01 4.660145623237991686e+01 3.057793012965493062e+02 1.530542878643493809e-01 3.061085757288320224e+02
8.820000000000000284e+01 6.996545922560120978e+00 2.198753135468972109e-01 4.497679183592815377e+01 4.525832992190584037e+01 2.815380859776880698e+02 1.413150647109293057e-01 2.826301294220068030e+02
9.000000000000000000e+01 7.000000000000000000e+00 0.000000000000000000e+00 4.433989473423890360e+01 4.455647137678517566e+01 2.165766425462692268e+02 1.101138045600685011e-01 2.202276091192861713e+02
9.179999999999999716e+01 6.996545922560120978e+00 -2.198753135468979603e-01 4.497679183592837404e+01 4.525832992190595405e+01 2.815380859775770546e+02 1.413150647109295277e-01 2.826301294222219553e+02
9.360000000000000853e+01 6.986187098997901579e+00 -4.395336367051938531e-01 4.629567693108321436e+01 4.660145623237986712e+01 3.057793012966533865e+02 1.530542878643494920e-01 3.061085757284851070e+02
9.540000000000000568e+01 6.968933752221559530e+00 -6.587581932296006082e-01 4.783311830165330036e+01 4.814491035856728018e+01 3.117920569139786835e+02 1.559776712345091465e-01 3.119553424694165642e+02
9.720000000000000284e+01 6.944802909201344576e+00 -8.773326349501305854e-01 4.945673087303811144e+01 4.976936822190021559e+01 3.126373488621034085e+02 1.563727254167719127e-01 3.127454508343938073e+02
9.900000000000000000e+01 6.913818384165964837e+00 -1.095041255281615777e+00 5.111131413130806322e+01 5.142276049315969289e+01 3.114463618516249994e+02 1.557656143533399651e-01 3.115312287059815617e+02
1.007999999999999972e+02 6.876010755100820937e+00 -1.311669202100072207e+00 5.276662586221079465e+01 5.307589470501864781e+01 3.092688428078527068e+02 1.546712164131787137e-01 3.093424328246760524e+02
1.026000000000000085e+02 6.831417333571232930e+00 -1.527002689775798006e+00 5.440343090961708583e+01 5.470996602424614252e+01 3.065351146290598763e+02 1.533013514695411028e-01 3.066027029387865923e+02
1.044000000000000057e+02 6.780082127900417532e+00 -1.740829210153983952e+00 5.600829585358693663e+01 5.631174029042252016e+01 3.034444368355815413e+02 1.517543144682502732e-01 3.035086289361957483e+02
1.062000000000000028e+02 6.722055799738600790e+00 -1.952937742274605259e+00 5.757122476601450956e+01 5.787132115459334614e+01 3.000963885788424363e+02 1.500792909087612648e-01 3.001585818177207443e+02
1.080000000000000000e+02 6.657395614066075495e+00 -2.163118960624631271e+00 5.908443861590588142e+01 5.938098162659147761e+01 2.965430106855945951e+02 1.483020011738070409e-01 2.966040023473781844e+02
