kx | Ef (V/um) | GS1 (meV) | GS2 (meV) | Gap (micro-eV)
0.000000000000000000e+00 0.000000000000000000e+00 -6.127750489589272931e+00 -6.127750489588523308e+00 7.496225862269056961e-10
0.000000000000000000e+00 5.999999999999999778e-01 -5.344944068061324494e+00 -5.344944068060963893e+00 3.606004383982508443e-10
0.000000000000000000e+00 1.199999999999999956e+00 -3.192348097246195060e+00 -3.192348097246111571e+00 8.348877145181177184e-11
0.000000000000000000e+00 1.799999999999999822e+00 -4.315450482596239201e-02 -4.315450482579585856e-02 1.665334536937734811e-10
0.000000000000000000e+00 2.399999999999999911e+00 3.801670701996981538e+00 3.801670701997370116e+00 3.885780586188047891e-10
0.000000000000000000e+00 2.999999999999999556e+00 8.149163048834505929e+00 8.149163048834576983e+00 7.105427357601001859e-11
0.000000000000000000e+00 3.599999999999999645e+00 1.287802088901518438e+01 1.287802088901578124e+01 5.968558980384841561e-10
0.000000000000000000e+00 4.199999999999999289e+00 1.790848672887332427e+01 1.790848672887335269e+01 2.842170943040400743e-11
0.000000000000000000e+00 4.799999999999999822e+00 2.318519473300878531e+01 2.318519473300906242e+01 2.771116669464390725e-10
0.000000000000000000e+00 5.399999999999998579e+00 2.866784315065576294e+01 2.866784315065604005e+01 2.771116669464390725e-10
0.000000000000000000e+00 5.999999999999999112e+00 3.432595938918039735e+01 3.432595938918049683e+01 9.947598300641402602e-11
0.000000000000000000e+00 6.599999999999999645e+00 4.013580725893240952e+01 4.013580725893270085e+01 2.913225216616410762e-10
0.000000000000000000e+00 7.199999999999999289e+00 4.607845993623379854e+01 4.607845993623382697e+01 2.842170943040400743e-11
0.000000000000000000e+00 7.799999999999998934e+00 5.213853932290825099e+01 5.213853932290843574e+01 1.847411112976260483e-10
0.000000000000000000e+00 8.399999999999998579e+00 5.830335603767114350e+01 5.830335603767152719e+01 3.836930773104541004e-10
0.000000000000000000e+00 9.000000000000000000e+00 6.456230192161679327e+01 6.456230192161690695e+01 1.136868377216160297e-10
0.000000000000000000e+00 9.599999999999999645e+00 7.090640851671379608e+01 7.090640851671392397e+01 1.278976924368180335e-10
0.000000000000000000e+00 1.019999999999999929e+01 7.732801860631580837e+01 7.732801860631593627e+01 1.278976924368180335e-10
0.000000000000000000e+00 1.079999999999999716e+01 8.382053710313547867e+01 8.382053710313552131e+01 4.263256414560601115e-11
0.000000000000000000e+00 1.140000000000000036e+01 9.037823901363339019e+01 9.037823901363340440e+01 1.421085471520200372e-11
0.000000000000000000e+00 1.199999999999999822e+01 9.699611931057846448e+01 9.699611931057852132e+01 5.684341886080801487e-11
8.000000000000000654e-05 0.000000000000000000e+00 -6.128081229623022708e+00 -6.128081229622800663e+00 2.220446049250313081e-10
8.000000000000000654e-05 5.999999999999999778e-01 -5.346929908966902012e+00 -5.343617094697466818e+00 3.312814269435193637e+00
8.000000000000000654e-05 1.199999999999999956e+00 -3.195901210146026461e+00 -3.189448029320224087e+00 6.453180825802373732e+00
8.000000000000000654e-05 1.799999999999999822e+00 -4.813207708564970488e-02 -3.882319999351513395e-02 9.308877092134570930e+00
8.000000000000000654e-05 2.399999999999999911e+00 3.795451303347852079e+00 3.807251807808623045e+00 1.180050446077096638e+01
8.000000000000000654e-05 2.999999999999999556e+00 8.141914790977061500e+00 8.155783722569781347e+00 1.386893159271984644e+01
8.000000000000000654e-05 3.599999999999999645e+00 1.286997226383371284e+01 1.288545684394365409e+01 1.548458010994124834e+01
8.000000000000000654e-05 4.199999999999999289e+00 1.789986373380385132e+01 1.791651684955124324e+01 1.665311574739192224e+01
8.000000000000000654e-05 4.799999999999999822e+00 2.317620461021661882e+01 2.319361634848379694e+01 1.741173826717812290e+01
8.000000000000000654e-05 5.399999999999998579e+00 2.865866329046851035e+01 2.867648235294016601e+01 1.781906247165565560e+01
8.000000000000000654e-05 5.999999999999999112e+00 3.431673232198264856e+01 3.433467566317587227e+01 1.794334119322371635e+01
8.000000000000000654e-05 6.599999999999999645e+00 4.012664076588651341e+01 4.014449337347530644e+01 1.785260758879303467e+01
8.000000000000000654e-05 7.199999999999999289e+00 4.606943049648566557e+01 4.608703874417619062e+01 1.760824769052504735e+01
8.000000000000000654e-05 7.799999999999998934e+00 5.212969716727276648e+01 5.214695905304354540e+01 1.726188577077891750e+01
8.000000000000000654e-05 8.399999999999998579e+00 5.829473054229700324e+01 5.831158523988796105e+01 1.685469759095781228e+01
8.000000000000000654e-05 9.000000000000000000e+00 6.455390659470968728e+01 6.457032475849995024e+01 1.641816379026295181e+01
8.000000000000000654e-05 9.599999999999999645e+00 7.089824523798938571e+01 7.091422072662884091e+01 1.597548863945519315e+01
8.000000000000000654e-05 1.019999999999999929e+01 7.732008103782114006e+01 7.733562422534593850e+01 1.554318752479844079e+01
8.000000000000000654e-05 1.079999999999999716e+01 8.381281332832951136e+01 8.382794590348142094e+01 1.513257515190957747e+01
8.000000000000000654e-05 1.140000000000000036e+01 9.037071351991181700e+01 9.038546455883503938e+01 1.475103892322238153e+01
8.000000000000000654e-05 1.199999999999999822e+01 9.698877444317206198e+01 9.700317751294633695e+01 1.440306977427496804e+01
1.600000000000000131e-04 0.000000000000000000e+00 -6.129073439961773673e+00 -6.129073439961524095e+00 2.495781359357351903e-10
1.600000000000000131e-04 5.999999999999999778e-01 -5.349574590320704814e+00 -5.342948996277351981e+00 6.625594043352833751e+00
