# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 4.187095038879017750e+01 4.188856386102261808e+01 1.761347223244030857e+01 8.843894260871537627e-03 1.768778852173635840e+01
2.399999999999999911e+00 2.093782686459981224e-01 4.995614150494292360e+00 4.192944499479875020e+01 4.195072083371704252e+01 2.127583891829015883e+01 1.067014345887689654e-02 2.134028691772732600e+01
4.799999999999999822e+00 4.183892166615774122e-01 4.982464296247521851e+00 4.210005295627620825e+01 4.212963334680062388e+01 2.958039052441269234e+01 1.481643196684358926e-02 2.963286393367625493e+01
7.199999999999999289e+00 6.266661678215210696e-01 4.960573506572389491e+00 4.236739472895445147e+01 4.240693831367144639e+01 3.954358471700003719e+01 1.979505755523270488e-02 3.959011511044801779e+01
9.599999999999999645e+00 8.338437335805112260e-01 4.929980185352524913e+00 4.270874939702584783e+01 4.275874592873571345e+01 4.999653170986717754e+01 2.502045777604740978e-02 5.004091555204509234e+01
1.200000000000000000e+01 1.039558454088796768e+00 4.890738003669028444e+00 4.309901787700325571e+01 4.315952829204167074e+01 6.051041503841309321e+01 3.027729201818316757e-02 6.055458403624036379e+01
1.439999999999999858e+01 1.243449435824273586e+00 4.842915805643155380e+00 4.351408422036909229e+01 4.358499205187091263e+01 7.090783150182078032e+01 3.547637619061838610e-02 7.095275238117731931e+01
1.680000000000000071e+01 1.445158984722358042e+00 4.786597487660336547e+00 4.393244867194856340e+01 4.401355743044164370e+01 8.110875849307724650e+01 4.057745345479108617e-02 8.115490690965843612e+01
1.919999999999999929e+01 1.644333233692916174e+00 4.721881851187405665e+00 4.433569526059164900e+01 4.442677065708554807e+01 9.107539649390317038e+01 4.556149490743238717e-02 9.112298981492349981e+01
2.159999999999999787e+01 1.840622763423389596e+00 4.648882429441257180e+00 4.470835532136972290e+01 4.480914476802318092e+01 1.007894466534611837e+02 5.041928091673043844e-02 1.008385618334606306e+02
