# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 5.999999999999999112e+00 5.324718610716025324e+01 5.326569468852661515e+01 1.850858136635824636e+01 9.293212539935476885e-03 1.858642507988200876e+01
2.399999999999999911e+00 2.512539223751977246e-01 5.994736980593150300e+00 5.334358440008975322e+01 5.336687691623659191e+01 2.329251614684169169e+01 1.167910528281151245e-02 2.335821056565628950e+01
4.799999999999999822e+00 5.020670599938928946e-01 5.978957155497026221e+00 5.362219573675636752e+01 5.365585473227638147e+01 3.365899552001256012e+01 1.685604893045435093e-02 3.371209786091900185e+01
7.199999999999999289e+00 7.519994013858252169e-01 5.952688207886867033e+00 5.405224164203969650e+01 5.409794192843565241e+01 4.570028639595824416e+01 2.287408802586488737e-02 4.574817605171310930e+01
9.599999999999999645e+00 1.000612480296613427e+00 5.915976222423029895e+00 5.459230118302337331e+01 5.465040470340599654e+01 5.810352038262966801e+01 2.907503778954038248e-02 5.815007557914003655e+01
1.200000000000000000e+01 1.247470144906555944e+00 5.868885604402834133e+00 5.520061527448272187e+01 5.527104930387914550e+01 7.043402939642395211e+01 3.524050484133658262e-02 7.048100968271020861e+01
1.439999999999999858e+01 1.492139322989128214e+00 5.811498966771785568e+00 5.584032641595824487e+01 5.592285629364297961e+01 8.252987768473524000e+01 4.128903386223439775e-02 8.257806772448556387e+01
1.680000000000000071e+01 1.734190781666829606e+00 5.743916985192403679e+00 5.648087279434363950e+01 5.657520043722505676e+01 9.432764288141298437e+01 4.718868501337017407e-02 9.437737002675194731e+01
1.919999999999999929e+01 1.973199880431499187e+00 5.666258221424885555e+00 5.709753774018818717e+01 5.720334052294602856e+01 1.058027827578397790e+02 5.292707513367672645e-02 1.058541502673079862e+02
2.159999999999999787e+01 2.208747316108067515e+00 5.578658915329508083e+00 5.767043524708311253e+01 5.778738189150995908e+01 1.169466444268518757e+02 5.849982076790568447e-02 1.169996415357199595e+02
2.400000000000000000e+01 2.440419858454800917e+00 5.481272745855604533e+00 5.818349988227891600e+01 5.831125702731583260e+01 1.277571450369191552e+02 6.390585076771751472e-02 1.278117015353075203e+02
2.639999999999999858e+01 2.667811075109564722e+00 5.374270561436476967e+00 5.862365809465442368e+01 5.876189304032701699e+01 1.382349456725898165e+02 6.914548017638522115e-02 1.382909603529075468e+02
2.879999999999999716e+01 2.890522044610290830e+00 5.257840080263180838e+00 5.898019756681621573e+01 5.912857946148860577e+01 1.483818946723877730e+02 7.421962546657223658e-02 1.484392509331564156e+02
3.119999999999999929e+01 3.108162056238780391e+00 5.132185560963039350e+00 5.924430177443348811e+01 5.940250218822979633e+01 1.582004137963069468e+02 7.912949433259877652e-02 1.582589886651372808e+02
3.360000000000000142e+01 3.320349295460064631e+00 4.997527444260596141e+00 5.940871005459486298e+01 5.957640332699584462e+01 1.676932724009871833e+02 8.387647101245276904e-02 1.677529420249512668e+02
3.600000000000000000e+01 3.526711513754838379e+00 4.854101966249684708e+00 5.946746963028041932e+01 5.964433314691051180e+01 1.768635166300921924e+02 8.846207989226416435e-02 1.769241597844792295e+02
3.839999999999999858e+01 3.726886681669861368e+00 4.702160743955038136e+00 5.941575432710232718e+01 5.960146878342796128e+01 1.857144563256335346e+02 9.288797838150239516e-02 1.857759567630498623e+02
