Ef (V/um) | GS1 (meV) | GS2 (meV) | Gap (micro-eV)
0.000000000000000000e+00 -6.179408886954715463e+00 -6.179408886954687929e+00 2.753353101070388220e-11
2.916666666666666852e-01 -6.000895499592054705e+00 -5.980621012525222824e+00 2.027448706683188107e+01
5.833333333333333703e-01 -5.458435277585022227e+00 -5.418165322760140512e+00 4.026995482488171518e+01
8.750000000000000000e-01 -4.587037274457972380e+00 -4.527284938139655601e+00 5.975233631831677883e+01
1.166666666666666741e+00 -3.431725204937244200e+00 -3.353183034278617303e+00 7.854217065862690106e+01
1.458333333333333259e+00 -2.037269845244660260e+00 -1.940772707075183456e+00 9.649713816947679845e+01
1.750000000000000000e+00 -4.427718006536490725e-01 -3.292783726317194404e-01 1.134934280219296312e+02
2.041666666666666963e+00 1.319767650379013890e+00 1.449185178461307011e+00 1.294175280822931313e+02
2.333333333333333481e+00 3.224872339767911988e+00 3.369039031329887468e+00 1.441666915619754832e+02
2.625000000000000000e+00 5.252389854373165967e+00 5.410043250442905460e+00 1.576533960697395003e+02
2.916666666666666519e+00 7.386295820298053094e+00 7.556106345698976767e+00 1.698105254009236660e+02
3.208333333333333481e+00 9.613706915012217635e+00 9.794302498546999303e+00 1.805955835347816674e+02
3.500000000000000000e+00 1.192412415352260524e+01 1.211411733202152874e+01 1.899931784989234984e+02
3.791666666666666519e+00 1.430887005606260054e+01 1.450688557645168864e+01 1.980155203890880955e+02
4.083333333333333925e+00 1.676067418634034922e+01 1.696537518678568901e+01 2.047010004453397869e+02
4.375000000000000000e+00 1.927336782729857489e+01 1.948347897878849366e+01 2.101111514899187682e+02
4.666666666666666963e+00 2.184165767661606949e+01 2.205598412316278711e+01 2.143264465467176194e+02
4.958333333333333925e+00 2.446095648902182873e+01 2.467839795164658412e+01 2.174414626247553883e+02
5.250000000000000000e+00 2.712725479400010542e+01 2.734681471439066769e+01 2.195599203905622687e+02
5.541666666666666963e+00 2.983702236210472591e+01 3.005781238722821058e+01 2.207900251234846678e+02
5.833333333333333037e+00 3.258713135975734332e+01 3.280837176897308183e+01 2.212404092157385094e+02
6.125000000000000000e+00 3.537479546291556431e+01 3.559581230552355180e+01 2.210168426079874848e+02
6.416666666666666963e+00 3.819752085539956710e+01 3.841774061474822588e+01 2.202197593486587834e+02
6.708333333333333037e+00 4.105306620809361107e+01 4.127200876763360071e+01 2.189425595399896451e+02
7.000000000000000000e+00 4.393940955833871698e+01 4.415668014825738652e+01 2.172705899186695433e+02
