-2.799999999999999972e-03 2.014616510280807515e-02 2.016907705950335417e-02
-2.613333333333333394e-03 2.018387361108560374e-02 2.020536091211455609e-02
-2.426666666666666815e-03 2.021906085631326733e-02 2.023910220786982739e-02
-2.239999999999999804e-03 2.025172189685370272e-02 2.027029753423251202e-02
-2.053333333333333226e-03 2.028185209676809653e-02 2.029894378264278376e-02
-1.866666666666666648e-03 2.030944712682244968e-02 2.032503814962492716e-02
-1.680000000000000070e-03 2.033450296540034730e-02 2.034857813780935332e-02
-1.493333333333333275e-03 2.035701589933473776e-02 2.036956155687930092e-02
-1.306666666666666697e-03 2.037698252464578696e-02 2.038798652443103709e-02
-1.120000000000000119e-03 2.039439974719792215e-02 2.040385146675589845e-02
-9.333333333333333239e-04 2.040926478326943183e-02 2.041715511954625417e-02
-7.466666666666667458e-04 2.042157516003045847e-02 2.042789652850680870e-02
-5.600000000000001678e-04 2.043132871594337263e-02 2.043607504989732038e-02
-3.733333333333335897e-04 2.043852360106748756e-02 2.044169035098077070e-02
-1.866666666666665780e-04 2.044315827728621082e-02 2.044474241039605233e-02
0.000000000000000000e+00 2.044523151844422626e-02 2.044523151844426789e-02
1.866666666666665780e-04 2.044315827728593327e-02 2.044474241039552498e-02
3.733333333333331561e-04 2.043852360106769572e-02 2.044169035098088172e-02
5.599999999999997341e-04 2.043132871594319222e-02 2.043607504989733425e-02
7.466666666666667458e-04 2.042157516003051398e-02 2.042789652850686422e-02
9.333333333333333239e-04 2.040926478326923754e-02 2.041715511954611539e-02
1.119999999999999902e-03 2.039439974719774173e-02 2.040385146675578742e-02
1.306666666666666480e-03 2.037698252464588411e-02 2.038798652443099546e-02
1.493333333333333058e-03 2.035701589933475164e-02 2.036956155687955072e-02
1.679999999999999636e-03 2.033450296540025015e-02 2.034857813780951985e-02
1.866666666666666214e-03 2.030944712682215825e-02 2.032503814962459410e-02
2.053333333333332792e-03 2.028185209676809653e-02 2.029894378264275601e-02
2.240000000000000237e-03 2.025172189685346680e-02 2.027029753423233160e-02
2.426666666666666815e-03 2.021906085631346162e-02 2.023910220787020209e-02
2.613333333333333394e-03 2.018387361108556211e-02 2.020536091211427854e-02
2.799999999999999972e-03 2.014616510280806128e-02 2.016907705950342355e-02
