-2.799999999999999972e-03 1.139494897344738022e-02 1.154179563619602000e-02
-2.613333333333333394e-03 1.144016631963526431e-02 1.157708831165599195e-02
-2.426666666666666815e-03 1.148261686918801427e-02 1.160964179385026718e-02
-2.239999999999999804e-03 1.152229658527596790e-02 1.163945018420274591e-02
-2.053333333333333226e-03 1.155920180910693928e-02 1.166650793733355063e-02
-1.866666666666666648e-03 1.159332925942144210e-02 1.169080986262467647e-02
-1.680000000000000070e-03 1.162467603197141208e-02 1.171235112573509873e-02
-1.493333333333333275e-03 1.165323959897229811e-02 1.173112725004979429e-02
-1.306666666666666697e-03 1.167901780854158078e-02 1.174713411807862262e-02
-1.120000000000000119e-03 1.170200888410635742e-02 1.176036797280093082e-02
-9.333333333333333239e-04 1.172221142378314374e-02 1.177082541895366208e-02
-7.466666666666667458e-04 1.173962439972423000e-02 1.177850342426101093e-02
-5.600000000000001678e-04 1.175424715743410287e-02 1.178339932062351381e-02
-3.733333333333335897e-04 1.176607941504327626e-02 1.178551080524292693e-02
-1.866666666666665780e-04 1.177512126254769143e-02 1.178483594170526283e-02
0.000000000000000000e+00 1.178137316101114662e-02 1.178137316101135479e-02
1.866666666666665780e-04 1.177512126254799674e-02 1.178483594170530446e-02
3.733333333333331561e-04 1.176607941504323462e-02 1.178551080524303796e-02
5.599999999999997341e-04 1.175424715743376980e-02 1.178339932062311135e-02
7.466666666666667458e-04 1.173962439972453531e-02 1.177850342426127461e-02
9.333333333333333239e-04 1.172221142378356007e-02 1.177082541895399515e-02
1.119999999999999902e-03 1.170200888410645457e-02 1.176036797280156920e-02
1.306666666666666480e-03 1.167901780854235794e-02 1.174713411807917773e-02
1.493333333333333058e-03 1.165323959897242301e-02 1.173112725004960000e-02
1.679999999999999636e-03 1.162467603197157862e-02 1.171235112573501547e-02
1.866666666666666214e-03 1.159332925942135883e-02 1.169080986262463484e-02
2.053333333333332792e-03 1.155920180910692541e-02 1.166650793733350899e-02
2.240000000000000237e-03 1.152229658527598177e-02 1.163945018420287081e-02
2.426666666666666815e-03 1.148261686918816693e-02 1.160964179385023942e-02
2.613333333333333394e-03 1.144016631963472308e-02 1.157708831165588093e-02
2.799999999999999972e-03 1.139494897344744961e-02 1.154179563619614490e-02
