# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.655002438596565373e-01 2.706867239402888092e-01 5.186480080632271950e+00 2.604268972951801452e-03 5.208537945903732869e+00
2.571428571428571619e+00 4.486483035051493096e-02 9.989930665413148114e-01 2.612057593329025762e-01 2.665051761627096338e-01 5.299416829807057638e+00 2.660562895861885973e-03 5.321125791724881537e+00
5.142857142857143238e+00 8.963930890343350943e-02 9.959742939952391794e-01 2.483119388387577953e-01 2.539357472937098237e-01 5.623808454952028413e+00 2.822302970097380521e-03 5.644605940194086457e+00
7.714285714285715301e+00 1.342332658176554894e-01 9.909497617679348114e-01 2.267847807271849980e-01 2.329086639838023887e-01 6.123883256617390636e+00 3.071749472477781212e-03 6.143498944952694885e+00
1.028571428571428648e+01 1.785568947986366783e-01 9.839295885986296675e-01 1.965617122329510469e-01 2.033190832289588634e-01 6.757370996007816544e+00 3.387897341068283816e-03 6.775794682144730352e+00
1.285714285714285765e+01 2.225209339563144206e-01 9.749279121818237304e-01 1.575502518020854836e-01 1.650365212988030850e-01 7.486269496717601335e+00 3.751819187518505051e-03 7.503638375040613262e+00
1.542857142857143060e+01 2.660368455666751730e-01 9.639628606958532409e-01 1.096315743595727144e-01 1.179121912992797672e-01 8.280616939707051927e+00 4.148560575052372829e-03 8.297121150107109600e+00
1.800000000000000000e+01 3.090169943749473958e-01 9.510565162951535312e-01 5.266736701614593841e-02 6.178548167365405241e-02 9.118114657508114007e+00 4.566972399504640179e-03 9.133944799018408389e+00
2.057142857142857295e+01 3.513748240813427959e-01 9.362348706397373155e-01 -1.349166076206054221e-02 -3.509219345138037127e-03 9.982441416922505084e+00 4.998883273340847325e-03 9.997766546680534105e+00
2.314285714285714590e+01 3.930250316539236621e-01 9.195277725514505729e-01 -8.899649926843999914e-02 -7.813491420681495381e-02 1.086158506162504622e+01 5.438273358708381119e-03 1.087654671740369139e+01
2.571428571428571530e+01 4.338837391175581204e-01 9.009688679024191460e-01 -1.739901909226931886e-01 -1.622436343305666551e-01 1.174655659212653447e+01 5.880634880175988552e-03 1.176126976034093552e+01
2.828571428571428825e+01 4.738686624729987473e-01 8.805955318567380008e-01 -2.685980036014334882e-01 -2.559675190428462033e-01 1.263048455858728403e+01 6.322520528907464576e-03 1.264504105781660925e+01
3.085714285714286120e+01 5.128992774059062398e-01 8.584487936018661003e-01 -3.729175344917429191e-01 -3.594095360685972684e-01 1.350799842314565069e+01 6.761235366710372993e-03 1.352247073343034067e+01
3.342857142857143060e+01 5.508969814521025299e-01 8.345732537213026436e-01 -4.870088081545959069e-01 -4.726339958932707086e-01 1.437481226132519829e+01 7.194628518122892467e-03 1.438925703624836494e+01
3.600000000000000000e+01 5.877852522924731371e-01 8.090169943749475623e-01 -6.108843879345515759e-01 -5.956569451733423337e-01 1.522744276120924312e+01 7.620951905953032152e-03 1.524190381191066024e+01
3.857142857142857650e+01 6.234898018587335944e-01 7.818314824680298036e-01 -7.444994667176463299e-01 -7.284364501024820360e-01 1.606301661516429391e+01 8.038763675644391982e-03 1.607752735129671962e+01
