# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 9.698976595245934362e+00 9.706544492451147477e+00 7.567897205212892331e+00 3.800068833255574544e-03 7.600137666511838752e+00
2.571428571428571619e+00 8.972966070102986191e-02 1.997986133082629623e+00 9.697354253014864867e+00 9.705209577665685927e+00 7.855324650821171595e+00 3.943371370312294920e-03 7.886742740603747137e+00
5.142857142857143238e+00 1.792786178068670189e-01 1.991948587990478359e+00 9.692258498870856442e+00 9.700915997428449344e+00 8.657498557593235944e+00 4.343484659766332599e-03 8.686969319507408471e+00
7.714285714285715301e+00 2.684665316353109787e-01 1.981899523535869623e+00 9.682995990349857252e+00 9.692837489990029809e+00 9.841499640173001495e+00 4.934407562076653479e-03 9.868815124196988364e+00
1.028571428571428648e+01 3.571137895972733567e-01 1.967859177197259335e+00 9.668418635063666500e+00 9.679695261596190647e+00 1.127662653252481384e+01 5.651063844540803183e-03 1.130212768912612553e+01
1.285714285714285765e+01 4.450418679126288413e-01 1.949855824363647461e+00 9.646979757166038283e+00 9.659845874656333820e+00 1.286611749029553664e+01 6.445145754467297011e-03 1.289029150880471875e+01
1.542857142857143060e+01 5.320736911333503460e-01 1.927925721391706482e+00 9.616822935732738387e+00 9.631368431798778218e+00 1.454549606604016532e+01 7.284394569830295388e-03 1.456878913966112776e+01
1.800000000000000000e+01 6.180339887498947915e-01 1.902113032590307062e+00 9.575881624350996546e+00 9.592154358324943786e+00 1.627273397394879595e+01 8.147750861702617725e-03 1.629550172345048509e+01
2.057142857142857295e+01 7.027496481626855918e-01 1.872469741279474631e+00 9.521976363881273997e+00 9.539996417595189016e+00 1.802005371391579658e+01 9.021282118738536623e-03 1.804256423749116323e+01
2.314285714285714590e+01 7.860500633078473243e-01 1.839055545102901146e+00 9.452902771865904441e+00 9.472671375548454620e+00 1.976860368255173483e+01 9.895527106995566369e-03 1.979105421394747211e+01
2.571428571428571530e+01 8.677674782351162408e-01 1.801937735804838292e+00 9.366506947038402586e+00 9.388012163844980051e+00 2.150521680657768542e+01 1.076387533621544004e-02 2.152775067220703775e+01
2.828571428571428825e+01 9.477373249459974947e-01 1.761191063713476002e+00 9.260747188002987684e+00 9.283967633843911216e+00 2.322044584092408570e+01 1.162158314872547941e-02 2.324316629752874874e+01
3.085714285714286120e+01 1.025798554811812480e+00 1.716897587203732201e+00 9.133742522959703791e+00 9.158649873041158074e+00 2.490735008145450280e+01 1.246516540228263456e-02 2.493033080452726580e+01
