# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999556e+00 2.000598893525832978e+01 2.001507732253802985e+01 9.088387279698739718e+00 4.563497362635051020e-03 9.126994725272563613e+00
2.571428571428571619e+00 1.345944910515447790e-01 2.996979199623943657e+00 2.001631935220619951e+01 2.002592263009449169e+01 9.603277888292627296e+00 4.820255512424929598e-03 9.640511024939375062e+00
5.142857142857143238e+00 2.689179267103005144e-01 2.987922881985717094e+00 2.004626241484276505e+01 2.005725816551194640e+01 1.099575066917934940e+01 5.515030757876597176e-03 1.103006151572522064e+01
7.714285714285715301e+00 4.026997974529664126e-01 2.972849285303803768e+00 2.009273459848333232e+01 2.010570010629046678e+01 1.296550780713334738e+01 6.498533313629204985e-03 1.299706662724262074e+01
1.028571428571428648e+01 5.356706843959100350e-01 2.951788765795888558e+00 2.015089539377402872e+01 2.016615887153130871e+01 1.526347775727965228e+01 7.646549186408078957e-03 1.529309837273312667e+01
1.285714285714285765e+01 6.675628018689431231e-01 2.924783736545470525e+00 2.021464440888680159e+01 2.023237727255856910e+01 1.773286367176552147e+01 8.880664409233535866e-03 1.776132881818256948e+01
1.542857142857143060e+01 7.981105367000255191e-01 2.891888582087559723e+00 2.027717770270463760e+01 2.029745952596798020e+01 2.028182326334338015e+01 1.015485998547184521e-02 2.030971997097827497e+01
1.800000000000000000e+01 9.270509831248421317e-01 2.853169548885460483e+00 2.033147970588910880e+01 2.035433602097272399e+01 2.285631508361363018e+01 1.144202521144301044e-02 2.288405042272581724e+01
2.057142857142857295e+01 1.054124472244028166e+00 2.808704611919211391e+00 2.037069914280376182e+01 2.039612285152958648e+01 2.542370872582466745e+01 1.272577893188851089e-02 2.545155786316810520e+01
2.314285714285714590e+01 1.179075094961770986e+00 2.758583317654351497e+00 2.038840319131283962e+01 2.041636694247636541e+01 2.796375116352611911e+01 1.399594941961992273e-02 2.799189883925454225e+01
2.571428571428571530e+01 1.301651217352674195e+00 2.702906603707257105e+00 2.037872801637734099e+01 2.040919157237807013e+01 3.046355600072603309e+01 1.524606304672446004e-02 3.049212609320533929e+01
2.828571428571428825e+01 1.421605987418995909e+00 2.641786595570213780e+00 2.033645229566560886e+01 2.036936703283397065e+01 3.291473716836301833e+01 1.647190628678881635e-02 3.294381257392537066e+01
3.085714285714286120e+01 1.538697832217718720e+00 2.575346380805598301e+00 2.025701946284817723e+01 2.029233118166477823e+01 3.531171881659966516e+01 1.767067729553833955e-02 3.534135459108342303e+01
3.342857142857143060e+01 1.652690944356307368e+00 2.503719761163907709e+00 2.013652932482787250e+01 2.017418004174409418e+01 3.765071691622101469e+01 1.884047448517774462e-02 3.768094897025828516e+01
