Ef (V/um) | GS1 (meV) | GS2 (meV) | Gap (micro-eV)
0.000000000000000000e+00 -4.962748708660985386e+00 -4.962748708660940977e+00 4.440892098500626162e-11
5.000000000000000971e-03 -4.962458693816288680e+00 -4.962417631345159563e+00 4.106247112911631802e-02
1.000000000000000194e-02 -4.961547853803425667e+00 -4.961465747613387656e+00 8.210619003801156168e-02
1.500000000000000291e-02 -4.960017006906791259e+00 -4.959893894407022330e+00 1.231124997689292400e-01
2.000000000000000389e-02 -4.957867518292407460e+00 -4.957703455359759204e+00 1.640629326482567762e-01
2.500000000000000486e-02 -4.955101292688868675e+00 -4.954896353386956775e+00 2.049393019118994630e-01
3.000000000000000583e-02 -4.951720764252833362e+00 -4.951475040463082067e+00 2.457237897512953850e-01
3.500000000000000333e-02 -4.947728883748703232e+00 -4.947442484717920586e+00 2.863990307826469461e-01
4.000000000000000777e-02 -4.943129103202209329e+00 -4.942802155012324228e+00 3.269481898851012147e-01
4.500000000000001221e-02 -4.937925358216798344e+00 -4.937558003183045940e+00 3.673550337524034148e-01
5.000000000000000278e-02 -4.932122048165552108e+00 -4.931714444170329337e+00 4.076039952227716867e-01
