# size(nm)  g_vb   gap_vb(eV)   gap_vb1(eV)   gap_vb2(eV)
2.000000000000000000e+01 6.469189160297775798e-01 3.739191334652114396e-07 1.271615359225986008e-07 1.407010196963209836e-07 1.156000000002155303e-06 2.000000000003729017e+00
2.419999999999999929e+01 5.558121792285733997e-01 3.212594395941154035e-07 1.571086178479841333e-07 3.121427175414859256e-08 1.156000000002155303e-06 2.000000000003729017e+00
2.839999999999999858e+01 4.697130131488095328e-01 2.714941216000119062e-07 1.611748357138731436e-07 2.721026748191135436e-08 1.156000000002155303e-06 2.000000000003729017e+00
3.260000000000000142e+01 3.968056975834352573e-01 2.293536932032255726e-07 1.536731069678651251e-07 5.725328825617603812e-08 1.156000000002155303e-06 2.000000000003729017e+00
3.679999999999999716e+01 3.371067501252035248e-01 1.948477015723676375e-07 1.417310225996018525e-07 7.139910086252643229e-08 1.156000000002155303e-06 2.000000000003729017e+00
4.100000000000000000e+01 2.886093568918355334e-01 1.668162082834809268e-07 1.287019740963193937e-07 7.666193347233979383e-08 1.156000000002155303e-06 2.000000000003729017e+00
4.520000000000000284e+01 2.491272373645034566e-01 1.439955431966830068e-07 1.160815361229972087e-07 7.702006439049002839e-08 1.156000000002155303e-06 2.000000000003729017e+00
4.939999999999999858e+01 2.167813976021888134e-01 1.252996478140651349e-07 1.044733444841711156e-07 7.474426650961457641e-08 1.156000000002155303e-06 2.000000000003729017e+00
5.360000000000000142e+01 1.900710370239960811e-01 1.098610593998697316e-07 9.406072415396593556e-08 7.113550185922426494e-08 1.156000000002155303e-06 2.000000000003729017e+00
5.779999999999999716e+01 1.678282504483889770e-01 9.700472875916882343e-08 8.483535834371766504e-08 6.693856826949992622e-08 1.156000000002155303e-06 2.000000000003729017e+00
6.210000000000000142e+01 1.487436230892214550e-01 8.597381414557001000e-08 7.652684280972515962e-08 6.247269773110991631e-08 1.156000000002155303e-06 2.000000000003729017e+00
6.629999999999999716e+01 1.329955186335513018e-01 7.687140977019266130e-08 6.940192473774316195e-08 5.818394939200582927e-08 1.156000000002155303e-06 2.000000000003729017e+00
7.050000000000000000e+01 1.195622545976984391e-01 6.910698315746970077e-08 6.313449590596501015e-08 5.409240060256018112e-08 1.156000000002155303e-06 2.000000000003729017e+00
7.470000000000000284e+01 1.080223361515482566e-01 6.243691029559489403e-08 5.761225285250484718e-08 5.025766427113262380e-08 1.156000000002155303e-06 2.000000000003729017e+00
7.890000000000000568e+01 9.804338878604425267e-02 5.666907871833357785e-08 5.273486619388964569e-08 4.670232084543445017e-08 1.156000000002155303e-06 2.000000000003729017e+00
8.309999999999999432e+01 8.936120275737055585e-02 5.165077519376018444e-08 4.841477657690530789e-08 4.342776229989200876e-08 1.156000000002155303e-06 2.000000000003729017e+00
8.729999999999999716e+01 8.176406926082954718e-02 4.725963203275947849e-08 4.457653530174666978e-08 4.042366912905548393e-08 1.468490198224259302e-04 2.540640481356849989e+02
9.150000000000000000e+01 7.508102321286680425e-02 4.339683141703701286e-08 4.115556298956834363e-08 3.767367866692843126e-08 1.156000000002155303e-06 2.000000000003729017e+00
9.570000000000000284e+01 6.917296510926823627e-02 3.998197383315704040e-08 3.809675347583862948e-08 3.515875530058117093e-08 1.156000000002155303e-06 2.000000000003729017e+00
1.000000000000000000e+02 6.380822916991972515e-02 3.688115646021360161e-08 3.529129751205384996e-08 3.280687773873913748e-08 1.156000000002155303e-06 2.000000000003729017e+00
