# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 1.086549645186e-01 1.087128666623e-01 1.797265493671e-01 1.797265493671e-01 7.101368270478e-02
-2.566666666667e-03 1.087080456679e-01 1.087614058900e-01 1.796811618676e-01 1.796811618676e-01 7.091975597760e-02
-2.333333333333e-03 1.087567802565e-01 1.088055245707e-01 1.796397210342e-01 1.796397210342e-01 7.083419646356e-02
-2.100000000000e-03 1.088011554575e-01 1.088452166452e-01 1.796022268869e-01 1.796022268869e-01 7.075701024163e-02
-1.866666666667e-03 1.088411593363e-01 1.088804769353e-01 1.795686794435e-01 1.795686794435e-01 7.068820250821e-02
-1.633333333333e-03 1.088767808538e-01 1.089113011475e-01 1.795390787202e-01 1.795390787202e-01 7.062777757276e-02
-1.400000000000e-03 1.089080098696e-01 1.089376858775e-01 1.795134247313e-01 1.795134247313e-01 7.057573885388e-02
-1.166666666667e-03 1.089348371442e-01 1.089596286134e-01 1.794917174891e-01 1.794917174891e-01 7.053208887569e-02
-9.333333333333e-04 1.089572543414e-01 1.089771277394e-01 1.794739570040e-01 1.794739570040e-01 7.049682926463e-02
-7.000000000000e-04 1.089752540298e-01 1.089901825378e-01 1.794601432845e-01 1.794601432845e-01 7.046996074665e-02
-4.666666666667e-04 1.089888296838e-01 1.089987931925e-01 1.794502763372e-01 1.794502763372e-01 7.045148314478e-02
-2.333333333333e-04 1.089979756848e-01 1.090029607899e-01 1.794443561670e-01 1.794443561670e-01 7.044139537709e-02
0.000000000000e+00 1.090026873216e-01 1.090026873216e-01 1.794423827766e-01 1.794423827766e-01 7.043969545502e-02
2.333333333333e-04 1.089979756848e-01 1.090029607899e-01 1.794443561670e-01 1.794443561670e-01 7.044139537709e-02
4.666666666667e-04 1.089888296838e-01 1.089987931925e-01 1.794502763372e-01 1.794502763372e-01 7.045148314478e-02
7.000000000000e-04 1.089752540298e-01 1.089901825378e-01 1.794601432845e-01 1.794601432845e-01 7.046996074665e-02
9.333333333333e-04 1.089572543414e-01 1.089771277394e-01 1.794739570040e-01 1.794739570040e-01 7.049682926463e-02
1.166666666667e-03 1.089348371442e-01 1.089596286134e-01 1.794917174891e-01 1.794917174891e-01 7.053208887569e-02
1.400000000000e-03 1.089080098696e-01 1.089376858775e-01 1.795134247313e-01 1.795134247313e-01 7.057573885388e-02
1.633333333333e-03 1.088767808538e-01 1.089113011475e-01 1.795390787202e-01 1.795390787202e-01 7.062777757276e-02
1.866666666667e-03 1.088411593363e-01 1.088804769353e-01 1.795686794435e-01 1.795686794435e-01 7.068820250821e-02
2.100000000000e-03 1.088011554575e-01 1.088452166452e-01 1.796022268869e-01 1.796022268869e-01 7.075701024163e-02
2.333333333333e-03 1.087567802565e-01 1.088055245707e-01 1.796397210342e-01 1.796397210342e-01 7.083419646356e-02
2.566666666667e-03 1.087080456679e-01 1.087614058900e-01 1.796811618676e-01 1.796811618676e-01 7.091975597760e-02
2.800000000000e-03 1.086549645186e-01 1.087128666623e-01 1.797265493671e-01 1.797265493671e-01 7.101368270478e-02
