# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 1.503948139539e-03 1.879011310354e-03 2.942672117756e-01 2.942672117756e-01 2.923882004652e-01
-2.566666666667e-03 1.581752036504e-03 1.925917023260e-03 2.942218242761e-01 2.942218242761e-01 2.922959072528e-01
-2.333333333333e-03 1.654252525313e-03 1.967419463537e-03 2.941803834427e-01 2.941803834427e-01 2.922129639792e-01
-2.100000000000e-03 1.721424332483e-03 2.003505645753e-03 2.941428892953e-01 2.941428892953e-01 2.921393836496e-01
-1.866666666667e-03 1.783244703480e-03 2.034164076953e-03 2.941093418519e-01 2.941093418519e-01 2.920751777750e-01
-1.633333333333e-03 1.839693258376e-03 2.059384773510e-03 2.940797411287e-01 2.940797411287e-01 2.920203563552e-01
-1.400000000000e-03 1.890751869744e-03 2.079159278805e-03 2.940540871398e-01 2.940540871398e-01 2.919749278610e-01
-1.166666666667e-03 1.936404558887e-03 2.093480681958e-03 2.940323798976e-01 2.940323798976e-01 2.919388992156e-01
-9.333333333333e-04 1.976637407216e-03 2.102343637818e-03 2.940146194124e-01 2.940146194124e-01 2.919122757746e-01
-7.000000000000e-04 2.011438480156e-03 2.105744388431e-03 2.940008056929e-01 2.940008056929e-01 2.918950613045e-01
-4.666666666667e-04 2.040797761455e-03 2.103680786303e-03 2.939909387457e-01 2.939909387457e-01 2.918872579594e-01
-2.333333333333e-04 2.064707096158e-03 2.096152319752e-03 2.939850185755e-01 2.939850185755e-01 2.918888662557e-01
0.000000000000e+00 2.083160140825e-03 2.083160140826e-03 2.939830451851e-01 2.939830451851e-01 2.918998850442e-01
2.333333333333e-04 2.064707096159e-03 2.096152319752e-03 2.939850185755e-01 2.939850185755e-01 2.918888662557e-01
4.666666666667e-04 2.040797761455e-03 2.103680786303e-03 2.939909387457e-01 2.939909387457e-01 2.918872579594e-01
7.000000000000e-04 2.011438480156e-03 2.105744388431e-03 2.940008056929e-01 2.940008056929e-01 2.918950613045e-01
9.333333333333e-04 1.976637407217e-03 2.102343637818e-03 2.940146194124e-01 2.940146194124e-01 2.919122757746e-01
1.166666666667e-03 1.936404558886e-03 2.093480681957e-03 2.940323798976e-01 2.940323798976e-01 2.919388992156e-01
1.400000000000e-03 1.890751869744e-03 2.079159278805e-03 2.940540871398e-01 2.940540871398e-01 2.919749278610e-01
1.633333333333e-03 1.839693258375e-03 2.059384773510e-03 2.940797411287e-01 2.940797411287e-01 2.920203563552e-01
1.866666666667e-03 1.783244703480e-03 2.034164076953e-03 2.941093418519e-01 2.941093418519e-01 2.920751777750e-01
2.100000000000e-03 1.721424332483e-03 2.003505645752e-03 2.941428892953e-01 2.941428892953e-01 2.921393836496e-01
2.333333333333e-03 1.654252525314e-03 1.967419463538e-03 2.941803834427e-01 2.941803834427e-01 2.922129639792e-01
2.566666666667e-03 1.581752036504e-03 1.925917023260e-03 2.942218242761e-01 2.942218242761e-01 2.922959072528e-01
2.800000000000e-03 1.503948139539e-03 1.879011310354e-03 2.942672117756e-01 2.942672117756e-01 2.923882004652e-01
