# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 7.033474329779e-02 7.038938400973e-02 2.198699018848e-01 2.198699018848e-01 1.494805178750e-01
-2.566666666667e-03 7.038918515128e-02 7.043954269780e-02 2.198245143853e-01 2.198245143853e-01 1.493849716875e-01
-2.333333333333e-03 7.043915201287e-02 7.048515580020e-02 2.197830735519e-01 2.197830735519e-01 1.492979177517e-01
-2.100000000000e-03 7.048463043772e-02 7.052621633438e-02 2.197455794045e-01 2.197455794045e-01 1.492193630702e-01
-1.866666666667e-03 7.052560794552e-02 7.056271827000e-02 2.197120319612e-01 2.197120319612e-01 1.491493136912e-01
-1.633333333333e-03 7.056207302430e-02 7.059465653373e-02 2.196824312379e-01 2.196824312379e-01 1.490877747042e-01
-1.400000000000e-03 7.059401513375e-02 7.062202701366e-02 2.196567772490e-01 2.196567772490e-01 1.490347502354e-01
-1.166666666667e-03 7.062142470801e-02 7.064482656327e-02 2.196350700068e-01 2.196350700068e-01 1.489902434435e-01
-9.333333333333e-04 7.064429315807e-02 7.066305300496e-02 2.196173095217e-01 2.196173095217e-01 1.489542565167e-01
-7.000000000000e-04 7.066261287358e-02 7.067670513319e-02 2.196034958022e-01 2.196034958022e-01 1.489267906690e-01
-4.666666666667e-04 7.067637722430e-02 7.068578271719e-02 2.195936288549e-01 2.195936288549e-01 1.489078461377e-01
-2.333333333333e-04 7.068558056102e-02 7.069028650314e-02 2.195877086847e-01 2.195877086847e-01 1.488974221815e-01
0.000000000000e+00 7.069021821603e-02 7.069021821603e-02 2.195857352943e-01 2.195857352943e-01 1.488955170782e-01
2.333333333333e-04 7.068558056102e-02 7.069028650314e-02 2.195877086847e-01 2.195877086847e-01 1.488974221815e-01
4.666666666667e-04 7.067637722430e-02 7.068578271719e-02 2.195936288549e-01 2.195936288549e-01 1.489078461377e-01
7.000000000000e-04 7.066261287358e-02 7.067670513319e-02 2.196034958022e-01 2.196034958022e-01 1.489267906690e-01
9.333333333333e-04 7.064429315807e-02 7.066305300496e-02 2.196173095217e-01 2.196173095217e-01 1.489542565167e-01
1.166666666667e-03 7.062142470801e-02 7.064482656327e-02 2.196350700068e-01 2.196350700068e-01 1.489902434435e-01
1.400000000000e-03 7.059401513375e-02 7.062202701366e-02 2.196567772490e-01 2.196567772490e-01 1.490347502354e-01
1.633333333333e-03 7.056207302430e-02 7.059465653373e-02 2.196824312379e-01 2.196824312379e-01 1.490877747042e-01
1.866666666667e-03 7.052560794552e-02 7.056271827000e-02 2.197120319612e-01 2.197120319612e-01 1.491493136912e-01
2.100000000000e-03 7.048463043772e-02 7.052621633438e-02 2.197455794045e-01 2.197455794045e-01 1.492193630702e-01
2.333333333333e-03 7.043915201287e-02 7.048515580020e-02 2.197830735519e-01 2.197830735519e-01 1.492979177517e-01
2.566666666667e-03 7.038918515128e-02 7.043954269780e-02 2.198245143853e-01 2.198245143853e-01 1.493849716875e-01
2.800000000000e-03 7.033474329779e-02 7.038938400973e-02 2.198699018848e-01 2.198699018848e-01 1.494805178750e-01
