-6.334145944157557918e-03 -6.334145944157511948e-03
-6.317987469902796964e-03 -6.317987469902742320e-03
-6.302484862054377225e-03 -6.302484862054309571e-03
-6.287638577910717452e-03 -6.287638577910685360e-03
-6.273449055442951831e-03 -6.273449055442907596e-03
-6.259916713266369497e-03 -6.259916713266357353e-03
-6.247041950635822717e-03 -6.247041950635748991e-03
-6.234825147419441500e-03 -6.234825147419392061e-03
-6.223266664098364709e-03 -6.223266664098307463e-03
-6.212366841738468405e-03 -6.212366841738402486e-03
-6.202126001989194913e-03 -6.202126001989128126e-03
-6.192544447062030104e-03 -6.192544447061989338e-03
-6.183622459728504127e-03 -6.183622459728482443e-03
-6.175360303301739157e-03 -6.175360303301688850e-03
-6.167758221632194983e-03 -6.167758221632106512e-03
-6.160816439093219632e-03 -6.160816439093145039e-03
-6.154535160576606739e-03 -6.154535160576605872e-03
-6.148914571485681810e-03 -6.148914571485615890e-03
-6.143954837723147010e-03 -6.143954837723128795e-03
-6.139656105690667436e-03 -6.139656105690664833e-03
-6.136018502278713441e-03 -6.136018502278603286e-03
-6.133042134865578782e-03 -6.133042134865504189e-03
-6.130727091313938060e-03 -6.130727091313847854e-03
-6.129073439961584165e-03 -6.129073439961453193e-03
-6.128081229622868095e-03 -6.128081229622840340e-03
-6.127750489587930477e-03 -6.127750489587678075e-03
-6.128081229622877636e-03 -6.128081229622818656e-03
-6.129073439961574624e-03 -6.129073439961557276e-03
-6.130727091313936325e-03 -6.130727091313873008e-03
-6.133042134865582251e-03 -6.133042134865527607e-03
-6.136018502278722114e-03 -6.136018502278638848e-03
-6.139656105690678711e-03 -6.139656105690644884e-03
-6.143954837723171296e-03 -6.143954837723119254e-03
-6.148914571485710433e-03 -6.148914571485624564e-03
-6.154535160576709088e-03 -6.154535160576620617e-03
-6.160816439093192744e-03 -6.160816439093115549e-03
-6.167758221632122992e-03 -6.167758221632074420e-03
-6.175360303301752167e-03 -6.175360303301694921e-03
-6.183622459728490249e-03 -6.183622459728478106e-03
-6.192544447062056125e-03 -6.192544447062046584e-03
-6.202126001989209658e-03 -6.202126001989184505e-03
-6.212366841738471875e-03 -6.212366841738363454e-03
-6.223266664098387260e-03 -6.223266664098356035e-03
-6.234825147419429357e-03 -6.234825147419328743e-03
-6.247041950635808839e-03 -6.247041950635803635e-03
-6.259916713266376435e-03 -6.259916713266323526e-03
-6.273449055442946627e-03 -6.273449055442909331e-03
-6.287638577910757351e-03 -6.287638577910648063e-03
-6.302484862054306969e-03 -6.302484862054289622e-03
-6.317987469902803035e-03 -6.317987469902718901e-03
-6.334145944157570061e-03 -6.334145944157483325e-03
