# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 -6.531688946062e-03 -6.531688946061e-03 3.026764988797e-01 3.026764988797e-01 3.092081878257e-01
-2.566666666667e-03 -6.467334401666e-03 -6.467334401666e-03 3.026311113802e-01 3.026311113802e-01 3.090984457819e-01
-2.333333333333e-03 -6.408521709909e-03 -6.408521709909e-03 3.025896705468e-01 3.025896705468e-01 3.089981922567e-01
-2.100000000000e-03 -6.355265621171e-03 -6.355265621171e-03 3.025521763994e-01 3.025521763994e-01 3.089074420206e-01
-1.866666666667e-03 -6.307579495333e-03 -6.307579495332e-03 3.025186289561e-01 3.025186289561e-01 3.088262084514e-01
-1.633333333333e-03 -6.265475297466e-03 -6.265475297465e-03 3.024890282328e-01 3.024890282328e-01 3.087545035303e-01
-1.400000000000e-03 -6.228963593999e-03 -6.228963593999e-03 3.024633742439e-01 3.024633742439e-01 3.086923378379e-01
-1.166666666667e-03 -6.198053549346e-03 -6.198053549345e-03 3.024416670017e-01 3.024416670017e-01 3.086397205510e-01
-9.333333333333e-04 -6.172752922958e-03 -6.172752922958e-03 3.024239065166e-01 3.024239065166e-01 3.085966594395e-01
-7.000000000000e-04 -6.153068066858e-03 -6.153068066858e-03 3.024100927971e-01 3.024100927971e-01 3.085631608639e-01
-4.666666666667e-04 -6.139003923602e-03 -6.139003923602e-03 3.024002258498e-01 3.024002258498e-01 3.085392297734e-01
-2.333333333333e-04 -6.130564024725e-03 -6.130564024725e-03 3.023943056796e-01 3.023943056796e-01 3.085248697043e-01
0.000000000000e+00 -6.127750489588e-03 -6.127750489588e-03 3.023923322892e-01 3.023923322892e-01 3.085200827788e-01
2.333333333333e-04 -6.130564024725e-03 -6.130564024725e-03 3.023943056796e-01 3.023943056796e-01 3.085248697043e-01
4.666666666667e-04 -6.139003923602e-03 -6.139003923602e-03 3.024002258498e-01 3.024002258498e-01 3.085392297734e-01
7.000000000000e-04 -6.153068066858e-03 -6.153068066857e-03 3.024100927971e-01 3.024100927971e-01 3.085631608639e-01
9.333333333333e-04 -6.172752922958e-03 -6.172752922958e-03 3.024239065166e-01 3.024239065166e-01 3.085966594395e-01
1.166666666667e-03 -6.198053549346e-03 -6.198053549346e-03 3.024416670017e-01 3.024416670017e-01 3.086397205510e-01
1.400000000000e-03 -6.228963594000e-03 -6.228963594000e-03 3.024633742439e-01 3.024633742439e-01 3.086923378379e-01
1.633333333333e-03 -6.265475297465e-03 -6.265475297465e-03 3.024890282328e-01 3.024890282328e-01 3.087545035303e-01
1.866666666667e-03 -6.307579495332e-03 -6.307579495332e-03 3.025186289561e-01 3.025186289561e-01 3.088262084514e-01
2.100000000000e-03 -6.355265621171e-03 -6.355265621171e-03 3.025521763994e-01 3.025521763994e-01 3.089074420206e-01
2.333333333333e-03 -6.408521709909e-03 -6.408521709909e-03 3.025896705468e-01 3.025896705468e-01 3.089981922567e-01
2.566666666667e-03 -6.467334401666e-03 -6.467334401666e-03 3.026311113802e-01 3.026311113802e-01 3.090984457819e-01
2.800000000000e-03 -6.531688946062e-03 -6.531688946062e-03 3.026764988797e-01 3.026764988797e-01 3.092081878257e-01
