# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 1.061647799198e-01 1.065704334559e-01 1.973023648092e-01 1.973023648092e-01 9.073193135337e-02
-2.566666666667e-03 1.062067468217e-01 1.065886812265e-01 1.972569773097e-01 1.972569773097e-01 9.066829608328e-02
-2.333333333333e-03 1.062466461368e-01 1.066027593284e-01 1.972155364764e-01 1.972155364764e-01 9.061277714792e-02
-2.100000000000e-03 1.062845978536e-01 1.066127823463e-01 1.971780423290e-01 1.971780423290e-01 9.056525998268e-02
-1.866666666667e-03 1.063207047603e-01 1.066188787235e-01 1.971444948856e-01 1.971444948856e-01 9.052561616214e-02
-1.633333333333e-03 1.063550466709e-01 1.066211910348e-01 1.971148941624e-01 1.971148941624e-01 9.049370312759e-02
-1.400000000000e-03 1.063876750474e-01 1.066198758550e-01 1.970892401735e-01 1.970892401735e-01 9.046936431846e-02
-1.166666666667e-03 1.064186085709e-01 1.066151030792e-01 1.970675329312e-01 1.970675329312e-01 9.045242985201e-02
-9.333333333333e-04 1.064478301912e-01 1.066070545380e-01 1.970497724461e-01 1.970497724461e-01 9.044271790809e-02
-7.000000000000e-04 1.064752860617e-01 1.065959217564e-01 1.970359587266e-01 1.970359587266e-01 9.044003697021e-02
-4.666666666667e-04 1.065008865530e-01 1.065819027349e-01 1.970260917794e-01 1.970260917794e-01 9.044418904445e-02
-2.333333333333e-04 1.065245092818e-01 1.065651976955e-01 1.970201716091e-01 1.970201716091e-01 9.045497391366e-02
0.000000000000e+00 1.065460038369e-01 1.065460038369e-01 1.970181982187e-01 1.970181982187e-01 9.047219438187e-02
2.333333333333e-04 1.065245092818e-01 1.065651976955e-01 1.970201716091e-01 1.970201716091e-01 9.045497391367e-02
4.666666666667e-04 1.065008865530e-01 1.065819027349e-01 1.970260917794e-01 1.970260917794e-01 9.044418904445e-02
7.000000000000e-04 1.064752860617e-01 1.065959217564e-01 1.970359587266e-01 1.970359587266e-01 9.044003697021e-02
9.333333333333e-04 1.064478301912e-01 1.066070545380e-01 1.970497724461e-01 1.970497724461e-01 9.044271790809e-02
1.166666666667e-03 1.064186085709e-01 1.066151030792e-01 1.970675329312e-01 1.970675329312e-01 9.045242985201e-02
1.400000000000e-03 1.063876750474e-01 1.066198758550e-01 1.970892401735e-01 1.970892401735e-01 9.046936431846e-02
1.633333333333e-03 1.063550466709e-01 1.066211910348e-01 1.971148941624e-01 1.971148941624e-01 9.049370312759e-02
1.866666666667e-03 1.063207047603e-01 1.066188787235e-01 1.971444948856e-01 1.971444948856e-01 9.052561616214e-02
2.100000000000e-03 1.062845978536e-01 1.066127823463e-01 1.971780423290e-01 1.971780423290e-01 9.056525998268e-02
2.333333333333e-03 1.062466461368e-01 1.066027593284e-01 1.972155364764e-01 1.972155364764e-01 9.061277714792e-02
2.566666666667e-03 1.062067468217e-01 1.065886812265e-01 1.972569773097e-01 1.972569773097e-01 9.066829608328e-02
2.800000000000e-03 1.061647799198e-01 1.065704334559e-01 1.973023648092e-01 1.973023648092e-01 9.073193135337e-02
