# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 2.766379548238e-02 2.823145526250e-02 2.693737983477e-01 2.693737983477e-01 2.411423430852e-01
-2.566666666667e-03 2.773351642399e-02 2.826222524765e-02 2.693284108483e-01 2.693284108483e-01 2.410661856006e-01
-2.333333333333e-03 2.780036884973e-02 2.828790734425e-02 2.692869700149e-01 2.692869700149e-01 2.409990626706e-01
-2.100000000000e-03 2.786416029420e-02 2.830851310619e-02 2.692494758675e-01 2.692494758675e-01 2.409409627613e-01
-1.866666666667e-03 2.792469281137e-02 2.832405861510e-02 2.692159284241e-01 2.692159284241e-01 2.408918698090e-01
-1.633333333333e-03 2.798176965305e-02 2.833456492362e-02 2.691863277009e-01 2.691863277009e-01 2.408517627773e-01
-1.400000000000e-03 2.803520054996e-02 2.834005855925e-02 2.691606737120e-01 2.691606737120e-01 2.408206151527e-01
-1.166666666667e-03 2.808480552984e-02 2.834057209579e-02 2.691389664698e-01 2.691389664698e-01 2.407983943740e-01
-9.333333333333e-04 2.813041739078e-02 2.833614479833e-02 2.691212059846e-01 2.691212059846e-01 2.407850611863e-01
-7.000000000000e-04 2.817188304870e-02 2.832682334658e-02 2.691073922651e-01 2.691073922651e-01 2.407805689186e-01
-4.666666666667e-04 2.820906401230e-02 2.831266263885e-02 2.690975253179e-01 2.690975253179e-01 2.407848626790e-01
-2.333333333333e-04 2.824183622799e-02 2.829372667420e-02 2.690916051476e-01 2.690916051476e-01 2.407978784734e-01
0.000000000000e+00 2.827008950335e-02 2.827008950335e-02 2.690896317572e-01 2.690896317572e-01 2.408195422539e-01
2.333333333333e-04 2.824183622799e-02 2.829372667420e-02 2.690916051476e-01 2.690916051476e-01 2.407978784734e-01
4.666666666667e-04 2.820906401230e-02 2.831266263885e-02 2.690975253179e-01 2.690975253179e-01 2.407848626790e-01
7.000000000000e-04 2.817188304870e-02 2.832682334658e-02 2.691073922651e-01 2.691073922651e-01 2.407805689186e-01
9.333333333333e-04 2.813041739078e-02 2.833614479833e-02 2.691212059846e-01 2.691212059846e-01 2.407850611863e-01
1.166666666667e-03 2.808480552984e-02 2.834057209579e-02 2.691389664698e-01 2.691389664698e-01 2.407983943740e-01
1.400000000000e-03 2.803520054996e-02 2.834005855925e-02 2.691606737120e-01 2.691606737120e-01 2.408206151527e-01
1.633333333333e-03 2.798176965305e-02 2.833456492362e-02 2.691863277009e-01 2.691863277009e-01 2.408517627773e-01
1.866666666667e-03 2.792469281137e-02 2.832405861510e-02 2.692159284241e-01 2.692159284241e-01 2.408918698090e-01
2.100000000000e-03 2.786416029420e-02 2.830851310618e-02 2.692494758675e-01 2.692494758675e-01 2.409409627613e-01
2.333333333333e-03 2.780036884973e-02 2.828790734425e-02 2.692869700149e-01 2.692869700149e-01 2.409990626706e-01
2.566666666667e-03 2.773351642399e-02 2.826222524765e-02 2.693284108483e-01 2.693284108483e-01 2.410661856006e-01
2.800000000000e-03 2.766379548238e-02 2.823145526250e-02 2.693737983477e-01 2.693737983477e-01 2.411423430852e-01
