-6.330284368790147984e-03 -6.321930492890822685e-03
-6.313959860301514120e-03 -6.305939464679314981e-03
-6.298291147316642524e-03 -6.290604315532172426e-03
-6.283278689011147396e-03 -6.275925500948228118e-03
-6.268922925219435477e-03 -6.261903457110450273e-03
-6.255224276406311235e-03 -6.248538600855410227e-03
-6.242183143663328736e-03 -6.235831329669167672e-03
-6.229799908682704009e-03 -6.223782021660262745e-03
-6.218074933757728774e-03 -6.212391035558616215e-03
-6.207008561754667926e-03 -6.201658710686929095e-03
-6.196601116113292958e-03 -6.191585366959297468e-03
-6.186852900824237750e-03 -6.182171304858271633e-03
-6.177764200428790403e-03 -6.173416805433719866e-03
-6.169335280000515578e-03 -6.165322130282212092e-03
-6.161566385141508360e-03 -6.157887521543564321e-03
-6.154457741968918059e-03 -6.151113201885337160e-03
-6.148009557110238436e-03 -6.144999374497793834e-03
-6.142222017697679393e-03 -6.139546223085869288e-03
-6.137095291356367381e-03 -6.134753911858447858e-03
-6.132629526204104280e-03 -6.130622585524928524e-03
-6.128824850842284379e-03 -6.127152369286178318e-03
-6.125681374355450293e-03 -6.124343368832579036e-03
-6.123199186307574579e-03 -6.122195670339697360e-03
-6.121378356734455579e-03 -6.120709340458932966e-03
-6.120218936144812029e-03 -6.119884426318234968e-03
-6.119720955520983018e-03 -6.119720955520963068e-03
-6.120218936144828509e-03 -6.119884426318245377e-03
-6.121378356734441702e-03 -6.120709340458968528e-03
-6.123199186307563303e-03 -6.122195670339674808e-03
-6.125681374355458099e-03 -6.124343368832539138e-03
-6.128824850842284379e-03 -6.127152369286282402e-03
-6.132629526204016676e-03 -6.130622585524953677e-03
-6.137095291356366514e-03 -6.134753911858480818e-03
-6.142222017697726230e-03 -6.139546223085988116e-03
-6.148009557110279202e-03 -6.144999374497722711e-03
-6.154457741968887702e-03 -6.151113201885318078e-03
-6.161566385141498819e-03 -6.157887521543580801e-03
-6.169335280000531191e-03 -6.165322130282253725e-03
-6.177764200428767852e-03 -6.173416805433674763e-03
-6.186852900824217801e-03 -6.182171304858345359e-03
-6.196601116113262600e-03 -6.191585366959235018e-03
-6.207008561754655783e-03 -6.201658710686846696e-03
-6.218074933757679335e-03 -6.212391035558683869e-03
-6.229799908682716152e-03 -6.223782021660300909e-03
-6.242183143663393788e-03 -6.235831329669148590e-03
-6.255224276406420522e-03 -6.248538600855442320e-03
-6.268922925219439814e-03 -6.261903457110441600e-03
-6.283278689011184692e-03 -6.275925500948192556e-03
-6.298291147316625177e-03 -6.290604315532037118e-03
-6.313959860301580039e-03 -6.305939464679366155e-03
-6.330284368790161861e-03 -6.321930492890896411e-03
