# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 4.816299348358e-04 5.066413364757e-04 2.944228770749e-01 2.944228770749e-01 2.939162357385e-01
-2.566666666667e-03 5.419685992678e-04 5.650208873079e-04 2.943774895755e-01 2.943774895755e-01 2.938124686882e-01
-2.333333333333e-03 5.972131212615e-04 6.182735179124e-04 2.943360487421e-01 2.943360487421e-01 2.937177752242e-01
-2.100000000000e-03 6.473480788038e-04 6.663868422675e-04 2.942985545947e-01 2.942985545947e-01 2.936321677524e-01
-1.866666666667e-03 6.923593625891e-04 7.093497713541e-04 2.942650071513e-01 2.942650071513e-01 2.935556573800e-01
-1.633333333333e-03 7.322341811384e-04 7.471525196691e-04 2.942354064281e-01 2.942354064281e-01 2.934882539084e-01
-1.400000000000e-03 7.669610652581e-04 7.797866111418e-04 2.942097524392e-01 2.942097524392e-01 2.934299658281e-01
-1.166666666667e-03 7.965298718643e-04 8.072448844469e-04 2.941880451970e-01 2.941880451970e-01 2.933808003125e-01
-9.333333333333e-04 8.209317871837e-04 8.295214977542e-04 2.941702847118e-01 2.941702847118e-01 2.933407632141e-01
-7.000000000000e-04 8.401593293130e-04 8.466119328689e-04 2.941564709923e-01 2.941564709923e-01 2.933098590595e-01
-4.666666666667e-04 8.542063501656e-04 8.585129987846e-04 2.941466040451e-01 2.941466040451e-01 2.932880910463e-01
-2.333333333333e-04 8.630680367719e-04 8.652228346216e-04 2.941406838749e-01 2.941406838749e-01 2.932754610402e-01
0.000000000000e+00 8.667409120026e-04 8.667409120026e-04 2.941387104845e-01 2.941387104845e-01 2.932719695724e-01
2.333333333333e-04 8.630680367720e-04 8.652228346215e-04 2.941406838749e-01 2.941406838749e-01 2.932754610402e-01
4.666666666667e-04 8.542063501653e-04 8.585129987843e-04 2.941466040451e-01 2.941466040451e-01 2.932880910463e-01
7.000000000000e-04 8.401593293126e-04 8.466119328690e-04 2.941564709923e-01 2.941564709923e-01 2.933098590595e-01
9.333333333333e-04 8.209317871836e-04 8.295214977543e-04 2.941702847118e-01 2.941702847118e-01 2.933407632141e-01
1.166666666667e-03 7.965298718645e-04 8.072448844469e-04 2.941880451970e-01 2.941880451970e-01 2.933808003125e-01
1.400000000000e-03 7.669610652579e-04 7.797866111418e-04 2.942097524392e-01 2.942097524392e-01 2.934299658281e-01
1.633333333333e-03 7.322341811382e-04 7.471525196696e-04 2.942354064281e-01 2.942354064281e-01 2.934882539084e-01
1.866666666667e-03 6.923593625895e-04 7.093497713540e-04 2.942650071513e-01 2.942650071513e-01 2.935556573800e-01
2.100000000000e-03 6.473480788039e-04 6.663868422677e-04 2.942985545947e-01 2.942985545947e-01 2.936321677524e-01
2.333333333333e-03 5.972131212616e-04 6.182735179128e-04 2.943360487421e-01 2.943360487421e-01 2.937177752242e-01
2.566666666667e-03 5.419685992681e-04 5.650208873076e-04 2.943774895755e-01 2.943774895755e-01 2.938124686882e-01
2.800000000000e-03 4.816299348355e-04 5.066413364755e-04 2.944228770749e-01 2.944228770749e-01 2.939162357385e-01
