# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 1.182596373639e-01 1.186534178608e-01 1.862418685934e-01 1.862418685934e-01 6.758845073259e-02
-2.566666666667e-03 1.183002414347e-01 1.186708629070e-01 1.861964810939e-01 1.861964810939e-01 6.752561818691e-02
-2.333333333333e-03 1.183387721193e-01 1.186842220112e-01 1.861550402605e-01 1.861550402605e-01 6.747081824931e-02
-2.100000000000e-03 1.183753569078e-01 1.186936188086e-01 1.861175461131e-01 1.861175461131e-01 6.742392730456e-02
-1.866666666667e-03 1.184101085934e-01 1.186991911239e-01 1.860839986698e-01 1.860839986698e-01 6.738480754585e-02
-1.633333333333e-03 1.184431195115e-01 1.187010910365e-01 1.860543979465e-01 1.860543979465e-01 6.735330691001e-02
-1.400000000000e-03 1.184744559299e-01 1.186994844615e-01 1.860287439576e-01 1.860287439576e-01 6.732925949619e-02
-1.166666666667e-03 1.185041531146e-01 1.186945500955e-01 1.860070367154e-01 1.860070367154e-01 6.731248661992e-02
-9.333333333333e-04 1.185322116146e-01 1.186864775722e-01 1.859892762303e-01 1.859892762303e-01 6.730279865803e-02
-7.000000000000e-04 1.185585952395e-01 1.186754646890e-01 1.859754625108e-01 1.859754625108e-01 6.729999782179e-02
-4.666666666667e-04 1.185832310354e-01 1.186617136154e-01 1.859655955635e-01 1.859655955635e-01 6.730388194810e-02
-2.333333333333e-04 1.186060113276e-01 1.186454260788e-01 1.859596753933e-01 1.859596753933e-01 6.731424931448e-02
0.000000000000e+00 1.186267976405e-01 1.186267976405e-01 1.859577020029e-01 1.859577020029e-01 6.733090436237e-02
2.333333333333e-04 1.186060113276e-01 1.186454260788e-01 1.859596753933e-01 1.859596753933e-01 6.731424931448e-02
4.666666666667e-04 1.185832310354e-01 1.186617136154e-01 1.859655955635e-01 1.859655955635e-01 6.730388194810e-02
7.000000000000e-04 1.185585952395e-01 1.186754646890e-01 1.859754625108e-01 1.859754625108e-01 6.729999782179e-02
9.333333333333e-04 1.185322116146e-01 1.186864775722e-01 1.859892762303e-01 1.859892762303e-01 6.730279865803e-02
1.166666666667e-03 1.185041531146e-01 1.186945500955e-01 1.860070367154e-01 1.860070367154e-01 6.731248661992e-02
1.400000000000e-03 1.184744559299e-01 1.186994844615e-01 1.860287439576e-01 1.860287439576e-01 6.732925949619e-02
1.633333333333e-03 1.184431195115e-01 1.187010910365e-01 1.860543979465e-01 1.860543979465e-01 6.735330691001e-02
1.866666666667e-03 1.184101085934e-01 1.186991911239e-01 1.860839986698e-01 1.860839986698e-01 6.738480754585e-02
2.100000000000e-03 1.183753569078e-01 1.186936188086e-01 1.861175461131e-01 1.861175461131e-01 6.742392730456e-02
2.333333333333e-03 1.183387721193e-01 1.186842220112e-01 1.861550402605e-01 1.861550402605e-01 6.747081824931e-02
2.566666666667e-03 1.183002414347e-01 1.186708629070e-01 1.861964810939e-01 1.861964810939e-01 6.752561818691e-02
2.800000000000e-03 1.182596373639e-01 1.186534178608e-01 1.862418685934e-01 1.862418685934e-01 6.758845073259e-02
