# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 9.575704652571e-02 9.581415060482e-02 1.932116442416e-01 1.932116442416e-01 9.739749363676e-02
-2.566666666667e-03 9.581053915964e-02 9.586316490373e-02 1.931662567421e-01 1.931662567421e-01 9.730309183837e-02
-2.333333333333e-03 9.585964714636e-02 9.590772132887e-02 1.931248159087e-01 1.931248159087e-01 9.721709457985e-02
-2.100000000000e-03 9.590435746521e-02 9.594781355905e-02 1.930873217613e-01 1.930873217613e-01 9.713950820230e-02
-1.866666666667e-03 9.594465800911e-02 9.598343617490e-02 1.930537743180e-01 1.930537743180e-01 9.707033814307e-02
-1.633333333333e-03 9.598053758809e-02 9.601458466343e-02 1.930241735947e-01 1.930241735947e-01 9.700958893131e-02
-1.400000000000e-03 9.601198593235e-02 9.604125542204e-02 1.929985196058e-01 1.929985196058e-01 9.695726418380e-02
-1.166666666667e-03 9.603899369481e-02 9.606344576225e-02 1.929768123636e-01 1.929768123636e-01 9.691336660136e-02
-9.333333333333e-04 9.606155245336e-02 9.608115391304e-02 1.929590518785e-01 1.929590518785e-01 9.687789796544e-02
-7.000000000000e-04 9.607965471251e-02 9.609437902367e-02 1.929452381590e-01 1.929452381590e-01 9.685085913530e-02
-4.666666666667e-04 9.609329390471e-02 9.610312116630e-02 1.929353712117e-01 1.929353712117e-01 9.683225004543e-02
-2.333333333333e-04 9.610246439120e-02 9.610738133797e-02 1.929294510415e-01 1.929294510415e-01 9.682206970352e-02
0.000000000000e+00 9.610716146241e-02 9.610716146241e-02 1.929274776511e-01 1.929274776511e-01 9.682031618868e-02
2.333333333333e-04 9.610246439120e-02 9.610738133797e-02 1.929294510415e-01 1.929294510415e-01 9.682206970352e-02
4.666666666667e-04 9.609329390471e-02 9.610312116630e-02 1.929353712117e-01 1.929353712117e-01 9.683225004543e-02
7.000000000000e-04 9.607965471251e-02 9.609437902367e-02 1.929452381590e-01 1.929452381590e-01 9.685085913530e-02
9.333333333333e-04 9.606155245336e-02 9.608115391304e-02 1.929590518785e-01 1.929590518785e-01 9.687789796544e-02
1.166666666667e-03 9.603899369481e-02 9.606344576225e-02 1.929768123636e-01 1.929768123636e-01 9.691336660136e-02
1.400000000000e-03 9.601198593235e-02 9.604125542204e-02 1.929985196058e-01 1.929985196058e-01 9.695726418380e-02
1.633333333333e-03 9.598053758809e-02 9.601458466343e-02 1.930241735947e-01 1.930241735947e-01 9.700958893131e-02
1.866666666667e-03 9.594465800911e-02 9.598343617490e-02 1.930537743180e-01 1.930537743180e-01 9.707033814307e-02
2.100000000000e-03 9.590435746521e-02 9.594781355905e-02 1.930873217613e-01 1.930873217613e-01 9.713950820230e-02
2.333333333333e-03 9.585964714636e-02 9.590772132887e-02 1.931248159087e-01 1.931248159087e-01 9.721709457985e-02
2.566666666667e-03 9.581053915964e-02 9.586316490373e-02 1.931662567421e-01 1.931662567421e-01 9.730309183837e-02
2.800000000000e-03 9.575704652571e-02 9.581415060482e-02 1.932116442416e-01 1.932116442416e-01 9.739749363676e-02
