# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999556e+00 1.994247449836834818e+01 1.995724850274453743e+01 1.477400437618903162e+01 7.418327309315117524e-03 1.483665461863084545e+01
2.399999999999999911e+00 1.256269611875988623e-01 2.997368490296575150e+00 1.995237750779550723e+01 1.996890306004417326e+01 1.652555224866680916e+01 8.291460570479273692e-03 1.658292114094239622e+01
4.799999999999999822e+00 2.510335299969464473e-01 2.989478577748513111e+00 1.998162861411024949e+01 2.000252583962706865e+01 2.089722551681938256e+01 1.047288362834864622e-02 2.094576725671787187e+01
7.199999999999999289e+00 3.759997006929126084e-01 2.976344103943433517e+00 2.002828319943697366e+01 2.005486421334176583e+01 2.658101390479172821e+01 1.331162460426717209e-02 2.662324920853567534e+01
9.599999999999999645e+00 5.003062401483067134e-01 2.957988111211514948e+00 2.008868311128514250e+01 2.012152686746433616e+01 3.284375617919332768e+01 1.644121781923795975e-02 3.288243563848158857e+01
1.200000000000000000e+01 6.237350724532779722e-01 2.934442802201417066e+00 2.015792830769581911e+01 2.019727435504328739e+01 3.934604734746882571e+01 1.969150578311795047e-02 3.938301156622414823e+01
1.439999999999999858e+01 7.460696614945641070e-01 2.905749483385892784e+00 2.023039737505513713e+01 2.027632003548908557e+01 4.592266043394743491e+01 2.297952454711868486e-02 4.595904909424075413e+01
1.680000000000000071e+01 8.670953908334148030e-01 2.871958492596201840e+00 2.030017153180715894e+01 2.035265677038571042e+01 5.248523857855069963e+01 2.626087671121203962e-02 5.252175342240067124e+01
1.919999999999999929e+01 9.865999402157495934e-01 2.833129110712442777e+00 2.036135647908990265e+01 2.042033891881739294e+01 5.898243972748961994e+01 2.950975703333630351e-02 5.901951406661956412e+01
2.159999999999999787e+01 1.104373658054033758e+00 2.789329457664754042e+00 2.040830829676101743e+01 2.047369072950654001e+01 6.538243274552269213e+01 3.271016611305406496e-02 6.542033222610432119e+01
2.400000000000000000e+01 1.220209929227400458e+00 2.740636372927802267e+00 2.043577713098227022e+01 2.050744158143440288e+01 7.166445045213298215e+01 3.585166670501301750e-02 7.170333341008361572e+01
2.639999999999999858e+01 1.333905537554782361e+00 2.687135280718238484e+00 2.043898716041825381e+01 2.051680151035645139e+01 7.781434993819891588e+01 3.892715227229751052e-02 7.785430454456884775e+01
2.879999999999999716e+01 1.445261022305145415e+00 2.628920040131590419e+00 2.041367154019006591e+01 2.049749365881366359e+01 8.382211862359434917e+01 4.193159320772375798e-02 8.386318641543863350e+01
3.119999999999999929e+01 1.554081028119390195e+00 2.566092780481519675e+00 2.035607825383903347e+01 2.044575866006340092e+01 8.968040622436834042e+01 4.486129869975204187e-02 8.972259739950527546e+01
3.360000000000000142e+01 1.660174647730032316e+00 2.498763722130298071e+00 2.026295898278744545e+01 2.035834261674884971e+01 9.538363396140169925e+01 4.771346877291572641e-02 9.542693754581790699e+01
3.600000000000000000e+01 1.763355756877419189e+00 2.427050983124842354e+00 2.013154946821571656e+01 2.023247691232934997e+01 1.009274441136354170e+02 5.048591742635099439e-02 1.009718348527234610e+02
3.839999999999999858e+01 1.863443340834930684e+00 2.351080371977519068e+00 1.995954692516357909e+01 2.006585528185913958e+01 1.063083566955613719e+02 5.317689990452813265e-02 1.063537998090315142e+02
4.079999999999999716e+01 1.960261811970316126e+00 2.270985166955269197e+00 1.974508796779089792e+01 1.985661152266395035e+01 1.115235548730525466e+02 5.578500469914744742e-02 1.115700093982999164e+02
4.319999999999999574e+01 2.053641317786065734e+00 2.186905882264234435e+00 1.948672911247176387e+01 1.960329986405749736e+01 1.165707515857344845e+02 5.830908638840216762e-02 1.166181727767952339e+02
4.560000000000000142e+01 2.143418038898409872e+00 2.098990021540096063e+00 1.918343108117576179e+01 1.930487918913331669e+01 1.214481079575557771e+02 6.074822452810112877e-02 1.214964490561798414e+02
4.800000000000000000e+01 2.229434476432182510e+00 2.007391819076574713e+00 1.883454768457079709e+01 1.896070186954673531e+01 1.261541849759406659e+02 6.310169928736553135e-02 1.262033985746681424e+02
5.039999999999999858e+01 2.311539728327367538e+00 1.912271969246069236e+00 1.843981991507267892e+01 1.857050783153622930e+01 1.306879164635482766e+02 6.536897781214212610e-02 1.307379556243388947e+02
5.279999999999999716e+01 2.389589754072588779e+00 1.813797344587124716e+00 1.799937596175823984e+01 1.813442455683085441e+01 1.350485950726149156e+02 6.754970717120870050e-02 1.350994143423794753e+02
5.519999999999999574e+01 2.463447627401111450e+00 1.712140703053295354e+00 1.751373815374829235e+01 1.765297401840666680e+01 1.392358646583741120e+02 6.964371056213584932e-02 1.392874211242449292e+02
5.759999999999999432e+01 2.532983776506044560e+00 1.607480384936990081e+00 1.698383837741325308e+01 1.712708808944139705e+01 1.432497120281428522e+02 7.165098329552618828e-02 1.433019665910070728e+02
6.000000000000000000e+01 2.598076211353315568e+00 1.500000000000000222e+00 1.641104439059545683e+01 1.655813483878099035e+01 1.470904481855328640e+02 7.357168365980418234e-02 1.471433673195556082e+02
6.239999999999999858e+01 2.658610737693644310e+00 1.389888105359585291e+00 1.579720086970437620e+01 1.594795953179524517e+01 1.507586620908690804e+02 7.540611026766376457e-02 1.508122205354164862e+02
6.479999999999999716e+01 2.714481157398058286e+00 1.277337874695217979e+00 1.514469134966807395e+01 1.529894646437215933e+01 1.542551147040854858e+02 7.715464995536175374e-02 1.543092999107438459e+02
6.720000000000000284e+01 2.765589454765501110e+00 1.162546759356308801e+00 1.445653118424275441e+01 1.461411169289025835e+01 1.575805086475035068e+02 7.881766428554802528e-02 1.576353285711058163e+02
6.959999999999999432e+01 2.811845968475674251e+00 1.045716141965445711e+00 1.373650874493365137e+01 1.389724374258234718e+01 1.607349976486954688e+02 8.039524759328009473e-02 1.607904951865593546e+02
7.200000000000000000e+01 2.853169548885460483e+00 9.270509831248422428e-01 1.298940545629517729e+01 1.315312259217490976e+01 1.637171358797318135e+02 8.188670864453975740e-02 1.637734172890911850e+02
7.439999999999999147e+01 2.889487700392973757e+00 8.067594618457976097e-01 1.222135220192084581e+01 1.238787376532757278e+01 1.665215634067268695e+02 8.328942918456680444e-02 1.665788583691592919e+02
7.679999999999999716e+01 2.920736708619480204e+00 6.850526103319676263e-01 1.144043833553788581e+01 1.160957198075500330e+01 1.691336452171177029e+02 8.459622286938353608e-02 1.691924457387795258e+02
7.920000000000000284e+01 2.946861752186066052e+00 5.621439437571735809e-01 1.065783077967455483e+01 1.082934688138670332e+01 1.715161017121491511e+02 8.578876169489607628e-02 1.715775233898132797e+02
8.159999999999999432e+01 2.967816998888964886e+00 4.382490856872349183e-01 9.890046064769425271e+00 1.006361826445700913e+01 1.735721996875827529e+02 8.681954066663993830e-02 1.736390813332835990e+02
8.400000000000000000e+01 2.983565686104819203e+00 3.135853898029603570e-01 9.164243415029304174e+00 9.339276129477047661e+00 1.750327144477425918e+02 8.755685958193379359e-02 1.751137191638996171e+02
8.639999999999999147e+01 2.994080185284814455e+00 1.883715585879405796e-01 8.532855650496232514e+00 8.707970068370887162e+00 1.751144178746555440e+02 8.762111392655796971e-02 1.752422278531208519e+02
8.879999999999999716e+01 2.999342050424536499e+00 6.282725965007114610e-02 8.115535804084000659e+00 8.288175152359119835e+00 1.726393482751192892e+02 8.645463902898742337e-02 1.729092780579748307e+02
9.120000000000000284e+01 2.999342050424536499e+00 -6.282725965007077140e-02 8.115535804083876315e+00 8.288175152359606557e+00 1.726393482757299012e+02 8.645463902898731234e-02 1.729092780579505302e+02
9.359999999999999432e+01 2.994080185284814455e+00 -1.883715585879395249e-01 8.532855650495982047e+00 8.707970068370901373e+00 1.751144178749192122e+02 8.762111392655760889e-02 1.752422278531121833e+02
9.600000000000000000e+01 2.983565686104819203e+00 -3.135853898029606346e-01 9.164243415029208251e+00 9.339276129476784760e+00 1.750327144475760690e+02 8.755685958193380747e-02 1.751137191638978834e+02
9.839999999999999147e+01 2.967816998888964886e+00 -4.382490856872345852e-01 9.890046064769217438e+00 1.006361826445691143e+01 1.735721996876937681e+02 8.681954066664041014e-02 1.736390813332835990e+02
1.007999999999999972e+02 2.946861752186066052e+00 -5.621439437571736919e-01 1.065783077967454062e+01 1.082934688138648127e+01 1.715161017119409905e+02 8.578876169489531300e-02 1.715775233897820442e+02
1.032000000000000028e+02 2.920736708619480648e+00 -6.850526103319671822e-01 1.144043833553790002e+01 1.160957198075501751e+01 1.691336452171177029e+02 8.459622286938417446e-02 1.691924457387881944e+02
1.055999999999999943e+02 2.889487700392974201e+00 -8.067594618457967215e-01 1.222135220192117977e+01 1.238787376532748929e+01 1.665215634063105199e+02 8.328942918456758160e-02 1.665788583691107192e+02
1.080000000000000000e+02 2.853169548885460927e+00 -9.270509831248420207e-01 1.298940545629537269e+01 1.315312259217515845e+01 1.637171358797873211e+02 8.188670864453972964e-02 1.637734172890946525e+02
1.103999999999999915e+02 2.811845968475674251e+00 -1.045716141965445045e+00 1.373650874493319307e+01 1.389724374258191553e+01 1.607349976487232368e+02 8.039524759328114945e-02 1.607904951865420173e+02
1.127999999999999972e+02 2.765589454765501998e+00 -1.162546759356308357e+00 1.445653118424236538e+01 1.461411169289013401e+01 1.575805086477671750e+02 7.881766428554723425e-02 1.576353285711144849e+02
1.151999999999999886e+02 2.714481157398059175e+00 -1.277337874695216868e+00 1.514469134966822672e+01 1.529894646437232630e+01 1.542551147040993555e+02 7.715464995536218396e-02 1.543092999107161063e+02
1.175999999999999943e+02 2.658610737693644310e+00 -1.389888105359584403e+00 1.579720086970436199e+01 1.594795953179525760e+01 1.507586620908968200e+02 7.540611026766481928e-02 1.508122205352950687e+02
1.200000000000000000e+02 2.598076211353315568e+00 -1.499999999999999334e+00 1.641104439059522235e+01 1.655813483878097614e+01 1.470904481857548944e+02 7.357168365980353009e-02 1.471433673196249856e+02
1.223999999999999915e+02 2.532983776506045448e+00 -1.607480384936989193e+00 1.698383837741321400e+01 1.712708808944136862e+01 1.432497120281567220e+02 7.165098329552532785e-02 1.433019665910487106e+02
1.247999999999999972e+02 2.463447627401111895e+00 -1.712140703053294688e+00 1.751373815374837761e+01 1.765297401840683378e+01 1.392358646584573876e+02 6.964371056213566891e-02 1.392874211243143350e+02
1.271999999999999886e+02 2.389589754072588779e+00 -1.813797344587124272e+00 1.799937596175818655e+01 1.813442455683086862e+01 1.350485950726842930e+02 6.754970717120807600e-02 1.350994143424245806e+02
1.295999999999999943e+02 2.311539728327367538e+00 -1.912271969246069236e+00 1.843981991507258300e+01 1.857050783153600548e+01 1.306879164634233632e+02 6.536897781214215386e-02 1.307379556242521801e+02
1.320000000000000000e+02 2.229434476432182510e+00 -2.007391819076574713e+00 1.883454768457092143e+01 1.896070186954688808e+01 1.261541849759684197e+02 6.310169928736603095e-02 1.262033985747548712e+02
