# theta_deg  Ey_V_per_um  Ez_V_per_um  GS1_meV  GS2_meV  numerical_gap_microeV  alpha_eV_A  perturbative_gap_k1_microeV  
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 9.634886080093233218e+00 9.647284606825776265e+00 1.239852673254326909e+01 6.225551770691281801e-03 1.245110354138392950e+01
2.399999999999999911e+00 8.375130745839924618e-02 1.998245660197716989e+00 9.633788606441012092e+00 9.647180601374232722e+00 1.339199493322063006e+01 6.720708611709973190e-03 1.344141722342193113e+01
4.799999999999999822e+00 1.673556866646309649e-01 1.992985718499008962e+00 9.630475550325702017e+00 9.646474065023600275e+00 1.599851469789859237e+01 8.020868643338070758e-03 1.604173728666363630e+01
7.199999999999999289e+00 2.506664671286084611e-01 1.984229402628955752e+00 9.624662568675571350e+00 9.644227256944692073e+00 1.956468826912194459e+01 9.801260446459993114e-03 1.960252089292131927e+01
9.599999999999999645e+00 3.335374934322045126e-01 1.971992074141010187e+00 9.615596971068438137e+00 9.639231139448492414e+00 2.363416838005449705e+01 1.183416235082840502e-02 2.366832470164677460e+01
1.200000000000000000e+01 4.158233816355186852e-01 1.956295201467611378e+00 9.602104031807806805e+00 9.630062315709993825e+00 2.795828390218801829e+01 1.399509196345108050e-02 2.799018392690352641e+01
1.439999999999999858e+01 4.973797743297094787e-01 1.937166322257262152e+00 9.582697121195179690e+00 9.615100804787306998e+00 3.240368359212764204e+01 1.621716379436581590e-02 3.243432758873350252e+01
1.680000000000000071e+01 5.780635938889432390e-01 1.914638995064134486e+00 9.555676667523730572e+00 9.592571173913654548e+00 3.689450638992563825e+01 1.846228750566580173e-02 3.692457501133610265e+01
1.919999999999999929e+01 6.577332934771665807e-01 1.888752740474962222e+00 9.519214561610770176e+00 9.560598861873936372e+00 4.138430026316697052e+01 2.070712796104049250e-02 4.141425592210125473e+01
2.159999999999999787e+01 7.362491053693558385e-01 1.859552971776502917e+00 9.471426955114825574e+00 9.517269563119711506e+00 4.584260800488682008e+01 2.293638310460213367e-02 4.587276620921995374e+01
2.400000000000000000e+01 8.134732861516004165e-01 1.827090915285201733e+00 9.410436360185528315e+00 9.460684628192453260e+00 5.024826800692494544e+01 2.513942207156395076e-02 5.027884414313989225e+01
2.639999999999999858e+01 8.892703583698549075e-01 1.791423520478826026e+00 9.334423266726302515e+00 9.389009129327567038e+00 5.458586260126408263e+01 2.730850123914180250e-02 5.461700247828827059e+01
2.879999999999999716e+01 9.635073482034305359e-01 1.752613360087727168e+00 9.241667755457912747e+00 9.300511473004563712e+00 5.884371754664996246e+01 2.943775883133495710e-02 5.887551766266783915e+01
3.119999999999999929e+01 1.036054018746260574e+00 1.710728520321013191e+00 9.130582050829991303e+00 9.193594761478768973e+00 6.301271064877711581e+01 3.152261596962950552e-02 6.304523193927623481e+01
3.360000000000000142e+01 1.106783098486688210e+00 1.665842481420199084e+00 8.999735309867737953e+00 9.066820837194718763e+00 6.708552732698214527e+01 3.355940235129962340e-02 6.711880470260112475e+01
3.600000000000000000e+01 1.175570504584946274e+00 1.618033988749895125e+00 8.847872109654902673e+00 8.918928286646435666e+00 7.105617699153243905e+01 3.554511304831185770e-02 7.109022609662167724e+01
3.839999999999999858e+01 1.242295560556620826e+00 1.567386914651679675e+00 8.673926106536471892e+00 8.748845776060290902e+00 7.491966952381801548e+01 3.747724580499853242e-02 7.495449161002733263e+01
4.079999999999999716e+01 1.306841207980210751e+00 1.513990111303512798e+00 8.477030252539707433e+00 8.555702047085041784e+00 7.867179454533467720e+01 3.935369002355366269e-02 7.870738004713862779e+01
4.319999999999999574e+01 1.369094211857377452e+00 1.457937254842823105e+00 8.256524825436276416e+00 8.338833794744788364e+00 8.230896930851162097e+01 4.117265025086580543e-02 8.234530050172001836e+01
4.560000000000000142e+01 1.428945359265606951e+00 1.399326681026730856e+00 8.011964403055001682e+00 8.097792536998355217e+00 8.582813394335254031e+01 4.293259347548439991e-02 8.586518695097126397e+01
4.800000000000000000e+01 1.486289650954788710e+00 1.338261212717716475e+00 7.743124822941426899e+00 7.832351503302928286e+00 8.922668036150105308e+01 4.463221334346453156e-02 8.926442668696736860e+01
5.039999999999999858e+01 1.541026485551578507e+00 1.274847979497379491e+00 7.450011141178963570e+00 7.542513546880236674e+00 9.250240570127243700e+01 4.627040671600436000e-02 9.254081343201131915e+01
5.279999999999999716e+01 1.593059836048392519e+00 1.209198229724749885e+00 7.132867664180323253e+00 7.228521148264582585e+00 9.565348408425988680e+01 4.784625943300099826e-02 9.569251886599148804e+01
5.519999999999999574e+01 1.642298418267408078e+00 1.141427135368863643e+00 6.792191307350855745e+00 6.890869759511531356e+00 9.867845216067483705e+01 4.935903901967925167e-02 9.871807803933738512e+01
5.759999999999999432e+01 1.688655851004029929e+00 1.071653589957993535e+00 6.428749886163556582e+00 6.530326090932056182e+00 1.015762047684998208e+02 5.080819249872207954e-02 1.016163849974355315e+02
6.000000000000000000e+01 1.732050807568877193e+00 1.000000000000000222e+00 6.043607557129640817e+00 6.147953554027751899e+00 1.043459968981114088e+02 5.219334741670828004e-02 1.043866948334084128e+02
6.239999999999999858e+01 1.772407158462429688e+00 9.265920702397235642e-01 5.638160657393767927e+00 5.745148103976416287e+00 1.069874465826486869e+02 5.351431343070766483e-02 1.070286268614172656e+02
6.479999999999999716e+01 1.809654104932039376e+00 8.515585831301454300e-01 5.214188936221885839e+00 5.323689465350472716e+00 1.095005291285866491e+02 5.477107972643616846e-02 1.095421594528456950e+02
6.720000000000000284e+01 1.843726303177001036e+00 7.750311729042058673e-01 4.773930194018144668e+00 4.885815737324300301e+00 1.118855433061560802e+02 5.596379873235502594e-02 1.119275974647004830e+02
6.959999999999999432e+01 1.874563978983782908e+00 6.971440946436306962e-01 4.320191777027304170e+00 4.434334784967866483e+00 1.141430079405619864e+02 5.709273566629007729e-02 1.141854713325634094e+02
7.200000000000000000e+01 1.902113032590307062e+00 6.180339887498949025e-01 3.856522611088375463e+00 3.972796006645809452e+00 1.162733955574340996e+02 5.815813797897598225e-02 1.163162759579674059e+02
7.439999999999999147e+01 1.926325133595316208e+00 5.378396412305318508e-01 3.387489851257669216e+00 3.505766334674864648e+00 1.182764834171956494e+02 5.915991665623897278e-02 1.183198333124962431e+02
7.679999999999999716e+01 1.947157805746320358e+00 4.567017402213117694e-01 2.919147499419544545e+00 3.039297276585986474e+00 1.201497771664422629e+02 6.009687171957101004e-02 1.201937434391281840e+02
7.920000000000000284e+01 1.964574501457377442e+00 3.747626291714490909e-01 2.459882259722115272e+00 2.581766847914723773e+00 1.218845881926083905e+02 6.096476593870900351e-02 1.219295318774294685e+02
8.159999999999999432e+01 1.978544665925976664e+00 2.921660571248232974e-01 2.022053891345187981e+00 2.145509922846719597e+00 1.234560315015314984e+02 6.175142036579320259e-02 1.235028407316016796e+02
8.400000000000000000e+01 1.989043790736546802e+00 2.090569265353069417e-01 1.625374188412256782e+00 1.750172846012115757e+00 1.247986575998588705e+02 6.242479141735598341e-02 1.248495828347171255e+02
8.639999999999999147e+01 1.996053456856543340e+00 1.255810390586270531e-01 1.303651019878754314e+00 1.429418403953206074e+00 1.257673840744516554e+02 6.291379777602251755e-02 1.258275955520421547e+02
8.879999999999999716e+01 1.999561366949691221e+00 4.188483976671410203e-02 1.112771046137439601e+00 1.238972768926926982e+00 1.262017227894873770e+02 6.313792271216889240e-02 1.262758454243344062e+02
9.120000000000000284e+01 1.999561366949691221e+00 -4.188483976671385223e-02 1.112771046137162045e+00 1.238972768926566159e+00 1.262017227894041156e+02 6.313792271216828178e-02 1.262758454243478496e+02
9.359999999999999432e+01 1.996053456856543340e+00 -1.255810390586263592e-01 1.303651019878962369e+00 1.429418403952956051e+00 1.257673840739936821e+02 6.291379777602210122e-02 1.258275955520462759e+02
9.600000000000000000e+01 1.989043790736546802e+00 -2.090569265353071360e-01 1.625374188412173737e+00 1.750172846011921468e+00 1.247986575997478411e+02 6.242479141735647608e-02 1.248495828347236341e+02
9.839999999999999147e+01 1.978544665925976664e+00 -2.921660571248230753e-01 2.022053891344826937e+00 2.145509922846608575e+00 1.234560315017813110e+02 6.175142036579340382e-02 1.235028407315930110e+02
1.007999999999999972e+02 1.964574501457377442e+00 -3.747626291714492019e-01 2.459882259722670383e+00 2.581766847915098584e+00 1.218845881924279837e+02 6.096476593870787247e-02 1.219295318774229742e+02
1.032000000000000028e+02 1.947157805746320580e+00 -4.567017402213116029e-01 2.919147499419599612e+00 3.039297276585847918e+00 1.201497771662479721e+02 6.009687171957094759e-02 1.201937434391433612e+02
1.055999999999999943e+02 1.926325133595316430e+00 -5.378396412305311847e-01 3.387489851257321938e+00 3.505766334674795370e+00 1.182764834174732158e+02 5.915991665623891727e-02 1.183198333124702231e+02
1.080000000000000000e+02 1.902113032590307284e+00 -6.180339887498946805e-01 3.856522611088694763e+00 3.972796006646045264e+00 1.162733955573508382e+02 5.815813797897590592e-02 1.163162759579383447e+02
1.103999999999999915e+02 1.874563978983783352e+00 -6.971440946436300301e-01 4.320191777027456936e+00 4.434334784967991716e+00 1.141430079405342184e+02 5.709273566629012586e-02 1.141854713325816277e+02
1.127999999999999972e+02 1.843726303177001258e+00 -7.750311729042057562e-01 4.773930194017895090e+00 4.885815737323856212e+00 1.118855433059617894e+02 5.596379873235442226e-02 1.119275974647126333e+02
1.151999999999999886e+02 1.809654104932039376e+00 -8.515585831301447639e-01 5.214188936222052817e+00 5.323689465350847527e+00 1.095005291287948239e+02 5.477107972643634887e-02 1.095421594529012026e+02
1.175999999999999943e+02 1.772407158462429910e+00 -9.265920702397230091e-01 5.638160657393822994e+00 5.745148103976374543e+00 1.069874465825515415e+02 5.351431343070742891e-02 1.070286268613955940e+02
1.200000000000000000e+02 1.732050807568877637e+00 -9.999999999999996669e-01 6.043607557129612395e+00 6.147953554027502321e+00 1.043459968978893642e+02 5.219334741670858535e-02 1.043866948334066791e+02
1.223999999999999915e+02 1.688655851004030595e+00 -1.071653589957992869e+00 6.428749886163862115e+00 6.530326090932167205e+00 1.015762047683055300e+02 5.080819249872182974e-02 1.016163849974415996e+02
1.247999999999999972e+02 1.642298418267408300e+00 -1.141427135368863199e+00 6.792191307351258089e+00 6.890869759511641490e+00 9.867845216038340084e+01 4.935903901967963331e-02 9.871807803934606795e+01
1.271999999999999886e+02 1.593059836048392741e+00 -1.209198229724749662e+00 7.132867664180281508e+00 7.228521148264569263e+00 9.565348408428764060e+01 4.784625943300024192e-02 9.569251886599148804e+01
1.295999999999999943e+02 1.541026485551578507e+00 -1.274847979497379491e+00 7.450011141179116336e+00 7.542513546880486253e+00 9.250240570136958240e+01 4.627040671600483879e-02 9.254081343199570142e+01
1.320000000000000000e+02 1.486289650954788710e+00 -1.338261212717716475e+00 7.743124822941316765e+00 7.832351503302914963e+00 8.922668036159819849e+01 4.463221334346445524e-02 8.926442668692573079e+01
1.344000000000000057e+02 1.428945359265606507e+00 -1.399326681026731301e+00 8.011964403055030104e+00 8.097792536998188240e+00 8.582813394315824951e+01 4.293259347548497584e-02 8.586518695099555032e+01
1.367999999999999829e+02 1.369094211857377674e+00 -1.457937254842822661e+00 8.256524825436651227e+00 8.338833794744745731e+00 8.230896930809528556e+01 4.117265025086642299e-02 8.234530050176338989e+01
1.391999999999999886e+02 1.306841207980211417e+00 -1.513990111303512576e+00 8.477030252539666577e+00 8.555702047084793094e+00 7.867179454512651660e+01 3.935369002355300350e-02 7.870738004711260771e+01
