-2.00000000e-02 -4.11194856e-02 -4.11194856e-02 -4.08873061e-02 -4.08873061e-02 -4.00597332e-02 -4.00597332e-02 -3.45846535e-02 -3.45846535e-02 -3.33158905e-02 -3.33158905e-02 -3.10503604e-02 -3.10503604e-02 -2.92171740e-02 -2.92171740e-02 -2.86357508e-02 -2.86357508e-02 -2.72117527e-02 -2.72117527e-02 -2.30436998e-02 -2.30436998e-02 -2.06384413e-02 -2.06384413e-02 -1.96088609e-02 -1.96088609e-02
-1.92000000e-02 -4.04051660e-02 -4.04051660e-02 -4.01413285e-02 -4.01413285e-02 -3.94144763e-02 -3.94144763e-02 -3.38711729e-02 -3.38711729e-02 -3.26311165e-02 -3.26311165e-02 -3.02671297e-02 -3.02671297e-02 -2.83687240e-02 -2.83687240e-02 -2.77316748e-02 -2.77316748e-02 -2.64432915e-02 -2.64432915e-02 -2.21832566e-02 -2.21832566e-02 -1.96872836e-02 -1.96872836e-02 -1.85823742e-02 -1.85823742e-02
-1.84000000e-02 -3.97088871e-02 -3.97088871e-02 -3.94130044e-02 -3.94130044e-02 -3.87901872e-02 -3.87901872e-02 -3.31797886e-02 -3.31797886e-02 -3.19690371e-02 -3.19690371e-02 -2.95058745e-02 -2.95058745e-02 -2.75411667e-02 -2.75411667e-02 -2.68475520e-02 -2.68475520e-02 -2.56985015e-02 -2.56985015e-02 -2.13467229e-02 -2.13467229e-02 -1.87594121e-02 -1.87594121e-02 -1.75786630e-02 -1.75786630e-02
-1.76000000e-02 -3.90321393e-02 -3.90321393e-02 -3.87036767e-02 -3.87036767e-02 -3.81874131e-02 -3.81874131e-02 -3.25112970e-02 -3.25112970e-02 -3.13302371e-02 -3.13302371e-02 -2.87676557e-02 -2.87676557e-02 -2.67359184e-02 -2.67359184e-02 -2.59851205e-02 -2.59851205e-02 -2.49782351e-02 -2.49782351e-02 -2.05352959e-02 -2.05352959e-02 -1.78564498e-02 -1.78564498e-02 -1.65997072e-02 -1.65997072e-02
-1.68000000e-02 -3.83762218e-02 -3.83762218e-02 -3.80147057e-02 -3.80147057e-02 -3.76066640e-02 -3.76066640e-02 -3.18664794e-02 -3.18664794e-02 -3.07152871e-02 -3.07152871e-02 -2.80535262e-02 -2.80535262e-02 -2.59543977e-02 -2.59543977e-02 -2.51461259e-02 -2.51461259e-02 -2.42833285e-02 -2.42833285e-02 -1.97501623e-02 -1.97501623e-02 -1.69800161e-02 -1.69800161e-02 -1.56474872e-02 -1.56474872e-02
-1.60000000e-02 -3.77423681e-02 -3.77423681e-02 -3.73474861e-02 -3.73474861e-02 -3.70483797e-02 -3.70483797e-02 -3.12461003e-02 -3.12461003e-02 -3.01247421e-02 -3.01247421e-02 -2.73645273e-02 -2.73645273e-02 -2.51980180e-02 -2.51980180e-02 -2.43323111e-02 -2.43323111e-02 -2.36145999e-02 -2.36145999e-02 -1.89924943e-02 -1.89924943e-02 -1.61317194e-02 -1.61317194e-02 -1.47239738e-02 -1.47239738e-02
-1.52000000e-02 -3.71317913e-02 -3.71317913e-02 -3.67035491e-02 -3.67035491e-02 -3.65128090e-02 -3.65128090e-02 -3.06509049e-02 -3.06509049e-02 -2.95591414e-02 -2.95591414e-02 -2.67016843e-02 -2.67016843e-02 -2.44681798e-02 -2.44681798e-02 -2.35454069e-02 -2.35454069e-02 -2.29728460e-02 -2.29728460e-02 -1.82634452e-02 -1.82634452e-02 -1.53131491e-02 -1.53131491e-02 -1.38311183e-02 -1.38311183e-02
-1.44000000e-02 -3.65457110e-02 -3.65457110e-02 -3.60854752e-02 -3.60854752e-02 -3.59990728e-02 -3.59990728e-02 -3.00816164e-02 -3.00816164e-02 -2.90190081e-02 -2.90190081e-02 -2.60660034e-02 -2.60660034e-02 -2.37662639e-02 -2.37662639e-02 -2.27871256e-02 -2.27871256e-02 -2.23588377e-02 -2.23588377e-02 -1.75641444e-02 -1.75641444e-02 -1.45258685e-02 -1.45258685e-02 -1.29708427e-02 -1.29708427e-02
-1.36000000e-02 -3.59853826e-02 -3.59853826e-02 -3.55242316e-02 -3.55242316e-02 -3.54777916e-02 -3.54777916e-02 -2.95389341e-02 -2.95389341e-02 -2.85048478e-02 -2.85048478e-02 -2.54584667e-02 -2.54584667e-02 -2.30936242e-02 -2.30936242e-02 -2.20591615e-02 -2.20591615e-02 -2.17733078e-02 -2.17733078e-02 -1.68956936e-02 -1.68956936e-02 -1.37714072e-02 -1.37714072e-02 -1.21450306e-02 -1.21450306e-02
-1.28000000e-02 -3.54521435e-02 -3.54521435e-02 -3.50541503e-02 -3.50541503e-02 -3.49160515e-02 -3.49160515e-02 -2.90235305e-02 -2.90235305e-02 -2.80171488e-02 -2.80171488e-02 -2.48800290e-02 -2.48800290e-02 -2.24515809e-02 -2.24515809e-02 -2.13632488e-02 -2.13632488e-02 -2.12168825e-02 -2.12168825e-02 -1.62591624e-02 -1.62591624e-02 -1.30512543e-02 -1.30512543e-02 -1.13555174e-02 -1.13555174e-02
-1.20000000e-02 -3.49474989e-02 -3.49474989e-02 -3.46133340e-02 -3.46133340e-02 -3.43769035e-02 -3.43769035e-02 -2.85360494e-02 -2.85360494e-02 -2.75563811e-02 -2.75563811e-02 -2.43316133e-02 -2.43316133e-02 -2.18414142e-02 -2.18414142e-02 -2.07048025e-02 -2.07048025e-02 -2.06864299e-02 -2.06864299e-02 -1.56555837e-02 -1.56555837e-02 -1.23668516e-02 -1.23668516e-02 -1.06040823e-02 -1.06040823e-02
-1.12000000e-02 -3.44732747e-02 -3.44732747e-02 -3.41966536e-02 -3.41966536e-02 -3.38662022e-02 -3.38662022e-02 -2.80771030e-02 -2.80771030e-02 -2.71229959e-02 -2.71229959e-02 -2.38141072e-02 -2.38141072e-02 -2.12643577e-02 -2.12643577e-02 -2.01959108e-02 -2.01959108e-02 -2.00720576e-02 -2.00720576e-02 -1.50859502e-02 -1.50859502e-02 -1.17195868e-02 -1.17195868e-02 -9.89243962e-03 -9.89243962e-03
-1.04000000e-02 -3.40318465e-02 -3.40318465e-02 -3.38026356e-02 -3.38026356e-02 -3.33854798e-02 -3.33854798e-02 -2.76472702e-02 -2.76472702e-02 -2.67174248e-02 -2.67174248e-02 -2.33283591e-02 -2.33283591e-02 -2.07215931e-02 -2.07215931e-02 -1.97312488e-02 -1.97312488e-02 -1.94811898e-02 -1.94811898e-02 -1.45512100e-02 -1.45512100e-02 -1.11107880e-02 -1.11107880e-02 -9.22223076e-03 -9.22223076e-03
-9.60000000e-03 -3.36262451e-02 -3.36262451e-02 -3.34294076e-02 -3.34294076e-02 -3.29358863e-02 -3.29358863e-02 -2.72470939e-02 -2.72470939e-02 -2.63400795e-02 -2.63400795e-02 -2.28751748e-02 -2.28751748e-02 -2.02142443e-02 -2.02142443e-02 -1.92986216e-02 -1.92986216e-02 -1.89280155e-02 -1.89280155e-02 -1.40522632e-02 -1.40522632e-02 -1.05417174e-02 -1.05417174e-02 -8.59501696e-03 -8.59501696e-03
