# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 7.091377374795e-02 7.137856203505e-02 2.295605470955e-01 2.295605470955e-01 1.581819850605e-01
-2.566666666667e-03 7.096242250269e-02 7.140010496515e-02 2.295151595960e-01 2.295151595960e-01 1.581150546309e-01
-2.333333333333e-03 7.100904870206e-02 7.141713802996e-02 2.294737187627e-01 2.294737187627e-01 1.580565807327e-01
-2.100000000000e-03 7.105371970651e-02 7.142973838187e-02 2.294362246153e-01 2.294362246153e-01 1.580064862334e-01
-1.866666666667e-03 7.109647285101e-02 7.143799476749e-02 2.294026771719e-01 2.294026771719e-01 1.579646824044e-01
-1.633333333333e-03 7.113731138813e-02 7.144200834786e-02 2.293730764487e-01 2.293730764487e-01 1.579310681008e-01
-1.400000000000e-03 7.117620222229e-02 7.144189340987e-02 2.293474224598e-01 2.293474224598e-01 1.579055290499e-01
-1.166666666667e-03 7.121307578381e-02 7.143777788399e-02 2.293257152175e-01 2.293257152175e-01 1.578879373335e-01
-9.333333333333e-04 7.124782811717e-02 7.142980355825e-02 2.293079547324e-01 2.293079547324e-01 1.578781511742e-01
-7.000000000000e-04 7.128032495954e-02 7.141812585264e-02 2.292941410129e-01 2.292941410129e-01 1.578760151603e-01
-4.666666666667e-04 7.131040733447e-02 7.140291299666e-02 2.292842740657e-01 2.292842740657e-01 1.578813610690e-01
-2.333333333333e-04 7.133789803577e-02 7.138434444170e-02 2.292783538954e-01 2.292783538954e-01 1.578940094537e-01
0.000000000000e+00 7.136260834928e-02 7.136260834928e-02 2.292763805050e-01 2.292763805050e-01 1.579137721557e-01
2.333333333333e-04 7.133789803577e-02 7.138434444170e-02 2.292783538954e-01 2.292783538954e-01 1.578940094537e-01
4.666666666667e-04 7.131040733447e-02 7.140291299666e-02 2.292842740657e-01 2.292842740657e-01 1.578813610690e-01
7.000000000000e-04 7.128032495954e-02 7.141812585264e-02 2.292941410129e-01 2.292941410129e-01 1.578760151603e-01
9.333333333333e-04 7.124782811717e-02 7.142980355825e-02 2.293079547324e-01 2.293079547324e-01 1.578781511742e-01
1.166666666667e-03 7.121307578381e-02 7.143777788399e-02 2.293257152175e-01 2.293257152175e-01 1.578879373335e-01
1.400000000000e-03 7.117620222229e-02 7.144189340987e-02 2.293474224598e-01 2.293474224598e-01 1.579055290499e-01
1.633333333333e-03 7.113731138813e-02 7.144200834786e-02 2.293730764487e-01 2.293730764487e-01 1.579310681008e-01
1.866666666667e-03 7.109647285101e-02 7.143799476749e-02 2.294026771719e-01 2.294026771719e-01 1.579646824044e-01
2.100000000000e-03 7.105371970651e-02 7.142973838187e-02 2.294362246153e-01 2.294362246153e-01 1.580064862334e-01
2.333333333333e-03 7.100904870206e-02 7.141713802996e-02 2.294737187627e-01 2.294737187627e-01 1.580565807327e-01
2.566666666667e-03 7.096242250269e-02 7.140010496515e-02 2.295151595960e-01 2.295151595960e-01 1.581150546309e-01
2.800000000000e-03 7.091377374795e-02 7.137856203505e-02 2.295605470955e-01 2.295605470955e-01 1.581819850605e-01
