# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 3.356209793016e-02 3.360914055727e-02 2.587154376772e-01 2.587154376772e-01 2.251062971199e-01
-2.566666666667e-03 3.361849028076e-02 3.366184800366e-02 2.586700501777e-01 2.586700501777e-01 2.250082021740e-01
-2.333333333333e-03 3.367021182597e-02 3.370982314564e-02 2.586286093443e-01 2.586286093443e-01 2.249187861987e-01
-2.100000000000e-03 3.371724834857e-02 3.375305740731e-02 2.585911151969e-01 2.585911151969e-01 2.248380577896e-01
-1.866666666667e-03 3.375958670719e-02 3.379154327464e-02 2.585575677536e-01 2.585575677536e-01 2.247660244789e-01
-1.633333333333e-03 3.379721484072e-02 3.382527430105e-02 2.585279670303e-01 2.585279670303e-01 2.247026927293e-01
-1.400000000000e-03 3.383012177209e-02 3.385424511244e-02 2.585023130414e-01 2.585023130414e-01 2.246480679290e-01
-1.166666666667e-03 3.385829761151e-02 3.387845141174e-02 2.584806057992e-01 2.584806057992e-01 2.246021543875e-01
-9.333333333333e-04 3.388173355922e-02 3.389788998299e-02 2.584628453141e-01 2.584628453141e-01 2.245649553311e-01
-7.000000000000e-04 3.390042190759e-02 3.391255869492e-02 2.584490315946e-01 2.584490315946e-01 2.245364728997e-01
-4.666666666667e-04 3.391435604280e-02 3.392245650402e-02 2.584391646473e-01 2.584391646473e-01 2.245167081433e-01
-2.333333333333e-04 3.392353044589e-02 3.392758345710e-02 2.584332444771e-01 2.584332444771e-01 2.245056610200e-01
0.000000000000e+00 3.392794069335e-02 3.392794069335e-02 2.584312710867e-01 2.584312710867e-01 2.245033303933e-01
2.333333333333e-04 3.392353044589e-02 3.392758345710e-02 2.584332444771e-01 2.584332444771e-01 2.245056610200e-01
4.666666666667e-04 3.391435604280e-02 3.392245650402e-02 2.584391646473e-01 2.584391646473e-01 2.245167081433e-01
7.000000000000e-04 3.390042190759e-02 3.391255869492e-02 2.584490315946e-01 2.584490315946e-01 2.245364728997e-01
9.333333333333e-04 3.388173355922e-02 3.389788998299e-02 2.584628453141e-01 2.584628453141e-01 2.245649553311e-01
1.166666666667e-03 3.385829761151e-02 3.387845141174e-02 2.584806057992e-01 2.584806057992e-01 2.246021543875e-01
1.400000000000e-03 3.383012177209e-02 3.385424511244e-02 2.585023130414e-01 2.585023130414e-01 2.246480679290e-01
1.633333333333e-03 3.379721484072e-02 3.382527430105e-02 2.585279670303e-01 2.585279670303e-01 2.247026927293e-01
1.866666666667e-03 3.375958670719e-02 3.379154327464e-02 2.585575677536e-01 2.585575677536e-01 2.247660244789e-01
2.100000000000e-03 3.371724834857e-02 3.375305740731e-02 2.585911151969e-01 2.585911151969e-01 2.248380577896e-01
2.333333333333e-03 3.367021182597e-02 3.370982314564e-02 2.586286093443e-01 2.586286093443e-01 2.249187861987e-01
2.566666666667e-03 3.361849028076e-02 3.366184800366e-02 2.586700501777e-01 2.586700501777e-01 2.250082021740e-01
2.800000000000e-03 3.356209793016e-02 3.360914055727e-02 2.587154376772e-01 2.587154376772e-01 2.251062971199e-01
