# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 1.304939821774e-01 1.308792819306e-01 1.750541792467e-01 1.750541792467e-01 4.417489731618e-02
-2.566666666667e-03 1.305335094099e-01 1.308960141760e-01 1.750087917473e-01 1.750087917473e-01 4.411277757129e-02
-2.333333333333e-03 1.305709638685e-01 1.309087298112e-01 1.749673509139e-01 1.749673509139e-01 4.405862110268e-02
-2.100000000000e-03 1.306064785224e-01 1.309175600489e-01 1.749298567665e-01 1.749298567665e-01 4.401229671761e-02
-1.866666666667e-03 1.306401734837e-01 1.309226505205e-01 1.748963093231e-01 1.748963093231e-01 4.397365880259e-02
-1.633333333333e-03 1.306721503049e-01 1.309241611533e-01 1.748667085999e-01 1.748667085999e-01 4.394254744654e-02
-1.400000000000e-03 1.307024862580e-01 1.309222654971e-01 1.748410546110e-01 1.748410546110e-01 4.391878911392e-02
-1.166666666667e-03 1.307312290849e-01 1.309171493457e-01 1.748193473688e-01 1.748193473688e-01 4.390219802306e-02
-9.333333333333e-04 1.307583927631e-01 1.309090085029e-01 1.748015868836e-01 1.748015868836e-01 4.389257838073e-02
-7.000000000000e-04 1.307839547937e-01 1.308980455703e-01 1.747877731641e-01 1.747877731641e-01 4.388972759384e-02
-4.666666666667e-04 1.308078553910e-01 1.308844656998e-01 1.747779062169e-01 1.747779062169e-01 4.389344051706e-02
-2.333333333333e-04 1.308299987399e-01 1.308684713516e-01 1.747719860466e-01 1.747719860466e-01 4.390351469503e-02
0.000000000000e+00 1.308502562321e-01 1.308502562321e-01 1.747700126562e-01 1.747700126562e-01 4.391975642417e-02
2.333333333333e-04 1.308299987399e-01 1.308684713516e-01 1.747719860466e-01 1.747719860466e-01 4.390351469503e-02
4.666666666667e-04 1.308078553910e-01 1.308844656998e-01 1.747779062169e-01 1.747779062169e-01 4.389344051706e-02
7.000000000000e-04 1.307839547937e-01 1.308980455703e-01 1.747877731641e-01 1.747877731641e-01 4.388972759384e-02
9.333333333333e-04 1.307583927631e-01 1.309090085029e-01 1.748015868836e-01 1.748015868836e-01 4.389257838073e-02
1.166666666667e-03 1.307312290849e-01 1.309171493457e-01 1.748193473688e-01 1.748193473688e-01 4.390219802306e-02
1.400000000000e-03 1.307024862580e-01 1.309222654971e-01 1.748410546110e-01 1.748410546110e-01 4.391878911392e-02
1.633333333333e-03 1.306721503049e-01 1.309241611533e-01 1.748667085999e-01 1.748667085999e-01 4.394254744654e-02
1.866666666667e-03 1.306401734837e-01 1.309226505205e-01 1.748963093231e-01 1.748963093231e-01 4.397365880259e-02
2.100000000000e-03 1.306064785224e-01 1.309175600489e-01 1.749298567665e-01 1.749298567665e-01 4.401229671761e-02
2.333333333333e-03 1.305709638685e-01 1.309087298112e-01 1.749673509139e-01 1.749673509139e-01 4.405862110268e-02
2.566666666667e-03 1.305335094099e-01 1.308960141760e-01 1.750087917473e-01 1.750087917473e-01 4.411277757129e-02
2.800000000000e-03 1.304939821774e-01 1.308792819306e-01 1.750541792467e-01 1.750541792467e-01 4.417489731618e-02
