# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 -4.250852935290e-03 -4.048310441502e-03 3.001417088064e-01 3.001417088064e-01 3.041900192479e-01
-2.566666666667e-03 -4.178797325211e-03 -3.993058897362e-03 3.000963213069e-01 3.000963213069e-01 3.040893802043e-01
-2.333333333333e-03 -4.112211194337e-03 -3.943296765317e-03 3.000548804736e-01 3.000548804736e-01 3.039981772389e-01
-2.100000000000e-03 -4.051110722329e-03 -3.899038181280e-03 3.000173863262e-01 3.000173863262e-01 3.039164245075e-01
-1.866666666667e-03 -3.995510620254e-03 -3.860295880345e-03 2.999838388828e-01 2.999838388828e-01 3.038441347632e-01
-1.633333333333e-03 -3.945424131808e-03 -3.827081190398e-03 2.999542381596e-01 2.999542381596e-01 3.037813193500e-01
-1.400000000000e-03 -3.900863034620e-03 -3.799404026118e-03 2.999285841707e-01 2.999285841707e-01 3.037279881968e-01
-1.166666666667e-03 -3.861837641691e-03 -3.777272883328e-03 2.999068769284e-01 2.999068769284e-01 3.036841498118e-01
-9.333333333333e-04 -3.828356802956e-03 -3.760694833685e-03 2.998891164433e-01 2.998891164433e-01 3.036498112770e-01
-7.000000000000e-04 -3.800427907050e-03 -3.749675519734e-03 2.998753027238e-01 2.998753027238e-01 3.036249782435e-01
-4.666666666667e-04 -3.778056883280e-03 -3.744219150293e-03 2.998654357766e-01 2.998654357766e-01 3.036096549269e-01
-2.333333333333e-04 -3.761248203844e-03 -3.744328496185e-03 2.998595156063e-01 2.998595156063e-01 3.036038441025e-01
0.000000000000e+00 -3.750004886272e-03 -3.750004886271e-03 2.998575422159e-01 2.998575422159e-01 3.036075471022e-01
2.333333333333e-04 -3.761248203844e-03 -3.744328496186e-03 2.998595156063e-01 2.998595156063e-01 3.036038441025e-01
4.666666666667e-04 -3.778056883280e-03 -3.744219150293e-03 2.998654357766e-01 2.998654357766e-01 3.036096549269e-01
7.000000000000e-04 -3.800427907050e-03 -3.749675519734e-03 2.998753027238e-01 2.998753027238e-01 3.036249782435e-01
9.333333333333e-04 -3.828356802956e-03 -3.760694833684e-03 2.998891164433e-01 2.998891164433e-01 3.036498112770e-01
1.166666666667e-03 -3.861837641691e-03 -3.777272883328e-03 2.999068769284e-01 2.999068769284e-01 3.036841498118e-01
1.400000000000e-03 -3.900863034620e-03 -3.799404026118e-03 2.999285841707e-01 2.999285841707e-01 3.037279881968e-01
1.633333333333e-03 -3.945424131807e-03 -3.827081190398e-03 2.999542381596e-01 2.999542381596e-01 3.037813193500e-01
1.866666666667e-03 -3.995510620254e-03 -3.860295880344e-03 2.999838388828e-01 2.999838388828e-01 3.038441347632e-01
2.100000000000e-03 -4.051110722330e-03 -3.899038181280e-03 3.000173863262e-01 3.000173863262e-01 3.039164245075e-01
2.333333333333e-03 -4.112211194338e-03 -3.943296765317e-03 3.000548804736e-01 3.000548804736e-01 3.039981772389e-01
2.566666666667e-03 -4.178797325211e-03 -3.993058897362e-03 3.000963213069e-01 3.000963213069e-01 3.040893802043e-01
2.800000000000e-03 -4.250852935290e-03 -4.048310441502e-03 3.001417088064e-01 3.001417088064e-01 3.041900192479e-01
