# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 2.189029492113e-02 2.193275941657e-02 2.711693215078e-01 2.711693215078e-01 2.492365620912e-01
-2.566666666667e-03 2.194760530828e-02 2.198674420420e-02 2.711239340083e-01 2.711239340083e-01 2.491371898041e-01
-2.333333333333e-03 2.200014868440e-02 2.203590626859e-02 2.710824931749e-01 2.710824931749e-01 2.490465869063e-01
-2.100000000000e-03 2.204791051249e-02 2.208023619079e-02 2.710449990275e-01 2.710449990275e-01 2.489647628367e-01
-1.866666666667e-03 2.209087738627e-02 2.211972566777e-02 2.710114515842e-01 2.710114515842e-01 2.488917259164e-01
-1.633333333333e-03 2.212903703481e-02 2.215436751830e-02 2.709818508609e-01 2.709818508609e-01 2.488274833426e-01
-1.400000000000e-03 2.216237832647e-02 2.218415568830e-02 2.709561968720e-01 2.709561968720e-01 2.487720411837e-01
-1.166666666667e-03 2.219089127239e-02 2.220908525562e-02 2.709344896298e-01 2.709344896298e-01 2.487254043742e-01
-9.333333333333e-04 2.221456702934e-02 2.222915243438e-02 2.709167291447e-01 2.709167291447e-01 2.486875767103e-01
-7.000000000000e-04 2.223339790197e-02 2.224435457870e-02 2.709029154252e-01 2.709029154252e-01 2.486585608465e-01
-4.666666666667e-04 2.224737734458e-02 2.225469018601e-02 2.708930484779e-01 2.708930484779e-01 2.486383582919e-01
-2.333333333333e-04 2.225649996223e-02 2.226015889971e-02 2.708871283077e-01 2.708871283077e-01 2.486269694080e-01
0.000000000000e+00 2.226076151134e-02 2.226076151134e-02 2.708851549173e-01 2.708851549173e-01 2.486243934059e-01
2.333333333333e-04 2.225649996223e-02 2.226015889971e-02 2.708871283077e-01 2.708871283077e-01 2.486269694080e-01
4.666666666667e-04 2.224737734458e-02 2.225469018601e-02 2.708930484779e-01 2.708930484779e-01 2.486383582919e-01
7.000000000000e-04 2.223339790197e-02 2.224435457870e-02 2.709029154252e-01 2.709029154252e-01 2.486585608465e-01
9.333333333333e-04 2.221456702934e-02 2.222915243438e-02 2.709167291447e-01 2.709167291447e-01 2.486875767103e-01
1.166666666667e-03 2.219089127239e-02 2.220908525562e-02 2.709344896298e-01 2.709344896298e-01 2.487254043742e-01
1.400000000000e-03 2.216237832647e-02 2.218415568830e-02 2.709561968720e-01 2.709561968720e-01 2.487720411837e-01
1.633333333333e-03 2.212903703481e-02 2.215436751830e-02 2.709818508609e-01 2.709818508609e-01 2.488274833426e-01
1.866666666667e-03 2.209087738627e-02 2.211972566777e-02 2.710114515842e-01 2.710114515842e-01 2.488917259164e-01
2.100000000000e-03 2.204791051248e-02 2.208023619079e-02 2.710449990275e-01 2.710449990275e-01 2.489647628367e-01
2.333333333333e-03 2.200014868440e-02 2.203590626859e-02 2.710824931749e-01 2.710824931749e-01 2.490465869063e-01
2.566666666667e-03 2.194760530829e-02 2.198674420420e-02 2.711239340083e-01 2.711239340083e-01 2.491371898041e-01
2.800000000000e-03 2.189029492113e-02 2.193275941657e-02 2.711693215078e-01 2.711693215078e-01 2.492365620912e-01
