# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 4.857340064589e-02 4.909553582603e-02 2.500596004375e-01 2.500596004375e-01 2.009640646114e-01
-2.566666666667e-03 4.863022109889e-02 4.912062936714e-02 2.500142129380e-01 2.500142129380e-01 2.008935835709e-01
-2.333333333333e-03 4.868495264843e-02 4.914092590336e-02 2.499727721046e-01 2.499727721046e-01 2.008318462013e-01
-2.100000000000e-03 4.873756050421e-02 4.915646975997e-02 2.499352779572e-01 2.499352779572e-01 2.007788081973e-01
-1.866666666667e-03 4.878797269279e-02 4.916731372110e-02 2.499017305139e-01 2.499017305139e-01 2.007344167928e-01
-1.633333333333e-03 4.883608240141e-02 4.917351986191e-02 2.498721297906e-01 2.498721297906e-01 2.006986099287e-01
-1.400000000000e-03 4.888175248094e-02 4.917516042637e-02 2.498464758017e-01 2.498464758017e-01 2.006713153754e-01
-1.166666666667e-03 4.892482153388e-02 4.917231872679e-02 2.498247685595e-01 2.498247685595e-01 2.006524498327e-01
-9.333333333333e-04 4.896511085658e-02 4.916509002800e-02 2.498070080744e-01 2.498070080744e-01 2.006419180464e-01
-7.000000000000e-04 4.900243149938e-02 4.915358236014e-02 2.497931943549e-01 2.497931943549e-01 2.006396119947e-01
-4.666666666667e-04 4.903659082890e-02 4.913791718110e-02 2.497833274076e-01 2.497833274076e-01 2.006454102265e-01
-2.333333333333e-04 4.906739816859e-02 4.911822978209e-02 2.497774072374e-01 2.497774072374e-01 2.006591774553e-01
0.000000000000e+00 4.909466929970e-02 4.909466929970e-02 2.497754338470e-01 2.497754338470e-01 2.006807645473e-01
2.333333333333e-04 4.906739816859e-02 4.911822978209e-02 2.497774072374e-01 2.497774072374e-01 2.006591774553e-01
4.666666666667e-04 4.903659082890e-02 4.913791718110e-02 2.497833274076e-01 2.497833274076e-01 2.006454102265e-01
7.000000000000e-04 4.900243149938e-02 4.915358236014e-02 2.497931943549e-01 2.497931943549e-01 2.006396119947e-01
9.333333333333e-04 4.896511085658e-02 4.916509002800e-02 2.498070080744e-01 2.498070080744e-01 2.006419180464e-01
1.166666666667e-03 4.892482153388e-02 4.917231872679e-02 2.498247685595e-01 2.498247685595e-01 2.006524498327e-01
1.400000000000e-03 4.888175248094e-02 4.917516042637e-02 2.498464758017e-01 2.498464758017e-01 2.006713153754e-01
1.633333333333e-03 4.883608240141e-02 4.917351986191e-02 2.498721297906e-01 2.498721297906e-01 2.006986099287e-01
1.866666666667e-03 4.878797269279e-02 4.916731372110e-02 2.499017305139e-01 2.499017305139e-01 2.007344167928e-01
2.100000000000e-03 4.873756050421e-02 4.915646975997e-02 2.499352779572e-01 2.499352779572e-01 2.007788081973e-01
2.333333333333e-03 4.868495264843e-02 4.914092590336e-02 2.499727721046e-01 2.499727721046e-01 2.008318462013e-01
2.566666666667e-03 4.863022109889e-02 4.912062936714e-02 2.500142129380e-01 2.500142129380e-01 2.008935835709e-01
2.800000000000e-03 4.857340064589e-02 4.909553582603e-02 2.500596004375e-01 2.500596004375e-01 2.009640646114e-01
