# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 5.785691460114e-02 5.790970880661e-02 2.330036727439e-01 2.330036727439e-01 1.750939639373e-01
-2.566666666667e-03 5.791191605172e-02 5.796057283326e-02 2.329582852444e-01 2.329582852444e-01 1.749977124111e-01
-2.333333333333e-03 5.796238767099e-02 5.800683855334e-02 2.329168444110e-01 2.329168444110e-01 1.749100058577e-01
-2.100000000000e-03 5.800831577901e-02 5.804849855817e-02 2.328793502636e-01 2.328793502636e-01 1.748308517055e-01
-1.866666666667e-03 5.804968769147e-02 5.808554642189e-02 2.328458028203e-01 2.328458028203e-01 1.747602563984e-01
-1.633333333333e-03 5.808649172365e-02 5.811797670656e-02 2.328162020970e-01 2.328162020970e-01 1.746982253905e-01
-1.400000000000e-03 5.811871719386e-02 5.814578496666e-02 2.327905481081e-01 2.327905481081e-01 1.746447631415e-01
-1.166666666667e-03 5.814635442640e-02 5.816896775328e-02 2.327688408659e-01 2.327688408659e-01 1.745998731126e-01
-9.333333333333e-04 5.816939475404e-02 5.818752261781e-02 2.327510803808e-01 2.327510803808e-01 1.745635577630e-01
-7.000000000000e-04 5.818783051994e-02 5.820144811517e-02 2.327372666613e-01 2.327372666613e-01 1.745358185461e-01
-4.666666666667e-04 5.820165507913e-02 5.821074380665e-02 2.327273997140e-01 2.327273997140e-01 1.745166559074e-01
-2.333333333333e-04 5.821086279951e-02 5.821541026220e-02 2.327214795438e-01 2.327214795438e-01 1.745060692816e-01
0.000000000000e+00 5.821544906233e-02 5.821544906233e-02 2.327195061534e-01 2.327195061534e-01 1.745040570911e-01
2.333333333333e-04 5.821086279951e-02 5.821541026220e-02 2.327214795438e-01 2.327214795438e-01 1.745060692816e-01
4.666666666667e-04 5.820165507913e-02 5.821074380665e-02 2.327273997140e-01 2.327273997140e-01 1.745166559074e-01
7.000000000000e-04 5.818783051994e-02 5.820144811517e-02 2.327372666613e-01 2.327372666613e-01 1.745358185461e-01
9.333333333333e-04 5.816939475404e-02 5.818752261781e-02 2.327510803808e-01 2.327510803808e-01 1.745635577630e-01
1.166666666667e-03 5.814635442640e-02 5.816896775328e-02 2.327688408659e-01 2.327688408659e-01 1.745998731126e-01
1.400000000000e-03 5.811871719386e-02 5.814578496666e-02 2.327905481081e-01 2.327905481081e-01 1.746447631415e-01
1.633333333333e-03 5.808649172365e-02 5.811797670656e-02 2.328162020970e-01 2.328162020970e-01 1.746982253905e-01
1.866666666667e-03 5.804968769147e-02 5.808554642189e-02 2.328458028203e-01 2.328458028203e-01 1.747602563984e-01
2.100000000000e-03 5.800831577901e-02 5.804849855817e-02 2.328793502636e-01 2.328793502636e-01 1.748308517055e-01
2.333333333333e-03 5.796238767099e-02 5.800683855334e-02 2.329168444110e-01 2.329168444110e-01 1.749100058577e-01
2.566666666667e-03 5.791191605172e-02 5.796057283326e-02 2.329582852444e-01 2.329582852444e-01 1.749977124111e-01
2.800000000000e-03 5.785691460114e-02 5.790970880661e-02 2.330036727439e-01 2.330036727439e-01 1.750939639373e-01
