# kx  valence1  valence2  conduction1  conduction2  band_gap
-2.800000000000e-03 5.960031247382e-02 6.009266211782e-02 2.399318544522e-01 2.399318544522e-01 1.798391923344e-01
-2.566666666667e-03 5.965252966570e-02 6.011578637989e-02 2.398864669527e-01 2.398864669527e-01 1.797706805728e-01
-2.333333333333e-03 5.970272182536e-02 6.013426110603e-02 2.398450261193e-01 2.398450261193e-01 1.797107650133e-01
-2.100000000000e-03 5.975091607098e-02 6.014814757784e-02 2.398075319720e-01 2.398075319720e-01 1.796593843941e-01
-1.866666666667e-03 5.979710435141e-02 6.015751727588e-02 2.397739845286e-01 2.397739845286e-01 1.796164672527e-01
-1.633333333333e-03 5.984124175146e-02 6.016245276028e-02 2.397443838053e-01 2.397443838053e-01 1.795819310451e-01
-1.400000000000e-03 5.988324708703e-02 6.016304853299e-02 2.397187298165e-01 2.397187298165e-01 1.795556812835e-01
-1.166666666667e-03 5.992300576313e-02 6.015941182799e-02 2.396970225742e-01 2.396970225742e-01 1.795376107462e-01
-9.333333333333e-04 5.996037455603e-02 6.015166325472e-02 2.396792620891e-01 2.396792620891e-01 1.795275988344e-01
-7.000000000000e-04 5.999518774393e-02 6.013993719402e-02 2.396654483696e-01 2.396654483696e-01 1.795255111756e-01
-4.666666666667e-04 6.002726389879e-02 6.012438181917e-02 2.396555814223e-01 2.396555814223e-01 1.795311996032e-01
-2.333333333333e-04 6.005641267218e-02 6.010515858785e-02 2.396496612521e-01 2.396496612521e-01 1.795445026643e-01
0.000000000000e+00 6.008244103232e-02 6.008244103232e-02 2.396476878617e-01 2.396476878617e-01 1.795652468294e-01
2.333333333333e-04 6.005641267218e-02 6.010515858785e-02 2.396496612521e-01 2.396496612521e-01 1.795445026643e-01
4.666666666667e-04 6.002726389879e-02 6.012438181917e-02 2.396555814223e-01 2.396555814223e-01 1.795311996032e-01
7.000000000000e-04 5.999518774393e-02 6.013993719402e-02 2.396654483696e-01 2.396654483696e-01 1.795255111756e-01
9.333333333333e-04 5.996037455603e-02 6.015166325472e-02 2.396792620891e-01 2.396792620891e-01 1.795275988344e-01
1.166666666667e-03 5.992300576313e-02 6.015941182799e-02 2.396970225742e-01 2.396970225742e-01 1.795376107462e-01
1.400000000000e-03 5.988324708703e-02 6.016304853299e-02 2.397187298165e-01 2.397187298165e-01 1.795556812835e-01
1.633333333333e-03 5.984124175146e-02 6.016245276028e-02 2.397443838053e-01 2.397443838053e-01 1.795819310451e-01
1.866666666667e-03 5.979710435141e-02 6.015751727588e-02 2.397739845286e-01 2.397739845286e-01 1.796164672527e-01
2.100000000000e-03 5.975091607098e-02 6.014814757784e-02 2.398075319720e-01 2.398075319720e-01 1.796593843941e-01
2.333333333333e-03 5.970272182536e-02 6.013426110603e-02 2.398450261193e-01 2.398450261193e-01 1.797107650133e-01
2.566666666667e-03 5.965252966570e-02 6.011578637989e-02 2.398864669527e-01 2.398864669527e-01 1.797706805728e-01
2.800000000000e-03 5.960031247382e-02 6.009266211782e-02 2.399318544522e-01 2.399318544522e-01 1.798391923344e-01
