kx  E  alpha(eV.A)  gap_meV
3.280000000000000363e-03 5.999999999999999778e-01 2.070512511330356922e-02 1.358256207432155236e+02
3.280000000000000363e-03 1.199999999999999956e+00 4.033246325058864601e-02 2.645809589238942294e+02
3.280000000000000363e-03 1.799999999999999822e+00 5.818066908273061832e-02 3.816651891827121403e+02
3.280000000000000363e-03 2.399999999999999911e+00 7.375360799715731386e-02 4.838236684614176966e+02
3.280000000000000363e-03 2.999999999999999556e+00 8.668186526372541334e-02 5.686330361302487972e+02
3.280000000000000363e-03 3.599999999999999645e+00 9.678071716774298838e-02 6.348815046202678332e+02
3.280000000000000363e-03 4.199999999999999289e+00 1.040856182483675257e-01 6.828016557093064876e+02
3.280000000000000363e-03 4.799999999999999822e+00 1.088289742818231431e-01 7.139180712885870435e+02
3.280000000000000363e-03 5.399999999999998579e+00 1.113769295656226177e-01 7.306326579500400840e+02
3.280000000000000363e-03 5.999999999999999112e+00 1.121558336009119555e-01 7.357422684217546021e+02
3.280000000000000363e-03 6.599999999999999645e+00 1.115906985220334602e-01 7.320349823039667854e+02
3.280000000000000363e-03 7.199999999999999289e+00 1.100650631630050030e-01 7.220268143489361137e+02
3.280000000000000363e-03 7.799999999999998934e+00 1.079015294372868139e-01 7.078340331084925765e+02
3.280000000000000363e-03 8.399999999999998579e+00 1.053574536723988486e-01 6.911448960903662737e+02
3.280000000000000363e-03 9.000000000000000000e+00 1.026296333505974656e-01 6.732503947814716412e+02
3.280000000000000363e-03 9.599999999999999645e+00 9.986315512889649970e-02 6.551022976454268019e+02
3.280000000000000363e-03 1.019999999999999929e+01 9.716130317270392502e-02 6.373781488132474351e+02
3.280000000000000363e-03 1.079999999999999716e+01 9.459485258012716169e-02 6.205422329250004623e+02
3.280000000000000363e-03 1.140000000000000036e+01 9.221002433124657338e-02 6.048977596133098587e+02
3.280000000000000363e-03 1.199999999999999822e+01 9.003492702134473225e-02 5.906291212606079171e+02
3.360000000000000139e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.360000000000000139e-03 5.999999999999999778e-01 2.070512511330421107e-02 1.391384407614677059e+02
3.360000000000000139e-03 1.199999999999999956e+00 4.033246325058764681e-02 2.710341530439983444e+02
3.360000000000000139e-03 1.799999999999999822e+00 5.818066908273231141e-02 3.909740962359364289e+02
3.360000000000000139e-03 2.399999999999999911e+00 7.375360799715566240e-02 4.956242457408973223e+02
3.360000000000000139e-03 2.999999999999999556e+00 8.668186526372075040e-02 5.825021345721576154e+02
3.360000000000000139e-03 3.599999999999999645e+00 9.678071716774483413e-02 6.503664193673839691e+02
3.360000000000000139e-03 4.199999999999999289e+00 1.040856182483694548e-01 6.994553546290673012e+02
3.360000000000000139e-03 4.799999999999999822e+00 1.088289742818195627e-01 7.313307071737974638e+02
3.360000000000000139e-03 5.399999999999998579e+00 1.113769295656220626e-01 7.484529666813774611e+02
3.360000000000000139e-03 5.999999999999999112e+00 1.121558336009126217e-01 7.536872017973872744e+02
3.360000000000000139e-03 6.599999999999999645e+00 1.115906985220296160e-01 7.498894940677347449e+02
3.360000000000000139e-03 7.199999999999999289e+00 1.100650631630065712e-01 7.396372244570861767e+02
3.360000000000000139e-03 7.799999999999998934e+00 1.079015294372914352e-01 7.250982778187892563e+02
3.360000000000000139e-03 8.399999999999998579e+00 1.053574536724023181e-01 7.080020886809298872e+02
3.360000000000000139e-03 9.000000000000000000e+00 1.026296333505925390e-01 6.896711361149137929e+02
3.360000000000000139e-03 9.599999999999999645e+00 9.986315512889910873e-02 6.710804024677441930e+02
3.360000000000000139e-03 1.019999999999999929e+01 9.716130317270348093e-02 6.529239573220962711e+02
3.360000000000000139e-03 1.079999999999999716e+01 9.459485258012909070e-02 6.356774093414646813e+02
3.360000000000000139e-03 1.140000000000000036e+01 9.221002433124683706e-02 6.196513635066819461e+02
3.360000000000000139e-03 1.199999999999999822e+01 9.003492702134355263e-02 6.050347095802599142e+02
3.440000000000000349e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.440000000000000349e-03 5.999999999999999778e-01 2.070512511330430128e-02 1.424512607794813732e+02
3.440000000000000349e-03 1.199999999999999956e+00 4.033246325058805620e-02 2.774873471640630100e+02
3.440000000000000349e-03 1.799999999999999822e+00 5.818066908272993137e-02 4.002830032891835685e+02
3.440000000000000349e-03 2.399999999999999911e+00 7.375360799715480198e-02 5.074248230203656362e+02
3.440000000000000349e-03 2.999999999999999556e+00 8.668186526372076428e-02 5.963712330143613372e+02
3.440000000000000349e-03 3.599999999999999645e+00 9.678071716774393207e-02 6.658513341140943567e+02
3.440000000000000349e-03 4.199999999999999289e+00 1.040856182483647224e-01 7.161090535486684985e+02
3.440000000000000349e-03 4.799999999999999822e+00 1.088289742818206451e-01 7.487433430593548565e+02
3.440000000000000349e-03 5.399999999999998579e+00 1.113769295656225344e-01 7.662732754109939606e+02
3.440000000000000349e-03 5.999999999999999112e+00 1.121558336009137180e-01 7.716321351751223574e+02
3.440000000000000349e-03 6.599999999999999645e+00 1.115906985220335990e-01 7.677440058315373790e+02
3.440000000000000349e-03 7.199999999999999289e+00 1.100650631630059884e-01 7.572476345624745591e+02
3.440000000000000349e-03 7.799999999999998934e+00 1.079015294372904776e-01 7.423625225284752105e+02
3.440000000000000349e-03 8.399999999999998579e+00 1.053574536723998895e-01 7.248592812664489884e+02
3.440000000000000349e-03 9.000000000000000000e+00 1.026296333505919006e-01 7.060918774502988526e+02
3.440000000000000349e-03 9.599999999999999645e+00 9.986315512889833157e-02 6.870585072846213279e+02
3.440000000000000349e-03 1.019999999999999929e+01 9.716130317270152417e-02 6.684697658249360757e+02
3.440000000000000349e-03 1.079999999999999716e+01 9.459485258012850784e-02 6.508125857520030877e+02
3.440000000000000349e-03 1.140000000000000036e+01 9.221002433124425579e-02 6.344049673981249953e+02
3.440000000000000349e-03 1.199999999999999822e+01 9.003492702134523185e-02 6.194402979080304021e+02
3.520000000000000125e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.520000000000000125e-03 5.999999999999999778e-01 2.070512511330456495e-02 1.457640807975054429e+02
3.520000000000000125e-03 1.199999999999999956e+00 4.033246325058833376e-02 2.839405412840617373e+02
3.520000000000000125e-03 1.799999999999999822e+00 5.818066908273198529e-02 4.095919103424531613e+02
3.520000000000000125e-03 2.399999999999999911e+00 7.375360799715588445e-02 5.192254003000538205e+02
3.520000000000000125e-03 2.999999999999999556e+00 8.668186526372401168e-02 6.102403314567038706e+02
3.520000000000000125e-03 3.599999999999999645e+00 9.678071716774308553e-02 6.813362488607542673e+02
3.520000000000000125e-03 4.199999999999999289e+00 1.040856182483715087e-01 7.327627524686165543e+02
3.520000000000000125e-03 4.799999999999999822e+00 1.088289742818214084e-01 7.661559789442495685e+02
3.520000000000000125e-03 5.399999999999998579e+00 1.113769295656231867e-01 7.840935841408255556e+02
3.520000000000000125e-03 5.999999999999999112e+00 1.121558336009092910e-01 7.895770685503317736e+02
3.520000000000000125e-03 6.599999999999999645e+00 1.115906985220326275e-01 7.855985175939939609e+02
3.520000000000000125e-03 7.199999999999999289e+00 1.100650631630041426e-01 7.748580446669748198e+02
3.520000000000000125e-03 7.799999999999998934e+00 1.079015294372951961e-01 7.596267672408534963e+02
3.520000000000000125e-03 8.399999999999998579e+00 1.053574536723999727e-01 7.417164738549447520e+02
3.520000000000000125e-03 9.000000000000000000e+00 1.026296333505983677e-01 7.225126187896252077e+02
3.520000000000000125e-03 9.599999999999999645e+00 9.986315512889208656e-02 7.030366121053705228e+02
3.520000000000000125e-03 1.019999999999999929e+01 9.716130317270527117e-02 6.840155743357001938e+02
3.520000000000000125e-03 1.079999999999999716e+01 9.459485258012292896e-02 6.659477621595855226e+02
3.520000000000000125e-03 1.140000000000000036e+01 9.221002433124567133e-02 6.491585712913027919e+02
3.520000000000000125e-03 1.199999999999999822e+01 9.003492702134381631e-02 6.338458862277102526e+02
3.600000000000000335e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000335e-03 5.999999999999999778e-01 2.070512511330450597e-02 1.490769008157724045e+02
3.600000000000000335e-03 1.199999999999999956e+00 4.033246325058958970e-02 2.903937354041333379e+02
3.600000000000000335e-03 1.799999999999999822e+00 5.818066908273260979e-02 4.189008173956683549e+02
3.600000000000000335e-03 2.399999999999999911e+00 7.375360799715641180e-02 5.310259775796562280e+02
3.600000000000000335e-03 2.999999999999999556e+00 8.668186526372290146e-02 6.241094298989145273e+02
3.600000000000000335e-03 3.599999999999999645e+00 9.678071716774359901e-02 6.968211636075357092e+02
3.600000000000000335e-03 4.199999999999999289e+00 1.040856182483683445e-01 7.494164513881761422e+02
3.600000000000000335e-03 4.799999999999999822e+00 1.088289742818176753e-01 7.835686148280097996e+02
3.600000000000000335e-03 5.399999999999998579e+00 1.113769295656240610e-01 8.019138928728984865e+02
3.600000000000000335e-03 5.999999999999999112e+00 1.121558336009120527e-01 8.075220019268733722e+02
3.600000000000000335e-03 6.599999999999999645e+00 1.115906985220348202e-01 8.034530293584765559e+02
3.600000000000000335e-03 7.199999999999999289e+00 1.100650631630022414e-01 7.924684547718427439e+02
3.600000000000000335e-03 7.799999999999998934e+00 1.079015294372875494e-01 7.768910119470839390e+02
3.600000000000000335e-03 8.399999999999998579e+00 1.053574536724015825e-01 7.585736664427189453e+02
3.600000000000000335e-03 9.000000000000000000e+00 1.026296333505956337e-01 7.389333601245384671e+02
3.600000000000000335e-03 9.599999999999999645e+00 9.986315512890044099e-02 7.190147169277294097e+02
3.600000000000000335e-03 1.019999999999999929e+01 9.716130317270130212e-02 6.995613828413432884e+02
3.600000000000000335e-03 1.079999999999999716e+01 9.459485258012569064e-02 6.810829385744399360e+02
3.600000000000000335e-03 1.140000000000000036e+01 9.221002433124882158e-02 6.639121751864652197e+02
3.600000000000000335e-03 1.199999999999999822e+01 9.003492702134330283e-02 6.482514745493328974e+02
3.680000000000000111e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.680000000000000111e-03 5.999999999999999778e-01 2.070512511330414862e-02 1.523897208338979397e+02
3.680000000000000111e-03 1.199999999999999956e+00 4.033246325058880560e-02 2.968469295242161934e+02
3.680000000000000111e-03 1.799999999999999822e+00 5.818066908273229060e-02 4.282097244489092418e+02
3.680000000000000111e-03 2.399999999999999911e+00 7.375360799715499627e-02 5.428265548591158449e+02
3.680000000000000111e-03 2.999999999999999556e+00 8.668186526372285983e-02 6.379785283409325984e+02
3.680000000000000111e-03 3.599999999999999645e+00 9.678071716774737376e-02 7.123060783549174175e+02
3.680000000000000111e-03 4.199999999999999289e+00 1.040856182483714670e-01 7.660701503084191017e+02
3.680000000000000111e-03 4.799999999999999822e+00 1.088289742818181610e-01 8.009812507136678050e+02
3.680000000000000111e-03 5.399999999999998579e+00 1.113769295656225899e-01 8.197342016027300815e+02
3.680000000000000111e-03 5.999999999999999112e+00 1.121558336009091938e-01 8.254669353022145515e+02
3.680000000000000111e-03 6.599999999999999645e+00 1.115906985220299769e-01 8.213075411207804564e+02
3.680000000000000111e-03 7.199999999999999289e+00 1.100650631630053500e-01 8.100788648805271350e+02
3.680000000000000111e-03 7.799999999999998934e+00 1.079015294372869527e-01 7.941552566587961337e+02
3.680000000000000111e-03 8.399999999999998579e+00 1.053574536724021793e-01 7.754308590290914935e+02
3.680000000000000111e-03 9.000000000000000000e+00 1.026296333505976044e-01 7.553541014625463959e+02
3.680000000000000111e-03 9.599999999999999645e+00 9.986315512890121815e-02 7.349928217467161176e+02
3.680000000000000111e-03 1.019999999999999929e+01 9.716130317270574301e-02 7.151071913525513537e+02
3.680000000000000111e-03 1.079999999999999716e+01 9.459485258012513553e-02 6.962181149889335074e+02
3.680000000000000111e-03 1.140000000000000036e+01 9.221002433124479702e-02 6.786657790763539424e+02
3.680000000000000111e-03 1.199999999999999822e+01 9.003492702134595349e-02 6.626570628766731943e+02
3.760000000000000321e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.760000000000000321e-03 5.999999999999999778e-01 2.070512511330423189e-02 1.557025408520616736e+02
3.760000000000000321e-03 1.199999999999999956e+00 4.033246325058843090e-02 3.033001236444499682e+02
3.760000000000000321e-03 1.799999999999999822e+00 5.818066908272866850e-02 4.375186315021327346e+02
3.760000000000000321e-03 2.399999999999999911e+00 7.375360799715471871e-02 5.546271321386253703e+02
3.760000000000000321e-03 2.999999999999999556e+00 8.668186526372263778e-02 6.518476267830409370e+02
3.760000000000000321e-03 3.599999999999999645e+00 9.678071716774433453e-02 7.277909931015306029e+02
3.760000000000000321e-03 4.199999999999999289e+00 1.040856182483703013e-01 7.827238492278224840e+02
3.760000000000000321e-03 4.799999999999999822e+00 1.088289742818231154e-01 8.183938865997282619e+02
3.760000000000000321e-03 5.399999999999998579e+00 1.113769295656242830e-01 8.375545103335713293e+02
3.760000000000000321e-03 5.999999999999999112e+00 1.121558336009131490e-01 8.434118686783953081e+02
3.760000000000000321e-03 6.599999999999999645e+00 1.115906985220346814e-01 8.391620528844373439e+02
3.760000000000000321e-03 7.199999999999999289e+00 1.100650631630007009e-01 8.276892749858669731e+02
3.760000000000000321e-03 7.799999999999998934e+00 1.079015294372890066e-01 8.114195013692037719e+02
3.760000000000000321e-03 8.399999999999998579e+00 1.053574536724030397e-01 7.922880516181562598e+02
3.760000000000000321e-03 9.000000000000000000e+00 1.026296333505943986e-01 7.717748427952114980e+02
3.760000000000000321e-03 9.599999999999999645e+00 9.986315512890220347e-02 7.509709265706432006e+02
3.760000000000000321e-03 1.019999999999999929e+01 9.716130317271384764e-02 7.306529998660494130e+02
3.760000000000000321e-03 1.079999999999999716e+01 9.459485258012785558e-02 7.113532914031355858e+02
3.760000000000000321e-03 1.140000000000000036e+01 9.221002433124454722e-02 6.934193829708362955e+02
3.760000000000000321e-03 1.199999999999999822e+01 9.003492702134111014e-02 6.770626511991146117e+02
3.840000000000000531e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.840000000000000531e-03 5.999999999999999778e-01 2.070512511330383984e-02 1.590153608702930512e+02
3.840000000000000531e-03 1.199999999999999956e+00 4.033246325058838927e-02 3.097533177645177034e+02
3.840000000000000531e-03 1.799999999999999822e+00 5.818066908273186039e-02 4.468275385553824890e+02
3.840000000000000531e-03 2.399999999999999911e+00 7.375360799715517668e-02 5.664277094181647954e+02
3.840000000000000531e-03 2.999999999999999556e+00 8.668186526372359535e-02 6.657167252253505012e+02
3.840000000000000531e-03 3.599999999999999645e+00 9.678071716774416799e-02 7.432759078483883286e+02
3.840000000000000531e-03 4.199999999999999289e+00 1.040856182483728964e-01 7.993775481477637186e+02
3.840000000000000531e-03 4.799999999999999822e+00 1.088289742818184941e-01 8.358065224847271111e+02
3.840000000000000531e-03 5.399999999999998579e+00 1.113769295656230479e-01 8.553748190640343410e+02
3.840000000000000531e-03 5.999999999999999112e+00 1.121558336009040868e-01 8.613568020547219248e+02
3.840000000000000531e-03 6.599999999999999645e+00 1.115906985220407460e-01 8.570165646500787489e+02
3.840000000000000531e-03 7.199999999999999289e+00 1.100650631630071818e-01 8.452996850920879979e+02
3.840000000000000531e-03 7.799999999999998934e+00 1.079015294372918515e-01 8.286837460803956219e+02
3.840000000000000531e-03 8.399999999999998579e+00 1.053574536724021654e-01 8.091452442051394200e+02
3.840000000000000531e-03 9.000000000000000000e+00 1.026296333505942737e-01 7.881955841324283938e+02
3.840000000000000531e-03 9.599999999999999645e+00 9.986315512889974710e-02 7.669490313915589468e+02
3.840000000000000531e-03 1.019999999999999929e+01 9.716130317270062211e-02 7.461988083643095706e+02
3.840000000000000531e-03 1.079999999999999716e+01 9.459485258012841069e-02 7.264884678162692353e+02
3.840000000000000531e-03 1.140000000000000036e+01 9.221002433124721176e-02 7.081729868652353161e+02
3.840000000000000531e-03 1.199999999999999822e+01 9.003492702134244241e-02 6.914682395227079041e+02
3.920000000000000741e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.920000000000000741e-03 5.999999999999999778e-01 2.070512511330472455e-02 1.623281808880759911e+02
3.920000000000000741e-03 1.199999999999999956e+00 4.033246325058736925e-02 3.162065118846161340e+02
3.920000000000000741e-03 1.799999999999999822e+00 5.818066908273183263e-02 4.561364456086154178e+02
3.920000000000000741e-03 2.399999999999999911e+00 7.375360799715495463e-02 5.782282866976109972e+02
3.920000000000000741e-03 2.999999999999999556e+00 8.668186526372585743e-02 6.795858236677962623e+02
3.920000000000000741e-03 3.599999999999999645e+00 9.678071716774851174e-02 7.587608225958236972e+02
3.920000000000000741e-03 4.199999999999999289e+00 1.040856182483666792e-01 8.160312470675384020e+02
3.920000000000000741e-03 4.799999999999999822e+00 1.088289742818234901e-01 8.532191583706002120e+02
3.920000000000000741e-03 5.399999999999998579e+00 1.113769295656197172e-01 8.731951277937722580e+02
3.920000000000000741e-03 5.999999999999999112e+00 1.121558336009111090e-01 8.793017354306737161e+02
3.920000000000000741e-03 6.599999999999999645e+00 1.115906985220306846e-01 8.748710764113210416e+02
3.920000000000000741e-03 7.199999999999999289e+00 1.100650631630080145e-01 8.629100951986490600e+02
3.920000000000000741e-03 7.799999999999998934e+00 1.079015294372896033e-01 8.459479907890685126e+02
3.920000000000000741e-03 8.399999999999998579e+00 1.053574536724001948e-01 8.260024367920601662e+02
3.920000000000000741e-03 9.000000000000000000e+00 1.026296333505977709e-01 8.046163254696314198e+02
3.920000000000000741e-03 9.599999999999999645e+00 9.986315512889563928e-02 7.829271362098655800e+02
3.920000000000000741e-03 1.019999999999999929e+01 9.716130317270571526e-02 7.617446168744490933e+02
3.920000000000000741e-03 1.079999999999999716e+01 9.459485258012907682e-02 7.416236442295275992e+02
3.920000000000000741e-03 1.140000000000000036e+01 9.221002433124661501e-02 7.229265907545690197e+02
3.920000000000000741e-03 1.199999999999999822e+01 9.003492702134491266e-02 7.058738278441778675e+02
4.000000000000000083e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000083e-03 5.999999999999999778e-01 2.070512511330377392e-02 1.656410009065909890e+02
4.000000000000000083e-03 1.199999999999999956e+00 4.033246325058831294e-02 3.226597060047072887e+02
4.000000000000000083e-03 1.799999999999999822e+00 5.818066908273050730e-02 4.654453526618468686e+02
4.000000000000000083e-03 2.399999999999999911e+00 7.375360799715496851e-02 5.900288639771947601e+02
4.000000000000000083e-03 2.999999999999999556e+00 8.668186526372191614e-02 6.934549221097727241e+02
4.000000000000000083e-03 3.599999999999999645e+00 9.678071716774172550e-02 7.742457373416718838e+02
4.000000000000000083e-03 4.199999999999999289e+00 1.040856182483668041e-01 8.326849459862929734e+02
4.000000000000000083e-03 4.799999999999999822e+00 1.088289742818197431e-01 8.706317942547177609e+02
4.000000000000000083e-03 5.399999999999998579e+00 1.113769295656222014e-01 8.910154365251339641e+02
4.000000000000000083e-03 5.999999999999999112e+00 1.121558336009141899e-01 8.972466688079231290e+02
4.000000000000000083e-03 6.599999999999999645e+00 1.115906985220349451e-01 8.927255881754219899e+02
4.000000000000000083e-03 7.199999999999999289e+00 1.100650631630039067e-01 8.805205053035585934e+02
4.000000000000000083e-03 7.799999999999998934e+00 1.079015294372895339e-01 8.632122354986989876e+02
4.000000000000000083e-03 8.399999999999998579e+00 1.053574536723979327e-01 8.428596293793485756e+02
4.000000000000000083e-03 9.000000000000000000e+00 1.026296333505900688e-01 8.210370668065014570e+02
4.000000000000000083e-03 9.599999999999999645e+00 9.986315512889848423e-02 7.989052410313363453e+02
4.000000000000000083e-03 1.019999999999999929e+01 9.716130317270375849e-02 7.772904253828816081e+02
4.000000000000000083e-03 1.079999999999999716e+01 9.459485258013058950e-02 7.567588206441461125e+02
4.000000000000000083e-03 1.140000000000000036e+01 9.221002433124954323e-02 7.376801946514799511e+02
4.000000000000000083e-03 1.199999999999999822e+01 9.003492702134349712e-02 7.202794161641212440e+02
