kx  E  alpha(eV.A)  gap_meV
1.040000000000000126e-03 4.199999999999999289e+00 1.040856182483693437e-01 2.164980859568205176e+02
1.040000000000000126e-03 4.799999999999999822e+00 1.088289742818228101e-01 2.263642665064381845e+02
1.040000000000000126e-03 5.399999999999998579e+00 1.113769295656224650e-01 2.316640134967587414e+02
1.040000000000000126e-03 5.999999999999999112e+00 1.121558336009097351e-01 2.332841338894414775e+02
1.040000000000000126e-03 6.599999999999999645e+00 1.115906985220355419e-01 2.321086529259233657e+02
1.040000000000000126e-03 7.199999999999999289e+00 1.100650631630045451e-01 2.289353313785213970e+02
1.040000000000000126e-03 7.799999999999998934e+00 1.079015294372911299e-01 2.244351812281317109e+02
1.040000000000000126e-03 8.399999999999998579e+00 1.053574536723967253e-01 2.191435036376504399e+02
1.040000000000000126e-03 9.000000000000000000e+00 1.026296333505943570e-01 2.134696373677774659e+02
1.040000000000000126e-03 9.599999999999999645e+00 9.986315512890310553e-02 2.077153626711264565e+02
1.040000000000000126e-03 1.019999999999999929e+01 9.716130317270411931e-02 2.020955105983962596e+02
1.040000000000000126e-03 1.079999999999999716e+01 9.459485258013197728e-02 1.967572933720129811e+02
1.040000000000000126e-03 1.140000000000000036e+01 9.221002433124919628e-02 1.917968506091050074e+02
1.040000000000000126e-03 1.199999999999999822e+01 9.003492702134426040e-02 1.872726482010922382e+02
1.120000000000000119e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.120000000000000119e-03 5.999999999999999778e-01 2.070512511330397515e-02 4.637948025379770911e+01
1.120000000000000119e-03 1.199999999999999956e+00 4.033246325058816029e-02 9.034471768125992241e+01
1.120000000000000119e-03 1.799999999999999822e+00 5.818066908273296367e-02 1.303246987453384804e+02
1.120000000000000119e-03 2.399999999999999911e+00 7.375360799715921511e-02 1.652080819138390098e+02
1.120000000000000119e-03 2.999999999999999556e+00 8.668186526372491374e-02 1.941673781909892398e+02
1.120000000000000119e-03 3.599999999999999645e+00 9.678071716773982425e-02 2.167888064558698318e+02
1.120000000000000119e-03 4.199999999999999289e+00 1.040856182483650694e-01 2.331517848763210736e+02
1.120000000000000119e-03 4.799999999999999822e+00 1.088289742818207284e-01 2.437769023910032899e+02
1.120000000000000119e-03 5.399999999999998579e+00 1.113769295656191066e-01 2.494843222265521945e+02
1.120000000000000119e-03 5.999999999999999112e+00 1.121558336009141899e-01 2.512290672660802500e+02
1.120000000000000119e-03 6.599999999999999645e+00 1.115906985220328079e-01 2.499631646901215447e+02
1.120000000000000119e-03 7.199999999999999289e+00 1.100650631630068071e-01 2.465457414854294029e+02
1.120000000000000119e-03 7.799999999999998934e+00 1.079015294372885764e-01 2.416994259387336683e+02
1.120000000000000119e-03 8.399999999999998579e+00 1.053574536724003058e-01 2.360006962248278910e+02
1.120000000000000119e-03 9.000000000000000000e+00 1.026296333505961750e-01 2.298903787053691019e+02
1.120000000000000119e-03 9.599999999999999645e+00 9.986315512890100998e-02 2.236934674908763725e+02
1.120000000000000119e-03 1.019999999999999929e+01 9.716130317270421646e-02 2.176413191052606351e+02
1.120000000000000119e-03 1.079999999999999716e+01 9.459485258012723108e-02 2.118924697783186559e+02
1.120000000000000119e-03 1.140000000000000036e+01 9.221002433124557418e-02 2.065504545030044596e+02
1.120000000000000119e-03 1.199999999999999822e+01 9.003492702134342773e-02 2.016782365268921069e+02
1.200000000000000112e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000112e-03 5.999999999999999778e-01 2.070512511330428740e-02 4.969230027174111797e+01
1.200000000000000112e-03 1.199999999999999956e+00 4.033246325058798681e-02 9.679791180149371144e+01
1.200000000000000112e-03 1.799999999999999822e+00 5.818066908273041016e-02 1.396336057985610637e+02
1.200000000000000112e-03 2.399999999999999911e+00 7.375360799715650895e-02 1.770086591932314377e+02
1.200000000000000112e-03 2.999999999999999556e+00 8.668186526372190226e-02 2.080364766327384700e+02
1.200000000000000112e-03 3.599999999999999645e+00 9.678071716774866440e-02 2.322737212029028058e+02
1.200000000000000112e-03 4.199999999999999289e+00 1.040856182483683445e-01 2.498054837958181622e+02
1.200000000000000112e-03 4.799999999999999822e+00 1.088289742818208117e-01 2.611895382763490261e+02
1.200000000000000112e-03 5.399999999999998579e+00 1.113769295656233255e-01 2.673046309570916037e+02
1.200000000000000112e-03 5.999999999999999112e+00 1.121558336009097628e-01 2.691740006420320697e+02
1.200000000000000112e-03 6.599999999999999645e+00 1.115906985220330161e-01 2.678176764524045552e+02
1.200000000000000112e-03 7.199999999999999289e+00 1.100650631630042814e-01 2.641561515914075926e+02
1.200000000000000112e-03 7.799999999999998934e+00 1.079015294372890899e-01 2.589636706493841984e+02
1.200000000000000112e-03 8.399999999999998579e+00 1.053574536724010274e-01 2.528578888127269693e+02
1.200000000000000112e-03 9.000000000000000000e+00 1.026296333505948011e-01 2.463111200420031821e+02
1.200000000000000112e-03 9.599999999999999645e+00 9.986315512889641643e-02 2.396715723075037943e+02
1.200000000000000112e-03 1.019999999999999929e+01 9.716130317270199601e-02 2.331871276113201077e+02
1.200000000000000112e-03 1.079999999999999716e+01 9.459485258012963194e-02 2.270276461937698116e+02
1.200000000000000112e-03 1.140000000000000036e+01 9.221002433124997344e-02 2.213040583966402437e+02
1.200000000000000112e-03 1.199999999999999822e+01 9.003492702134441306e-02 2.160838248517482612e+02
1.280000000000000105e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.280000000000000105e-03 5.999999999999999778e-01 2.070512511330515129e-02 5.300512028986147328e+01
1.280000000000000105e-03 1.199999999999999956e+00 4.033246325058745252e-02 1.032511059215427593e+02
1.280000000000000105e-03 1.799999999999999822e+00 5.818066908272839094e-02 1.489425128517971473e+02
1.280000000000000105e-03 2.399999999999999911e+00 7.375360799715473259e-02 1.888092364725436596e+02
1.280000000000000105e-03 2.999999999999999556e+00 8.668186526372508027e-02 2.219055750751937239e+02
1.280000000000000105e-03 3.599999999999999645e+00 9.678071716774405697e-02 2.477586359497848605e+02
1.280000000000000105e-03 4.199999999999999289e+00 1.040856182483691772e-01 2.664591827155164765e+02
1.280000000000000105e-03 4.799999999999999822e+00 1.088289742818185912e-01 2.786021741615282963e+02
1.280000000000000105e-03 5.399999999999998579e+00 1.113769295656215630e-01 2.851249396873742512e+02
1.280000000000000105e-03 5.999999999999999112e+00 1.121558336009124829e-01 2.871189340184904495e+02
1.280000000000000105e-03 6.599999999999999645e+00 1.115906985220356529e-01 2.856721882170606932e+02
1.280000000000000105e-03 7.199999999999999289e+00 1.100650631630086390e-01 2.817665616981004746e+02
1.280000000000000105e-03 7.799999999999998934e+00 1.079015294372910327e-01 2.762279153593477758e+02
1.280000000000000105e-03 8.399999999999998579e+00 1.053574536723973359e-01 2.697150814024995498e+02
1.280000000000000105e-03 9.000000000000000000e+00 1.026296333505929831e-01 2.627318613751261864e+02
1.280000000000000105e-03 9.599999999999999645e+00 9.986315512890174551e-02 2.556496771301958120e+02
1.280000000000000105e-03 1.019999999999999929e+01 9.716130317270685324e-02 2.487329361210710488e+02
1.280000000000000105e-03 1.079999999999999716e+01 9.459485258012492737e-02 2.421628226069449852e+02
1.280000000000000105e-03 1.140000000000000036e+01 9.221002433125141673e-02 2.360576622901233748e+02
1.280000000000000105e-03 1.199999999999999822e+01 9.003492702134588410e-02 2.304894131759105278e+02
1.360000000000000098e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.360000000000000098e-03 5.999999999999999778e-01 2.070512511330417985e-02 5.631794030825330566e+01
1.360000000000000098e-03 1.199999999999999956e+00 4.033246325058974929e-02 1.097043000415679472e+02
1.360000000000000098e-03 1.799999999999999822e+00 5.818066908273116650e-02 1.582514199050134209e+02
1.360000000000000098e-03 2.399999999999999911e+00 7.375360799715681426e-02 2.006098137523311777e+02
1.360000000000000098e-03 2.999999999999999556e+00 8.668186526372190226e-02 2.357746735173037962e+02
1.360000000000000098e-03 3.599999999999999645e+00 9.678071716774166999e-02 2.632435506960371754e+02
1.360000000000000098e-03 4.199999999999999289e+00 1.040856182483695241e-01 2.831128816355478648e+02
1.360000000000000098e-03 4.799999999999999822e+00 1.088289742818176198e-01 2.960148100464784875e+02
1.360000000000000098e-03 5.399999999999998579e+00 1.113769295656193287e-01 3.029452484182363037e+02
1.360000000000000098e-03 5.999999999999999112e+00 1.121558336009125384e-01 3.050638673940605941e+02
1.360000000000000098e-03 6.599999999999999645e+00 1.115906985220327524e-01 3.035266999802388455e+02
1.360000000000000098e-03 7.199999999999999289e+00 1.100650631629979809e-01 2.993769718015182093e+02
1.360000000000000098e-03 7.799999999999998934e+00 1.079015294372883127e-01 2.934921600692766219e+02
1.360000000000000098e-03 8.399999999999998579e+00 1.053574536723979327e-01 2.865722739881018697e+02
1.360000000000000098e-03 9.000000000000000000e+00 1.026296333505934549e-01 2.791526027115659190e+02
1.360000000000000098e-03 9.599999999999999645e+00 9.986315512890220347e-02 2.716277819531376281e+02
1.360000000000000098e-03 1.019999999999999929e+01 9.716130317269887351e-02 2.642787446293648372e+02
1.360000000000000098e-03 1.079999999999999716e+01 9.459485258012875764e-02 2.572979990188989632e+02
1.360000000000000098e-03 1.140000000000000036e+01 9.221002433124729503e-02 2.508112661818717584e+02
1.360000000000000098e-03 1.199999999999999822e+01 9.003492702134381631e-02 2.448950014966866320e+02
1.440000000000000091e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.440000000000000091e-03 5.999999999999999778e-01 2.070512511330458924e-02 5.963076032628779188e+01
1.440000000000000091e-03 1.199999999999999956e+00 4.033246325058763293e-02 1.161574941617375458e+02
1.440000000000000091e-03 1.799999999999999822e+00 5.818066908273187426e-02 1.675603269582494192e+02
1.440000000000000091e-03 2.399999999999999911e+00 7.375360799715746651e-02 2.124103910319105353e+02
1.440000000000000091e-03 2.999999999999999556e+00 8.668186526372366474e-02 2.496437719597260809e+02
1.440000000000000091e-03 3.599999999999999645e+00 9.678071716774316879e-02 2.787284654431898616e+02
1.440000000000000091e-03 4.199999999999999289e+00 1.040856182483715919e-01 2.997665805555479892e+02
1.440000000000000091e-03 4.799999999999999822e+00 1.088289742818195904e-01 3.134274459313836587e+02
1.440000000000000091e-03 5.399999999999998579e+00 1.113769295656250047e-01 3.207655571488068631e+02
1.440000000000000091e-03 5.999999999999999112e+00 1.121558336009124829e-01 3.230088007706785334e+02
1.440000000000000091e-03 6.599999999999999645e+00 1.115906985220258413e-01 3.213812117436043536e+02
1.440000000000000091e-03 7.199999999999999289e+00 1.100650631630026854e-01 3.169873819082388877e+02
1.440000000000000091e-03 7.799999999999998934e+00 1.079015294372900197e-01 3.107564047786365222e+02
1.440000000000000091e-03 8.399999999999998579e+00 1.053574536724013050e-01 3.034294665775691442e+02
1.440000000000000091e-03 9.000000000000000000e+00 1.026296333505876957e-01 2.955733440471453264e+02
1.440000000000000091e-03 9.599999999999999645e+00 9.986315512889984425e-02 2.876058867741365930e+02
1.440000000000000091e-03 1.019999999999999929e+01 9.716130317270611771e-02 2.798245531401705080e+02
1.440000000000000091e-03 1.079999999999999716e+01 9.459485258012352571e-02 2.724331754282438851e+02
1.440000000000000091e-03 1.140000000000000036e+01 9.221002433124454722e-02 2.655648700730095584e+02
1.440000000000000091e-03 1.199999999999999822e+01 9.003492702134560655e-02 2.593005898234856659e+02
1.520000000000000084e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.520000000000000084e-03 5.999999999999999778e-01 2.070512511330401331e-02 6.294358034452350381e+01
1.520000000000000084e-03 1.199999999999999956e+00 4.033246325058798681e-02 1.226106882817753103e+02
1.520000000000000084e-03 1.799999999999999822e+00 5.818066908273356042e-02 1.768692340115012200e+02
1.520000000000000084e-03 2.399999999999999911e+00 7.375360799715556526e-02 2.242109683113636720e+02
1.520000000000000084e-03 2.999999999999999556e+00 8.668186526372180511e-02 2.635128704016279926e+02
1.520000000000000084e-03 3.599999999999999645e+00 9.678071716774168387e-02 2.942133801895549254e+02
1.520000000000000084e-03 4.199999999999999289e+00 1.040856182483700654e-01 3.164202794750138423e+02
1.520000000000000084e-03 4.799999999999999822e+00 1.088289742818203537e-01 3.308400818167571629e+02
1.520000000000000084e-03 5.399999999999998579e+00 1.113769295656198977e-01 3.385858658782013322e+02
1.520000000000000084e-03 5.999999999999999112e+00 1.121558336009084028e-01 3.409537341457699426e+02
1.520000000000000084e-03 6.599999999999999645e+00 1.115906985220350006e-01 3.392357235065118743e+02
1.520000000000000084e-03 7.199999999999999289e+00 1.100650631630008952e-01 3.345977920147999498e+02
1.520000000000000084e-03 7.799999999999998934e+00 1.079015294372875217e-01 3.280206494896340246e+02
1.520000000000000084e-03 8.399999999999998579e+00 1.053574536723952820e-01 3.202866591626788022e+02
1.520000000000000084e-03 9.000000000000000000e+00 1.026296333505982844e-01 3.119940853864161454e+02
1.520000000000000084e-03 9.599999999999999645e+00 9.986315512890142632e-02 3.035839915935950444e+02
1.520000000000000084e-03 1.019999999999999929e+01 9.716130317270202377e-02 2.953703616458969350e+02
1.520000000000000084e-03 1.079999999999999716e+01 9.459485258012438613e-02 2.875683518391569464e+02
1.520000000000000084e-03 1.140000000000000036e+01 9.221002433125344289e-02 2.803184739716135709e+02
1.520000000000000084e-03 1.199999999999999822e+01 9.003492702134391346e-02 2.737061781384886103e+02
1.600000000000000077e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000077e-03 5.999999999999999778e-01 2.070512511330414862e-02 6.625640036250334219e+01
1.600000000000000077e-03 1.199999999999999956e+00 4.033246325058718884e-02 1.290638824018976436e+02
1.600000000000000077e-03 1.799999999999999822e+00 5.818066908273265836e-02 1.861781410647321024e+02
1.600000000000000077e-03 2.399999999999999911e+00 7.375360799715516280e-02 2.360115455909725313e+02
1.600000000000000077e-03 2.999999999999999556e+00 8.668186526372242962e-02 2.773819688439635343e+02
1.600000000000000077e-03 3.599999999999999645e+00 9.678071716774737376e-02 3.096982949371881091e+02
1.600000000000000077e-03 4.199999999999999289e+00 1.040856182483708842e-01 3.330739783951805748e+02
1.600000000000000077e-03 4.799999999999999822e+00 1.088289742818180639e-01 3.482527177009475849e+02
1.600000000000000077e-03 5.399999999999998579e+00 1.113769295656197450e-01 3.564061746090148404e+02
1.600000000000000077e-03 5.999999999999999112e+00 1.121558336009112200e-01 3.588986675216107756e+02
1.600000000000000077e-03 6.599999999999999645e+00 1.115906985220292413e-01 3.570902352701757536e+02
1.600000000000000077e-03 7.199999999999999289e+00 1.100650631630076953e-01 3.522082021224712207e+02
1.600000000000000077e-03 7.799999999999998934e+00 1.079015294372861339e-01 3.452848941989453238e+02
1.600000000000000077e-03 8.399999999999998579e+00 1.053574536723928118e-01 3.371438517500990883e+02
1.600000000000000077e-03 9.000000000000000000e+00 1.026296333505938990e-01 3.284148267217595958e+02
1.600000000000000077e-03 9.599999999999999645e+00 9.986315512889579193e-02 3.195620964085710511e+02
1.600000000000000077e-03 1.019999999999999929e+01 9.716130317270402217e-02 3.109161701503049358e+02
1.600000000000000077e-03 1.079999999999999716e+01 9.459485258012638453e-02 3.027035282571477524e+02
1.600000000000000077e-03 1.140000000000000036e+01 9.221002433125058406e-02 2.950720778631399526e+02
1.600000000000000077e-03 1.199999999999999822e+01 9.003492702134570369e-02 2.881117664701171748e+02
1.680000000000000070e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.680000000000000070e-03 5.999999999999999778e-01 2.070512511330470026e-02 6.956922038054564439e+01
1.680000000000000070e-03 1.199999999999999956e+00 4.033246325059008930e-02 1.355170765218538804e+02
1.680000000000000070e-03 1.799999999999999822e+00 5.818066908273215182e-02 1.954870481179708577e+02
1.680000000000000070e-03 2.399999999999999911e+00 7.375360799715474647e-02 2.478121228703103043e+02
1.680000000000000070e-03 2.999999999999999556e+00 8.668186526372420597e-02 2.912510672861967578e+02
1.680000000000000070e-03 3.599999999999999645e+00 9.678071716774264144e-02 3.251832096834057779e+02
1.680000000000000070e-03 4.199999999999999289e+00 1.040856182483687192e-01 3.497276773146637652e+02
1.680000000000000070e-03 4.799999999999999822e+00 1.088289742818198680e-01 3.656653535870565861e+02
1.680000000000000070e-03 5.399999999999998579e+00 1.113769295656235753e-01 3.742264833406089224e+02
1.680000000000000070e-03 5.999999999999999112e+00 1.121558336009143425e-01 3.768436009000466811e+02
1.680000000000000070e-03 6.599999999999999645e+00 1.115906985220341957e-01 3.749447470338326980e+02
1.680000000000000070e-03 7.199999999999999289e+00 1.100650631630038095e-01 3.698186122267979385e+02
1.680000000000000070e-03 7.799999999999998934e+00 1.079015294372898393e-01 3.625491389099705088e+02
1.680000000000000070e-03 8.399999999999998579e+00 1.053574536723990707e-01 3.540010443402186411e+02
1.680000000000000070e-03 9.000000000000000000e+00 1.026296333506066805e-01 3.448355680628206983e+02
1.680000000000000070e-03 9.599999999999999645e+00 9.986315512890156509e-02 3.355402012314573312e+02
1.680000000000000070e-03 1.019999999999999929e+01 9.716130317270559036e-02 3.264619786514239195e+02
1.680000000000000070e-03 1.079999999999999716e+01 9.459485258012816089e-02 3.178387046691988189e+02
1.680000000000000070e-03 1.140000000000000036e+01 9.221002433124647624e-02 3.098256817524597295e+02
1.680000000000000070e-03 1.199999999999999822e+01 9.003492702134503756e-02 3.025173547932524798e+02
1.760000000000000063e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.760000000000000063e-03 5.999999999999999778e-01 2.070512511330459271e-02 7.288204039875620310e+01
1.760000000000000063e-03 1.199999999999999956e+00 4.033246325058856968e-02 1.419702706420521281e+02
1.760000000000000063e-03 1.799999999999999822e+00 5.818066908273034077e-02 2.047959551712199584e+02
1.760000000000000063e-03 2.399999999999999911e+00 7.375360799715453830e-02 2.596127001499928610e+02
1.760000000000000063e-03 2.999999999999999556e+00 8.668186526372206879e-02 3.051201657282825295e+02
1.760000000000000063e-03 3.599999999999999645e+00 9.678071716774179489e-02 3.406681244302704954e+02
1.760000000000000063e-03 4.199999999999999289e+00 1.040856182483744369e-01 3.663813762350073944e+02
1.760000000000000063e-03 4.799999999999999822e+00 1.088289742818187300e-01 3.830779894719478307e+02
1.760000000000000063e-03 5.399999999999998579e+00 1.113769295656304864e-01 3.920467920717172774e+02
1.760000000000000063e-03 5.999999999999999112e+00 1.121558336009141621e-01 3.947885342759152536e+02
1.760000000000000063e-03 6.599999999999999645e+00 1.115906985220372211e-01 3.927992587981349288e+02
1.760000000000000063e-03 7.199999999999999289e+00 1.100650631630034348e-01 3.874290223325749025e+02
1.760000000000000063e-03 7.799999999999998934e+00 1.079015294372909911e-01 3.798133836191430532e+02
1.760000000000000063e-03 8.399999999999998579e+00 1.053574536723986127e-01 3.708582369277152679e+02
1.760000000000000063e-03 9.000000000000000000e+00 1.026296333505916786e-01 3.612563093945281025e+02
1.760000000000000063e-03 9.599999999999999645e+00 9.986315512889908097e-02 3.515183060534415631e+02
1.760000000000000063e-03 1.019999999999999929e+01 9.716130317270198213e-02 3.420077871663790461e+02
1.760000000000000063e-03 1.079999999999999716e+01 9.459485258012939601e-02 3.329738810813748273e+02
1.760000000000000063e-03 1.140000000000000036e+01 9.221002433125233266e-02 3.245792856500506787e+02
1.760000000000000063e-03 1.199999999999999822e+01 9.003492702134278935e-02 3.169229431137093798e+02
1.840000000000000056e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.840000000000000056e-03 5.999999999999999778e-01 2.070512511330408964e-02 7.619486041696589496e+01
1.840000000000000056e-03 1.199999999999999956e+00 4.033246325058918724e-02 1.484234647622546674e+02
1.840000000000000056e-03 1.799999999999999822e+00 5.818066908273308163e-02 2.141048622244536261e+02
1.840000000000000056e-03 2.399999999999999911e+00 7.375360799715485749e-02 2.714132774295214858e+02
1.840000000000000056e-03 2.999999999999999556e+00 8.668186526372535783e-02 3.189892641707725147e+02
1.840000000000000056e-03 3.599999999999999645e+00 9.678071716774350186e-02 3.561530391775896760e+02
1.840000000000000056e-03 4.199999999999999289e+00 1.040856182483696768e-01 3.830350751540152601e+02
1.840000000000000056e-03 4.799999999999999822e+00 1.088289742818197986e-01 4.004906253573387289e+02
1.840000000000000056e-03 5.399999999999998579e+00 1.113769295656229508e-01 4.098671008013477035e+02
1.840000000000000056e-03 5.999999999999999112e+00 1.121558336009138845e-01 4.127334676522834229e+02
1.840000000000000056e-03 6.599999999999999645e+00 1.115906985220331132e-01 4.106537705609175646e+02
1.840000000000000056e-03 7.199999999999999289e+00 1.100650631630064324e-01 4.050394324412315541e+02
1.840000000000000056e-03 7.799999999999998934e+00 1.079015294372859951e-01 3.970776283281143719e+02
1.840000000000000056e-03 8.399999999999998579e+00 1.053574536723962951e-01 3.877154295125889689e+02
1.840000000000000056e-03 9.000000000000000000e+00 1.026296333505964109e-01 3.776770507284005021e+02
1.840000000000000056e-03 9.599999999999999645e+00 9.986315512890400758e-02 3.674964108753980554e+02
1.840000000000000056e-03 1.019999999999999929e+01 9.716130317270321726e-02 3.575535956765463084e+02
1.840000000000000056e-03 1.079999999999999716e+01 9.459485258012706455e-02 3.481090574973117100e+02
1.840000000000000056e-03 1.140000000000000036e+01 9.221002433124490805e-02 3.393328895362618596e+02
1.840000000000000056e-03 1.199999999999999822e+01 9.003492702134827108e-02 3.313285314405639497e+02
1.920000000000000265e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.920000000000000265e-03 5.999999999999999778e-01 2.070512511330423883e-02 7.950768043497434689e+01
1.920000000000000265e-03 1.199999999999999956e+00 4.033246325058746640e-02 1.548766588822898598e+02
1.920000000000000265e-03 1.799999999999999822e+00 5.818066908273186039e-02 2.234137692776866970e+02
1.920000000000000265e-03 2.399999999999999911e+00 7.375360799715396931e-02 2.832138547089252256e+02
1.920000000000000265e-03 2.999999999999999556e+00 8.668186526372403944e-02 3.328583626126952026e+02
1.920000000000000265e-03 3.599999999999999645e+00 9.678071716774346023e-02 3.716379539235800848e+02
1.920000000000000265e-03 4.199999999999999289e+00 1.040856182483707731e-01 3.996887740738592925e+02
1.920000000000000265e-03 4.799999999999999822e+00 1.088289742818177031e-01 4.179032612413799370e+02
1.920000000000000265e-03 5.399999999999998579e+00 1.113769295656230479e-01 4.276874095322340281e+02
1.920000000000000265e-03 5.999999999999999112e+00 1.121558336009131629e-01 4.306784010276315371e+02
1.920000000000000265e-03 6.599999999999999645e+00 1.115906985220339598e-01 4.285082823243663483e+02
1.920000000000000265e-03 7.199999999999999289e+00 1.100650631630050724e-01 4.226498425462868340e+02
1.920000000000000265e-03 7.799999999999998934e+00 1.079015294372891176e-01 4.143418730390355336e+02
1.920000000000000265e-03 8.399999999999998579e+00 1.053574536724000282e-01 4.045726221027640008e+02
1.920000000000000265e-03 9.000000000000000000e+00 1.026296333505968550e-01 3.940977920668386787e+02
1.920000000000000265e-03 9.599999999999999645e+00 9.986315512890059365e-02 3.834745156971880533e+02
1.920000000000000265e-03 1.019999999999999929e+01 9.716130317270688099e-02 3.730994041859087247e+02
1.920000000000000265e-03 1.079999999999999716e+01 9.459485258012666209e-02 3.632442339084468585e+02
1.920000000000000265e-03 1.140000000000000036e+01 9.221002433124708686e-02 3.540864934335891121e+02
1.920000000000000265e-03 1.199999999999999822e+01 9.003492702134469061e-02 3.457341197609931100e+02
2.000000000000000042e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000042e-03 5.999999999999999778e-01 2.070512511330399943e-02 8.282050045322827714e+01
2.000000000000000042e-03 1.199999999999999956e+00 4.033246325058804232e-02 1.613298530023328112e+02
2.000000000000000042e-03 1.799999999999999822e+00 5.818066908273024362e-02 2.327226763309302839e+02
2.000000000000000042e-03 2.399999999999999911e+00 7.375360799715711957e-02 2.950144319886506992e+02
2.000000000000000042e-03 2.999999999999999556e+00 8.668186526372084755e-02 3.467274610548850546e+02
2.000000000000000042e-03 3.599999999999999645e+00 9.678071716774293287e-02 3.871228686710380202e+02
2.000000000000000042e-03 4.199999999999999289e+00 1.040856182483692605e-01 4.163424729933147432e+02
2.000000000000000042e-03 4.799999999999999822e+00 1.088289742818169398e-01 4.353158971273155089e+02
2.000000000000000042e-03 5.399999999999998579e+00 1.113769295656225761e-01 4.455077182626970966e+02
2.000000000000000042e-03 5.999999999999999112e+00 1.121558336009105539e-01 4.486233344029797081e+02
2.000000000000000042e-03 6.599999999999999645e+00 1.115906985220319891e-01 4.463627940874750948e+02
2.000000000000000042e-03 7.199999999999999289e+00 1.100650631630042120e-01 4.402602526522997550e+02
2.000000000000000042e-03 7.799999999999998934e+00 1.079015294372909911e-01 4.316061177500052395e+02
2.000000000000000042e-03 8.399999999999998579e+00 1.053574536724021793e-01 4.214298146908851663e+02
2.000000000000000042e-03 9.000000000000000000e+00 1.026296333505987007e-01 4.105185334034311495e+02
2.000000000000000042e-03 9.599999999999999645e+00 9.986315512889698542e-02 3.994526205147313931e+02
2.000000000000000042e-03 1.019999999999999929e+01 9.716130317270223193e-02 3.886452126902611894e+02
2.000000000000000042e-03 1.079999999999999716e+01 9.459485258012778619e-02 3.783794103165843694e+02
2.000000000000000042e-03 1.140000000000000036e+01 9.221002433124608766e-02 3.688400973251848427e+02
2.000000000000000042e-03 1.199999999999999822e+01 9.003492702134488490e-02 3.601397080864876443e+02
2.080000000000000251e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.080000000000000251e-03 5.999999999999999778e-01 2.070512511330374963e-02 8.613332047147873993e+01
2.080000000000000251e-03 1.199999999999999956e+00 4.033246325058705006e-02 1.677830471225119595e+02
2.080000000000000251e-03 1.799999999999999822e+00 5.818066908273156201e-02 2.420315833841289077e+02
2.080000000000000251e-03 2.399999999999999911e+00 7.375360799715624527e-02 3.068150092681082128e+02
2.080000000000000251e-03 2.999999999999999556e+00 8.668186526372279044e-02 3.605965594971598875e+02
2.080000000000000251e-03 3.599999999999999645e+00 9.678071716774318267e-02 4.026077834178749981e+02
2.080000000000000251e-03 4.199999999999999289e+00 1.040856182483719389e-01 4.329961719136826446e+02
2.080000000000000251e-03 4.799999999999999822e+00 1.088289742818200206e-01 4.527285330126196072e+02
2.080000000000000251e-03 5.399999999999998579e+00 1.113769295656212160e-01 4.633280269922337880e+02
2.080000000000000251e-03 5.999999999999999112e+00 1.121558336009095269e-01 4.665682677797988731e+02
2.080000000000000251e-03 6.599999999999999645e+00 1.115906985220319753e-01 4.642173058513471346e+02
2.080000000000000251e-03 7.199999999999999289e+00 1.100650631630089860e-01 4.578706627590967173e+02
2.080000000000000251e-03 7.799999999999998934e+00 1.079015294372898254e-01 4.488703624605378195e+02
2.080000000000000251e-03 8.399999999999998579e+00 1.053574536724009580e-01 4.382870072774866230e+02
2.080000000000000251e-03 9.000000000000000000e+00 1.026296333505961195e-01 4.269392747374839701e+02
2.080000000000000251e-03 9.599999999999999645e+00 9.986315512889970547e-02 4.154307253361882886e+02
2.080000000000000251e-03 1.019999999999999929e+01 9.716130317270506300e-02 4.041910211999566513e+02
2.080000000000000251e-03 1.079999999999999716e+01 9.459485258012405307e-02 3.935145867288159138e+02
2.080000000000000251e-03 1.140000000000000036e+01 9.221002433125150000e-02 3.835937012209439558e+02
2.080000000000000251e-03 1.199999999999999822e+01 9.003492702134495429e-02 3.745452964085266103e+02
2.160000000000000028e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.160000000000000028e-03 5.999999999999999778e-01 2.070512511330407576e-02 8.944614048947158835e+01
2.160000000000000028e-03 1.199999999999999956e+00 4.033246325058884030e-02 1.742362412425137279e+02
2.160000000000000028e-03 1.799999999999999822e+00 5.818066908273203386e-02 2.513404904374135072e+02
