kx  E  alpha(eV.A)  gap_meV_2nd
2.160000000000000028e-03 2.500000000000000000e+00 7.078797483232075402e-03 3.058040512756224416e+01
2.160000000000000028e-03 3.000000000000000444e+00 7.633942743595311525e-03 3.297863265232930985e+01
2.160000000000000028e-03 3.500000000000000000e+00 8.097259323945570769e-03 3.498016027944986206e+01
2.160000000000000028e-03 4.000000000000000000e+00 8.489280330646675060e-03 3.667369102839518291e+01
2.160000000000000028e-03 4.500000000000000000e+00 8.824426186484476964e-03 3.812152112561001616e+01
2.160000000000000028e-03 5.000000000000000000e+00 9.113233010651939497e-03 3.936916660601114160e+01
2.160000000000000028e-03 5.500000000000000000e+00 9.363640642141657019e-03 4.045092757403584471e+01
2.160000000000000028e-03 6.000000000000000888e+00 9.581783186837448257e-03 4.139330336712377090e+01
2.160000000000000028e-03 6.500000000000000888e+00 9.772497819299390265e-03 4.221719057937583841e+01
2.160000000000000028e-03 7.000000000000000000e+00 9.939665131134136841e-03 4.293935336648069523e+01
2.160000000000000028e-03 7.500000000000000000e+00 1.008644420594051634e-02 4.357343896964349739e+01
2.160000000000000028e-03 8.000000000000000000e+00 1.021543943353792235e-02 4.413069835287885923e+01
2.160000000000000028e-03 8.500000000000000000e+00 1.032882165844162953e-02 4.462050956445528982e+01
2.160000000000000028e-03 9.000000000000000000e+00 1.042841794751948013e-02 4.505076553326659194e+01
2.160000000000000028e-03 9.500000000000000000e+00 1.051577928448986163e-02 4.542816650900116571e+01
2.160000000000000028e-03 1.000000000000000000e+01 1.059223241731222127e-02 4.575844404276774213e+01
2.240000000000000237e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.240000000000000237e-03 5.000000000000000000e-01 2.861452909293221887e-03 1.281930903363316965e+01
2.240000000000000237e-03 1.000000000000000000e+00 4.437916620881557188e-03 1.988186646154942139e+01
2.240000000000000237e-03 1.500000000000000222e+00 5.550767174143187571e-03 2.486743694015986605e+01
2.240000000000000237e-03 2.000000000000000000e+00 6.401006786663198875e-03 2.867651040425363362e+01
2.240000000000000237e-03 2.500000000000000000e+00 7.078797483232864701e-03 3.171301272488110001e+01
2.240000000000000237e-03 3.000000000000000444e+00 7.633942743595460712e-03 3.420006349130408552e+01
2.240000000000000237e-03 3.500000000000000000e+00 8.097259323945796283e-03 3.627572177127350272e+01
2.240000000000000237e-03 4.000000000000000000e+00 8.489280330646584855e-03 3.803197588128637108e+01
2.240000000000000237e-03 4.500000000000000000e+00 8.824426186484426657e-03 3.953342931544562333e+01
2.240000000000000237e-03 5.000000000000000000e+00 9.113233010652085214e-03 4.082728388772605399e+01
2.240000000000000237e-03 5.500000000000000000e+00 9.363640642141655285e-03 4.194911007679436210e+01
2.240000000000000237e-03 6.000000000000000888e+00 9.581783186837692853e-03 4.292638867702675043e+01
2.240000000000000237e-03 6.500000000000000888e+00 9.772497819299475266e-03 4.378079023045072660e+01
2.240000000000000237e-03 7.000000000000000000e+00 9.939665131133963369e-03 4.452969978746557445e+01
2.240000000000000237e-03 7.500000000000000000e+00 1.008644420594054757e-02 4.518727004260148306e+01
2.240000000000000237e-03 8.000000000000000000e+00 1.021543943353793796e-02 4.576516866225399838e+01
2.240000000000000237e-03 8.500000000000000000e+00 1.032882165844222974e-02 4.627312102981062480e+01
2.240000000000000237e-03 9.000000000000000000e+00 1.042841794751939340e-02 4.671931240488036252e+01
2.240000000000000237e-03 9.500000000000000000e+00 1.051577928448981999e-02 4.711069119447963516e+01
2.240000000000000237e-03 1.000000000000000000e+01 1.059223241731226811e-02 4.745320122954976938e+01
2.320000000000000014e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.320000000000000014e-03 5.000000000000000000e-01 2.861452909293278699e-03 1.327714149912048747e+01
2.320000000000000014e-03 1.000000000000000000e+00 4.437916620881618771e-03 2.059193312089048433e+01
2.320000000000000014e-03 1.500000000000000222e+00 5.550767174143117315e-03 2.575555968802305884e+01
2.320000000000000014e-03 2.000000000000000000e+00 6.401006786663119945e-03 2.970067149011754282e+01
2.320000000000000014e-03 2.500000000000000000e+00 7.078797483233680889e-03 3.284562032220342331e+01
2.320000000000000014e-03 3.000000000000000444e+00 7.633942743595262086e-03 3.542149433028232863e+01
2.320000000000000014e-03 3.500000000000000000e+00 8.097259323946023532e-03 3.757128326310754574e+01
2.320000000000000014e-03 4.000000000000000000e+00 8.489280330647519870e-03 3.939026073420878760e+01
2.320000000000000014e-03 4.500000000000000000e+00 8.824426186484738907e-03 4.094533750530204941e+01
2.320000000000000014e-03 5.000000000000000000e+00 9.113233010651918681e-03 4.228540116940627058e+01
2.320000000000000014e-03 5.500000000000000000e+00 9.363640642141696918e-03 4.344729257953206059e+01
2.320000000000000014e-03 6.000000000000000888e+00 9.581783186837604382e-03 4.445947398691585306e+01
2.320000000000000014e-03 6.500000000000000888e+00 9.772497819299239344e-03 4.534438988153949168e+01
2.320000000000000014e-03 7.000000000000000000e+00 9.939665131134240925e-03 4.612004620846433056e+01
2.320000000000000014e-03 7.500000000000000000e+00 1.008644420594065859e-02 4.680110111554558472e+01
2.320000000000000014e-03 8.000000000000000000e+00 1.021543943353790847e-02 4.739963897160137662e+01
2.320000000000000014e-03 8.500000000000000000e+00 1.032882165844174575e-02 4.792573249515208289e+01
2.320000000000000014e-03 9.000000000000000000e+00 1.042841794751962238e-02 4.838785927646638640e+01
2.320000000000000014e-03 9.500000000000000000e+00 1.051577928448987030e-02 4.879321588002749621e+01
2.320000000000000014e-03 1.000000000000000000e+01 1.059223241731198709e-02 4.914795841633179663e+01
2.400000000000000223e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000223e-03 5.000000000000000000e-01 2.861452909293446100e-03 1.373497396460823872e+01
2.400000000000000223e-03 1.000000000000000000e+00 4.437916620882173015e-03 2.130199978023477314e+01
2.400000000000000223e-03 1.500000000000000222e+00 5.550767174143043589e-03 2.664368243588798890e+01
2.400000000000000223e-03 2.000000000000000000e+00 6.401006786663279539e-03 3.072483257598145201e+01
2.400000000000000223e-03 2.500000000000000000e+00 7.078797483232260150e-03 3.397822791951360699e+01
2.400000000000000223e-03 3.000000000000000444e+00 7.633942743595655001e-03 3.664292516926057175e+01
2.400000000000000223e-03 3.500000000000000000e+00 8.097259323945922918e-03 3.886684475493812130e+01
2.400000000000000223e-03 4.000000000000000000e+00 8.489280330646456485e-03 4.074854558710344321e+01
2.400000000000000223e-03 4.500000000000000000e+00 8.824426186484655640e-03 4.235724569511683768e+01
2.400000000000000223e-03 5.000000000000000000e+00 9.113233010651729596e-03 4.374351845112811787e+01
2.400000000000000223e-03 5.500000000000000000e+00 9.363640642141776715e-03 4.494547508226975907e+01
2.400000000000000223e-03 6.000000000000000888e+00 9.581783186837335500e-03 4.599255929681189770e+01
2.400000000000000223e-03 6.500000000000000888e+00 9.772497819299393734e-03 4.690798953263519877e+01
2.400000000000000223e-03 7.000000000000000000e+00 9.939665131134154188e-03 4.771039262943532577e+01
2.400000000000000223e-03 7.500000000000000000e+00 1.008644420594069328e-02 4.841493218851744729e+01
2.400000000000000223e-03 8.000000000000000000e+00 1.021543943353807847e-02 4.903410928097650867e+01
2.400000000000000223e-03 8.500000000000000000e+00 1.032882165844167290e-02 4.957834396050741788e+01
2.400000000000000223e-03 9.000000000000000000e+00 1.042841794751953044e-02 5.005640614808015698e+01
2.400000000000000223e-03 9.500000000000000000e+00 1.051577928448981999e-02 5.047574056554759636e+01
2.400000000000000223e-03 1.000000000000000000e+01 1.059223241731224036e-02 5.084271560311381677e+01
2.480000000000000000e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.480000000000000000e-03 5.000000000000000000e-01 2.861452909293247041e-03 1.419280643009468790e+01
2.480000000000000000e-03 1.000000000000000000e+00 4.437916620880908401e-03 2.201206643956938791e+01
2.480000000000000000e-03 1.500000000000000222e+00 5.550767174143126856e-03 2.753180518375118169e+01
2.480000000000000000e-03 2.000000000000000000e+00 6.401006786663696740e-03 3.174899366185403338e+01
2.480000000000000000e-03 2.500000000000000000e+00 7.078797483232705107e-03 3.511083551683592674e+01
2.480000000000000000e-03 3.000000000000000444e+00 7.633942743594851824e-03 3.786435600823534742e+01
2.480000000000000000e-03 3.500000000000000000e+00 8.097259323945853529e-03 4.016240624677217141e+01
2.480000000000000000e-03 4.000000000000000000e+00 8.489280330646555364e-03 4.210683044000157338e+01
2.480000000000000000e-03 4.500000000000000000e+00 8.824426186484409310e-03 4.376915388495938686e+01
2.480000000000000000e-03 5.000000000000000000e+00 9.113233010652053989e-03 4.520163573283608827e+01
2.480000000000000000e-03 5.500000000000000000e+00 9.363640642141611917e-03 4.644365758502827646e+01
2.480000000000000000e-03 6.000000000000000888e+00 9.581783186837481217e-03 4.752564460670794233e+01
2.480000000000000000e-03 6.500000000000000888e+00 9.772497819299385061e-03 4.847158918373089875e+01
2.480000000000000000e-03 7.000000000000000000e+00 9.939665131134270415e-03 4.930073905040632809e+01
2.480000000000000000e-03 7.500000000000000000e+00 1.008644420594064818e-02 5.002876326147542585e+01
2.480000000000000000e-03 8.000000000000000000e+00 1.021543943353789806e-02 5.066857959032389402e+01
2.480000000000000000e-03 8.500000000000000000e+00 1.032882165844162085e-02 5.123095542587663687e+01
2.480000000000000000e-03 9.000000000000000000e+00 1.042841794751949401e-02 5.172495301970781156e+01
2.480000000000000000e-03 9.500000000000000000e+00 1.051577928448995877e-02 5.215826525106770362e+01
2.480000000000000000e-03 1.000000000000000000e+01 1.059223241731214148e-02 5.253747278985421332e+01
2.560000000000000209e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.560000000000000209e-03 5.000000000000000000e-01 2.861452909293450871e-03 1.465063889558287258e+01
2.560000000000000209e-03 1.000000000000000000e+00 4.437916620882445366e-03 2.272213309891812116e+01
2.560000000000000209e-03 1.500000000000000222e+00 5.550767174143222266e-03 2.841992793161350761e+01
2.560000000000000209e-03 2.000000000000000000e+00 6.401006786663286478e-03 3.277315474771620529e+01
2.560000000000000209e-03 2.500000000000000000e+00 7.078797483232396326e-03 3.624344311415304531e+01
2.560000000000000209e-03 3.000000000000000444e+00 7.633942743595604694e-03 3.908578684721011598e+01
2.560000000000000209e-03 3.500000000000000000e+00 8.097259323946056492e-03 4.145796773860621443e+01
2.560000000000000209e-03 4.000000000000000000e+00 8.489280330646780878e-03 4.346511529291704790e+01
2.560000000000000209e-03 4.500000000000000000e+00 8.824426186484777071e-03 4.518106207480193603e+01
2.560000000000000209e-03 5.000000000000000000e+00 9.113233010652034907e-03 4.665975301452323976e+01
2.560000000000000209e-03 5.500000000000000000e+00 9.363640642141780185e-03 4.794184008775903294e+01
2.560000000000000209e-03 6.000000000000000888e+00 9.581783186837548871e-03 4.905872991661092186e+01
2.560000000000000209e-03 6.500000000000000888e+00 9.772497819299303529e-03 5.003518883479191004e+01
2.560000000000000209e-03 7.000000000000000000e+00 9.939665131134058779e-03 5.089108547139120731e+01
2.560000000000000209e-03 7.500000000000000000e+00 1.008644420594070369e-02 5.164259433440565772e+01
2.560000000000000209e-03 8.000000000000000000e+00 1.021543943353813572e-02 5.230304989971290297e+01
2.560000000000000209e-03 8.500000000000000000e+00 1.032882165844152891e-02 5.288356689120421095e+01
2.560000000000000209e-03 9.000000000000000000e+00 1.042841794751963799e-02 5.339349989126607454e+01
2.560000000000000209e-03 9.500000000000000000e+00 1.051577928448992581e-02 5.384078993658781087e+01
2.560000000000000209e-03 1.000000000000000000e+01 1.059223241731228372e-02 5.423222997663623346e+01
2.640000000000000419e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.640000000000000419e-03 5.000000000000000000e-01 2.861452909293383216e-03 1.510847136106932176e+01
2.640000000000000419e-03 1.000000000000000000e+00 4.437916620881525095e-03 2.343219975825446966e+01
2.640000000000000419e-03 1.500000000000000222e+00 5.550767174143103437e-03 2.930805067947583353e+01
2.640000000000000419e-03 2.000000000000000000e+00 6.401006786663496380e-03 3.379731583358358193e+01
2.640000000000000419e-03 2.500000000000000000e+00 7.078797483232034636e-03 3.737605071146322899e+01
2.640000000000000419e-03 3.000000000000000444e+00 7.633942743595829340e-03 4.030721768618489165e+01
2.640000000000000419e-03 3.500000000000000000e+00 8.097259323945888224e-03 4.275352923043678999e+01
2.640000000000000419e-03 4.000000000000000000e+00 8.489280330646581385e-03 4.482340014581517806e+01
2.640000000000000419e-03 4.500000000000000000e+00 8.824426186484771867e-03 4.659297026463060831e+01
2.640000000000000419e-03 5.000000000000000000e+00 9.113233010651861435e-03 4.811787029623121015e+01
2.640000000000000419e-03 5.500000000000000000e+00 9.363640642141573753e-03 4.944002259051061543e+01
2.640000000000000419e-03 6.000000000000000888e+00 9.581783186837453462e-03 5.059181522650002449e+01
2.640000000000000419e-03 6.500000000000000888e+00 9.772497819299471797e-03 5.159878848588761713e+01
2.640000000000000419e-03 7.000000000000000000e+00 9.939665131134175005e-03 5.248143189237608652e+01
2.640000000000000419e-03 7.500000000000000000e+00 1.008644420594054757e-02 5.325642540733588248e+01
2.640000000000000419e-03 8.000000000000000000e+00 1.021543943353802990e-02 5.393752020904641142e+01
2.640000000000000419e-03 8.500000000000000000e+00 1.032882165844168677e-02 5.453617835657342994e+01
2.640000000000000419e-03 9.000000000000000000e+00 1.042841794751959462e-02 5.506204676289372202e+01
2.640000000000000419e-03 9.500000000000000000e+00 1.051577928448975061e-02 5.552331462209403412e+01
2.640000000000000419e-03 1.000000000000000000e+01 1.059223241731233750e-02 5.592698716337663001e+01
2.720000000000000195e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.720000000000000195e-03 5.000000000000000000e-01 2.861452909293315562e-03 1.556630382655620615e+01
2.720000000000000195e-03 1.000000000000000000e+00 4.437916620883013488e-03 2.414226641760352621e+01
2.720000000000000195e-03 1.500000000000000222e+00 5.550767174143004558e-03 3.019617342733728904e+01
2.720000000000000195e-03 2.000000000000000000e+00 6.401006786663254386e-03 3.482147691944923196e+01
2.720000000000000195e-03 2.500000000000000000e+00 7.078797483231883715e-03 3.850865830878034757e+01
2.720000000000000195e-03 3.000000000000000444e+00 7.633942743595520559e-03 4.152864852515619987e+01
2.720000000000000195e-03 3.500000000000000000e+00 8.097259323945804957e-03 4.404909072226737266e+01
2.720000000000000195e-03 4.000000000000000000e+00 8.489280330646538017e-03 4.618168499871677568e+01
2.720000000000000195e-03 4.500000000000000000e+00 8.824426186484391962e-03 4.800487845448009239e+01
2.720000000000000195e-03 5.000000000000000000e+00 9.113233010652180624e-03 4.957598757794612254e+01
2.720000000000000195e-03 5.500000000000000000e+00 9.363640642141797532e-03 5.093820509325524881e+01
2.720000000000000195e-03 6.000000000000000888e+00 9.581783186837639077e-03 5.212490053638219223e+01
2.720000000000000195e-03 6.500000000000000888e+00 9.772497819299426694e-03 5.316238813699719401e+01
2.720000000000000195e-03 7.000000000000000000e+00 9.939665131133968573e-03 5.407177831334708173e+01
2.720000000000000195e-03 7.500000000000000000e+00 1.008644420594050420e-02 5.487025648032162195e+01
2.720000000000000195e-03 8.000000000000000000e+00 1.021543943353797439e-02 5.557199051844929727e+01
2.720000000000000195e-03 8.500000000000000000e+00 1.032882165844164514e-02 5.618878982188712712e+01
2.720000000000000195e-03 9.000000000000000000e+00 1.042841794751953044e-02 5.673059363450749970e+01
2.720000000000000195e-03 9.500000000000000000e+00 1.051577928448984428e-02 5.720583930761413427e+01
2.720000000000000195e-03 1.000000000000000000e+01 1.059223241731212066e-02 5.762174435015865726e+01
2.800000000000000405e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000405e-03 5.000000000000000000e-01 2.861452909293374543e-03 1.602413629204308876e+01
2.800000000000000405e-03 1.000000000000000000e+00 4.437916620881111364e-03 2.485233307693423654e+01
2.800000000000000405e-03 1.500000000000000222e+00 5.550767174143198847e-03 3.108429617520135224e+01
2.800000000000000405e-03 2.000000000000000000e+00 6.401006786663182395e-03 3.584563800531314115e+01
2.800000000000000405e-03 2.500000000000000000e+00 7.078797483232347754e-03 3.964126590609920697e+01
2.800000000000000405e-03 3.000000000000000444e+00 7.633942743595466783e-03 4.275007936413791043e+01
2.800000000000000405e-03 3.500000000000000000e+00 8.097259323945865672e-03 4.534465221409794822e+01
2.800000000000000405e-03 4.000000000000000000e+00 8.489280330646557099e-03 4.753996985162184075e+01
2.800000000000000405e-03 4.500000000000000000e+00 8.824426186484527271e-03 4.941678664431569956e+01
2.800000000000000405e-03 5.000000000000000000e+00 9.113233010652026234e-03 5.103410485964021603e+01
2.800000000000000405e-03 5.500000000000000000e+00 9.363640642141670897e-03 5.243638759599294730e+01
2.800000000000000405e-03 6.000000000000000888e+00 9.581783186837668567e-03 5.365798584629211376e+01
2.800000000000000405e-03 6.500000000000000888e+00 9.772497819299253222e-03 5.472598778807208220e+01
2.800000000000000405e-03 7.000000000000000000e+00 9.939665131134206230e-03 5.566212473433196095e+01
2.800000000000000405e-03 7.500000000000000000e+00 1.008644420594065859e-02 5.648408755325184671e+01
2.800000000000000405e-03 8.000000000000000000e+00 1.021543943353811837e-02 5.720646082779667552e+01
2.800000000000000405e-03 8.500000000000000000e+00 1.032882165844178218e-02 5.784140128727022301e+01
2.800000000000000405e-03 9.000000000000000000e+00 1.042841794751943850e-02 5.839914050609351648e+01
2.800000000000000405e-03 9.500000000000000000e+00 1.051577928449002296e-02 5.888836399312036463e+01
2.800000000000000405e-03 1.000000000000000000e+01 1.059223241731229240e-02 5.931650153694067740e+01
2.880000000000000181e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.880000000000000181e-03 5.000000000000000000e-01 2.861452909293462580e-03 1.648196875753040658e+01
2.880000000000000181e-03 1.000000000000000000e+00 4.437916620881705507e-03 2.556239973627871720e+01
2.880000000000000181e-03 1.500000000000000222e+00 5.550767174142972465e-03 3.197241892306367816e+01
2.880000000000000181e-03 2.000000000000000000e+00 6.401006786663198875e-03 3.686979909118225152e+01
2.880000000000000181e-03 2.500000000000000000e+00 7.078797483232202037e-03 4.077387350341805927e+01
2.880000000000000181e-03 3.000000000000000444e+00 7.633942743595314127e-03 4.397151020310574410e+01
2.880000000000000181e-03 3.500000000000000000e+00 8.097259323945747711e-03 4.664021370593199123e+01
2.880000000000000181e-03 4.000000000000000000e+00 8.489280330646570977e-03 4.889825470453038037e+01
2.880000000000000181e-03 4.500000000000000000e+00 8.824426186484251450e-03 5.082869483415131384e+01
2.880000000000000181e-03 5.000000000000000000e+00 9.113233010652010621e-03 5.249222214134125153e+01
2.880000000000000181e-03 5.500000000000000000e+00 9.363640642141641407e-03 5.393457009873065289e+01
2.880000000000000181e-03 6.000000000000000888e+00 9.581783186837413563e-03 5.519107115619509329e+01
2.880000000000000181e-03 6.500000000000000888e+00 9.772497819299431898e-03 5.628958743915391238e+01
2.880000000000000181e-03 7.000000000000000000e+00 9.939665131134204495e-03 5.725247115533071707e+01
2.880000000000000181e-03 7.500000000000000000e+00 1.008644420594065512e-02 5.809791862620983238e+01
2.880000000000000181e-03 8.000000000000000000e+00 1.021543943353811316e-02 5.884093113718569157e+01
2.880000000000000181e-03 8.500000000000000000e+00 1.032882165844191576e-02 5.949401275263943489e+01
2.880000000000000181e-03 9.000000000000000000e+00 1.042841794751959636e-02 6.006768737769341016e+01
2.880000000000000181e-03 9.500000000000000000e+00 1.051577928448988591e-02 6.057088867862658788e+01
2.880000000000000181e-03 1.000000000000000000e+01 1.059223241731220740e-02 6.101125872370882774e+01
2.960000000000000391e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.960000000000000391e-03 5.000000000000000000e-01 2.861452909293319032e-03 1.693980122301642055e+01
2.960000000000000391e-03 1.000000000000000000e+00 4.437916620881746273e-03 2.627246639561994002e+01
2.960000000000000391e-03 1.500000000000000222e+00 5.550767174143082620e-03 3.286054167092860467e+01
2.960000000000000391e-03 2.000000000000000000e+00 6.401006786663126884e-03 3.789396017704789443e+01
2.960000000000000391e-03 2.500000000000000000e+00 7.078797483232346886e-03 4.190648110073691157e+01
2.960000000000000391e-03 3.000000000000000444e+00 7.633942743595488467e-03 4.519294104208746177e+01
2.960000000000000391e-03 3.500000000000000000e+00 8.097259323945782405e-03 4.793577519775909934e+01
2.960000000000000391e-03 4.000000000000000000e+00 8.489280330646820777e-03 5.025653955743197798e+01
2.960000000000000391e-03 4.500000000000000000e+00 8.824426186484319104e-03 5.224060302398692102e+01
2.960000000000000391e-03 5.000000000000000000e+00 9.113233010651970722e-03 5.395033942305615682e+01
2.960000000000000391e-03 5.500000000000000000e+00 9.363640642141629264e-03 5.543275260147528627e+01
2.960000000000000391e-03 6.000000000000000888e+00 9.581783186837647751e-03 5.672415646607031903e+01
2.960000000000000391e-03 6.500000000000000888e+00 9.772497819299230670e-03 5.785318709024267747e+01
2.960000000000000391e-03 7.000000000000000000e+00 9.939665131134126433e-03 5.884281757631559628e+01
2.960000000000000391e-03 7.500000000000000000e+00 1.008644420594073839e-02 5.971174969916781805e+01
2.960000000000000391e-03 8.000000000000000000e+00 1.021543943353801255e-02 6.047540144653306982e+01
2.960000000000000391e-03 8.500000000000000000e+00 1.032882165844165208e-02 6.114662421795313918e+01
2.960000000000000391e-03 9.000000000000000000e+00 1.042841794751934829e-02 6.173623424933494164e+01
2.960000000000000391e-03 9.500000000000000000e+00 1.051577928448993102e-02 6.225341336417444893e+01
2.960000000000000391e-03 1.000000000000000000e+01 1.059223241731237913e-02 6.270601591049085499e+01
3.040000000000000167e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.040000000000000167e-03 5.000000000000000000e-01 2.861452909293233163e-03 1.739763368850330494e+01
3.040000000000000167e-03 1.000000000000000000e+00 4.437916620881662139e-03 2.698253305496043453e+01
3.040000000000000167e-03 1.500000000000000222e+00 5.550767174143044456e-03 3.374866441878746315e+01
3.040000000000000167e-03 2.000000000000000000e+00 6.401006786663410511e-03 3.891812126291527107e+01
3.040000000000000167e-03 2.500000000000000000e+00 7.078797483231575802e-03 4.303908869804709525e+01
3.040000000000000167e-03 3.000000000000000444e+00 7.633942743595255147e-03 4.641437188105876288e+01
3.040000000000000167e-03 3.500000000000000000e+00 8.097259323945860468e-03 4.923133668958620746e+01
3.040000000000000167e-03 4.000000000000000000e+00 8.489280330646506792e-03 5.161482441033010815e+01
3.040000000000000167e-03 4.500000000000000000e+00 8.824426186484424922e-03 5.365251121382252819e+01
3.040000000000000167e-03 5.000000000000000000e+00 9.113233010652008886e-03 5.540845670475719231e+01
3.040000000000000167e-03 5.500000000000000000e+00 9.363640642141823553e-03 5.693093510421992676e+01
3.040000000000000167e-03 6.000000000000000888e+00 9.581783186837696323e-03 5.825724177598024056e+01
3.040000000000000167e-03 6.500000000000000888e+00 9.772497819299296590e-03 5.941678674133144256e+01
3.040000000000000167e-03 7.000000000000000000e+00 9.939665131134173270e-03 6.043316399727272170e+01
3.040000000000000167e-03 7.500000000000000000e+00 1.008644420594065338e-02 6.132558077209804281e+01
3.040000000000000167e-03 8.000000000000000000e+00 1.021543943353799694e-02 6.210987175590820897e+01
3.040000000000000167e-03 8.500000000000000000e+00 1.032882165844210831e-02 6.279923568332235106e+01
3.040000000000000167e-03 9.000000000000000000e+00 1.042841794751941074e-02 6.340478112092095841e+01
3.040000000000000167e-03 9.500000000000000000e+00 1.051577928448993796e-02 6.393593804966679528e+01
3.040000000000000167e-03 1.000000000000000000e+01 1.059223241731222821e-02 6.440077309723125154e+01
3.120000000000000377e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.120000000000000377e-03 5.000000000000000000e-01 2.861452909293286939e-03 1.785546615399018933e+01
3.120000000000000377e-03 1.000000000000000000e+00 4.437916620881650863e-03 2.769259971430141931e+01
3.120000000000000377e-03 1.500000000000000222e+00 5.550767174142950781e-03 3.463678716665238966e+01
3.120000000000000377e-03 2.000000000000000000e+00 6.401006786663097393e-03 3.994228234877744654e+01
3.120000000000000377e-03 2.500000000000000000e+00 7.078797483231072732e-03 4.417169629536074638e+01
3.120000000000000377e-03 3.000000000000000444e+00 7.633942743594928151e-03 4.763580272003700600e+01
3.120000000000000377e-03 3.500000000000000000e+00 8.097259323945645362e-03 5.052689818142025757e+01
3.120000000000000377e-03 4.000000000000000000e+00 8.489280330647046291e-03 5.297310926323170577e+01
3.120000000000000377e-03 4.500000000000000000e+00 8.824426186484614007e-03 5.506441940366507737e+01
3.120000000000000377e-03 5.000000000000000000e+00 9.113233010652093888e-03 5.686657398646516270e+01
3.120000000000000377e-03 5.500000000000000000e+00 9.363640642141780185e-03 5.842911760696456724e+01
3.120000000000000377e-03 6.000000000000000888e+00 9.581783186837505503e-03 5.979032708585546629e+01
3.120000000000000377e-03 6.500000000000000888e+00 9.772497819299296590e-03 6.098038639242714254e+01
3.120000000000000377e-03 7.000000000000000000e+00 9.939665131134157658e-03 6.202351041827147782e+01
3.120000000000000377e-03 7.500000000000000000e+00 1.008644420594049726e-02 6.293941184506990538e+01
3.120000000000000377e-03 8.000000000000000000e+00 1.021543943353800388e-02 6.374434206528334101e+01
3.120000000000000377e-03 8.500000000000000000e+00 1.032882165844189841e-02 6.445184714869157006e+01
3.120000000000000377e-03 9.000000000000000000e+00 1.042841794751940034e-02 6.507332799253472899e+01
3.120000000000000377e-03 9.500000000000000000e+00 1.051577928448971244e-02 6.561846273520077943e+01
3.120000000000000377e-03 1.000000000000000000e+01 1.059223241731214148e-02 6.609553028402714858e+01
3.200000000000000153e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000153e-03 5.000000000000000000e-01 2.861452909293276531e-03 1.831329861947664028e+01
3.200000000000000153e-03 1.000000000000000000e+00 4.437916620881857295e-03 2.840266637364394597e+01
3.200000000000000153e-03 1.500000000000000222e+00 5.550767174143222266e-03 3.552490991451558244e+01
3.200000000000000153e-03 2.000000000000000000e+00 6.401006786663272601e-03 4.096644343464308946e+01
3.200000000000000153e-03 2.500000000000000000e+00 7.078797483232223721e-03 4.530430389268480695e+01
3.200000000000000153e-03 3.000000000000000444e+00 7.633942743595508416e-03 4.885723355901524911e+01
3.200000000000000153e-03 3.500000000000000000e+00 8.097259323945822304e-03 5.182245967325430058e+01
3.200000000000000153e-03 4.000000000000000000e+00 8.489280330646676795e-03 5.433139411614023828e+01
3.200000000000000153e-03 4.500000000000000000e+00 8.824426186484744111e-03 5.647632759349374965e+01
3.200000000000000153e-03 5.000000000000000000e+00 9.113233010651804189e-03 5.832469126816619820e+01
3.200000000000000153e-03 5.500000000000000000e+00 9.363640642141624060e-03 5.992730010970920063e+01
3.200000000000000153e-03 6.000000000000000888e+00 9.581783186837354582e-03 6.132341239575844583e+01
3.200000000000000153e-03 6.500000000000000888e+00 9.772497819299362509e-03 6.254398604349509583e+01
3.200000000000000153e-03 7.000000000000000000e+00 9.939665131134173270e-03 6.361385683924248013e+01
3.200000000000000153e-03 7.500000000000000000e+00 1.008644420594068461e-02 6.455324291802789105e+01
3.200000000000000153e-03 8.000000000000000000e+00 1.021543943353791888e-02 6.537881237464459616e+01
3.200000000000000153e-03 8.500000000000000000e+00 1.032882165844177177e-02 6.610445861401915124e+01
3.200000000000000153e-03 9.000000000000000000e+00 1.042841794751961544e-02 6.674187486410687598e+01
3.200000000000000153e-03 9.500000000000000000e+00 1.051577928448972112e-02 6.730098742070700268e+01
3.200000000000000153e-03 1.000000000000000000e+01 1.059223241731212239e-02 6.779028747078142203e+01
3.280000000000000363e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.280000000000000363e-03 5.000000000000000000e-01 2.861452909293268725e-03 1.877113108496438798e+01
