kx  E  alpha(eV.A)  gap_meV_2nd
1.040000000000000126e-03 4.000000000000000000e+00 8.489280330647167722e-03 1.765770308774505892e+01
1.040000000000000126e-03 4.500000000000000000e+00 8.824426186484504719e-03 1.835480646789067194e+01
1.040000000000000126e-03 5.000000000000000000e+00 9.113233010651887456e-03 1.895552466214117615e+01
1.040000000000000126e-03 5.500000000000000000e+00 9.363640642141644876e-03 1.947637253565947901e+01
1.040000000000000126e-03 6.000000000000000888e+00 9.581783186837387542e-03 1.993010902862080158e+01
1.040000000000000126e-03 6.500000000000000888e+00 9.772497819299414551e-03 2.032679546414006921e+01
1.040000000000000126e-03 7.000000000000000000e+00 9.939665131134209700e-03 2.067450347274790801e+01
1.040000000000000126e-03 7.500000000000000000e+00 1.008644420594045910e-02 2.097980394837051321e+01
1.040000000000000126e-03 8.000000000000000000e+00 1.021543943353808021e-02 2.124811402173798314e+01
1.040000000000000126e-03 8.500000000000000000e+00 1.032882165844184290e-02 2.148394904954997742e+01
1.040000000000000126e-03 9.000000000000000000e+00 1.042841794751962065e-02 2.169110933085416448e+01
1.040000000000000126e-03 9.500000000000000000e+00 1.051577928448991887e-02 2.187282091173359078e+01
1.040000000000000126e-03 1.000000000000000000e+01 1.059223241731239822e-02 2.203184342799979589e+01
1.120000000000000119e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.120000000000000119e-03 5.000000000000000000e-01 2.861452909293280434e-03 6.409654516816801539e+00
1.120000000000000119e-03 1.000000000000000000e+00 4.437916620881612699e-03 9.940933230774914975e+00
1.120000000000000119e-03 1.500000000000000222e+00 5.550767174143072212e-03 1.243371847008210196e+01
1.120000000000000119e-03 2.000000000000000000e+00 6.401006786663209283e-03 1.433825520212594995e+01
1.120000000000000119e-03 2.500000000000000000e+00 7.078797483232150863e-03 1.585650636244141687e+01
1.120000000000000119e-03 3.000000000000000444e+00 7.633942743595596887e-03 1.710003174565724748e+01
1.120000000000000119e-03 3.500000000000000000e+00 8.097259323945775467e-03 1.813786088564195609e+01
1.120000000000000119e-03 4.000000000000000000e+00 8.489280330646822512e-03 1.901598794065359499e+01
1.120000000000000119e-03 4.500000000000000000e+00 8.824426186484341655e-03 1.976671465771934066e+01
1.120000000000000119e-03 5.000000000000000000e+00 9.113233010652010621e-03 2.041364194386302700e+01
1.120000000000000119e-03 5.500000000000000000e+00 9.363640642141733347e-03 2.097455503839718105e+01
1.120000000000000119e-03 6.000000000000000888e+00 9.581783186837408359e-03 2.146319433850990421e+01
1.120000000000000119e-03 6.500000000000000888e+00 9.772497819299242813e-03 2.189039511522883430e+01
1.120000000000000119e-03 7.000000000000000000e+00 9.939665131134128168e-03 2.226484989374666412e+01
1.120000000000000119e-03 7.500000000000000000e+00 1.008644420594072277e-02 2.259363502130074153e+01
1.120000000000000119e-03 8.000000000000000000e+00 1.021543943353808888e-02 2.288258433111312229e+01
1.120000000000000119e-03 8.500000000000000000e+00 1.032882165844170932e-02 2.313656051490531240e+01
1.120000000000000119e-03 9.000000000000000000e+00 1.042841794751963799e-02 2.335965620242630436e+01
1.120000000000000119e-03 9.500000000000000000e+00 1.051577928448998826e-02 2.355534559725369803e+01
1.120000000000000119e-03 1.000000000000000000e+01 1.059223241731218831e-02 2.372660061474018889e+01
1.200000000000000112e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000112e-03 5.000000000000000000e-01 2.861452909293584878e-03 6.867486982304119358e+00
1.200000000000000112e-03 1.000000000000000000e+00 4.437916620881565861e-03 1.065099989011554449e+01
1.200000000000000112e-03 1.500000000000000222e+00 5.550767174143049661e-03 1.332184121794182552e+01
1.200000000000000112e-03 2.000000000000000000e+00 6.401006786663379286e-03 1.536241628798985737e+01
1.200000000000000112e-03 2.500000000000000000e+00 7.078797483232226323e-03 1.698911395975506622e+01
1.200000000000000112e-03 3.000000000000000444e+00 7.633942743595596887e-03 1.832146258462855215e+01
1.200000000000000112e-03 3.500000000000000000e+00 8.097259323945773732e-03 1.943342237746906065e+01
1.200000000000000112e-03 4.000000000000000000e+00 8.489280330647193742e-03 2.037427279355519261e+01
1.200000000000000112e-03 4.500000000000000000e+00 8.824426186484360737e-03 2.117862284756188984e+01
1.200000000000000112e-03 5.000000000000000000e+00 9.113233010652081745e-03 2.187175922556405894e+01
1.200000000000000112e-03 5.500000000000000000e+00 9.363640642141761103e-03 2.247273754114181799e+01
1.200000000000000112e-03 6.000000000000000888e+00 9.581783186837417032e-03 2.299627964840594885e+01
1.200000000000000112e-03 6.500000000000000888e+00 9.772497819299159547e-03 2.345399476631066094e+01
1.200000000000000112e-03 7.000000000000000000e+00 9.939665131134065718e-03 2.385519631471766289e+01
1.200000000000000112e-03 7.500000000000000000e+00 1.008644420594065338e-02 2.420746609424484319e+01
1.200000000000000112e-03 8.000000000000000000e+00 1.021543943353810970e-02 2.451705464047437744e+01
1.200000000000000112e-03 8.500000000000000000e+00 1.032882165844153759e-02 2.478917198027452784e+01
1.200000000000000112e-03 9.000000000000000000e+00 1.042841794751957381e-02 2.502820307404007849e+01
1.200000000000000112e-03 9.500000000000000000e+00 1.051577928448971765e-02 2.523787028278767863e+01
1.200000000000000112e-03 1.000000000000000000e+01 1.059223241731219699e-02 2.542135780154996993e+01
1.280000000000000105e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.280000000000000105e-03 5.000000000000000000e-01 2.861452909293284771e-03 7.325319447791436289e+00
1.280000000000000105e-03 1.000000000000000000e+00 4.437916620881402797e-03 1.136106654945660743e+01
1.280000000000000105e-03 1.500000000000000222e+00 5.550767174143015834e-03 1.420996396580588517e+01
1.280000000000000105e-03 2.000000000000000000e+00 6.401006786663300356e-03 1.638657737385896951e+01
1.280000000000000105e-03 2.500000000000000000e+00 7.078797483233050317e-03 1.812172155707565580e+01
1.280000000000000105e-03 3.000000000000000444e+00 7.633942743595386118e-03 1.954289342360679527e+01
1.280000000000000105e-03 3.500000000000000000e+00 8.097259323945848325e-03 2.072898386930310721e+01
1.280000000000000105e-03 4.000000000000000000e+00 8.489280330646621284e-03 2.173255764645679022e+01
1.280000000000000105e-03 4.500000000000000000e+00 8.824426186484506454e-03 2.259053103739749702e+01
1.280000000000000105e-03 5.000000000000000000e+00 9.113233010651906538e-03 2.332987650725815243e+01
1.280000000000000105e-03 5.500000000000000000e+00 9.363640642141650081e-03 2.397092004388645847e+01
1.280000000000000105e-03 6.000000000000000888e+00 9.581783186837477748e-03 2.452936495829505148e+01
1.280000000000000105e-03 6.500000000000000888e+00 9.772497819299409347e-03 2.501759441740636447e+01
1.280000000000000105e-03 7.000000000000000000e+00 9.939665131134197557e-03 2.544554273570254210e+01
1.280000000000000105e-03 7.500000000000000000e+00 1.008644420594053889e-02 2.582129716720282886e+01
1.280000000000000105e-03 8.000000000000000000e+00 1.021543943353820511e-02 2.615152494987727039e+01
1.280000000000000105e-03 8.500000000000000000e+00 1.032882165844164341e-02 2.644178344560210547e+01
1.280000000000000105e-03 9.000000000000000000e+00 1.042841794751952871e-02 2.669674994566772952e+01
1.280000000000000105e-03 9.500000000000000000e+00 1.051577928448966387e-02 2.692039496830778234e+01
1.280000000000000105e-03 1.000000000000000000e+01 1.059223241731222301e-02 2.711611498830423983e+01
1.360000000000000098e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.360000000000000098e-03 5.000000000000000000e-01 2.861452909293235331e-03 7.783151913278319789e+00
1.360000000000000098e-03 1.000000000000000000e+00 4.437916620879749606e-03 1.207113320879306251e+01
1.360000000000000098e-03 1.500000000000000222e+00 5.550767174143058334e-03 1.509808671366907973e+01
1.360000000000000098e-03 2.000000000000000000e+00 6.401006786663399235e-03 1.741073845972461598e+01
1.360000000000000098e-03 2.500000000000000000e+00 7.078797483232274028e-03 1.925432915439277792e+01
1.360000000000000098e-03 3.000000000000000444e+00 7.633942743595296780e-03 2.076432426258156738e+01
1.360000000000000098e-03 3.500000000000000000e+00 8.097259323945773732e-03 2.202454536113368633e+01
1.360000000000000098e-03 4.000000000000000000e+00 8.489280330647474768e-03 2.309084249936185884e+01
1.360000000000000098e-03 4.500000000000000000e+00 8.824426186484433596e-03 2.400243922723310774e+01
1.360000000000000098e-03 5.000000000000000000e+00 9.113233010651795515e-03 2.478799378897306127e+01
1.360000000000000098e-03 5.500000000000000000e+00 9.363640642141672632e-03 2.546910254661721851e+01
1.360000000000000098e-03 6.000000000000000888e+00 9.581783186837415298e-03 2.606245026819803456e+01
1.360000000000000098e-03 6.500000000000000888e+00 9.772497819299336488e-03 2.658119406848819111e+01
1.360000000000000098e-03 7.000000000000000000e+00 9.939665131134187148e-03 2.703588915668742132e+01
1.360000000000000098e-03 7.500000000000000000e+00 1.008644420594066206e-02 2.743512824017468787e+01
1.360000000000000098e-03 8.000000000000000000e+00 1.021543943353801602e-02 2.778599525921077174e+01
1.360000000000000098e-03 8.500000000000000000e+00 1.032882165844187412e-02 2.809439491095744401e+01
1.360000000000000098e-03 9.000000000000000000e+00 1.042841794751941074e-02 2.836529681723987295e+01
1.360000000000000098e-03 9.500000000000000000e+00 1.051577928448973499e-02 2.860291965378625179e+01
1.360000000000000098e-03 1.000000000000000000e+01 1.059223241731201484e-02 2.881087217507239018e+01
1.440000000000000091e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.440000000000000091e-03 5.000000000000000000e-01 2.861452909293270459e-03 8.240984378764336427e+00
1.440000000000000091e-03 1.000000000000000000e+00 4.437916620882073268e-03 1.278119986814022546e+01
1.440000000000000091e-03 1.500000000000000222e+00 5.550767174143119917e-03 1.598620946153140387e+01
1.440000000000000091e-03 2.000000000000000000e+00 6.401006786663336785e-03 1.843489954558678789e+01
1.440000000000000091e-03 2.500000000000000000e+00 7.078797483232288773e-03 2.038693675170816277e+01
1.440000000000000091e-03 3.000000000000000444e+00 7.633942743595292443e-03 2.198575510155634305e+01
1.440000000000000091e-03 3.500000000000000000e+00 8.097259323945917714e-03 2.332010685296079089e+01
1.440000000000000091e-03 4.000000000000000000e+00 8.489280330647283948e-03 2.444912735226692391e+01
1.440000000000000091e-03 4.500000000000000000e+00 8.824426186484395432e-03 2.541434741706871847e+01
1.440000000000000091e-03 5.000000000000000000e+00 9.113233010652055724e-03 2.624611107068103166e+01
1.440000000000000091e-03 5.500000000000000000e+00 9.363640642141703857e-03 2.696728504936185544e+01
1.440000000000000091e-03 6.000000000000000888e+00 9.581783186837543667e-03 2.759553557808713720e+01
1.440000000000000091e-03 6.500000000000000888e+00 9.772497819299272304e-03 2.814479371957695619e+01
1.440000000000000091e-03 7.000000000000000000e+00 9.939665131134249598e-03 2.862623557767229698e+01
1.440000000000000091e-03 7.500000000000000000e+00 1.008644420594053542e-02 2.904895931310491619e+01
1.440000000000000091e-03 8.000000000000000000e+00 1.021543943353803163e-02 2.942046556858590733e+01
1.440000000000000091e-03 8.500000000000000000e+00 1.032882165844187239e-02 2.974700637632665590e+01
1.440000000000000091e-03 9.000000000000000000e+00 1.042841794751940727e-02 3.003384368883976663e+01
1.440000000000000091e-03 9.500000000000000000e+00 1.051577928448998306e-02 3.028544433927859814e+01
1.440000000000000091e-03 1.000000000000000000e+01 1.059223241731230107e-02 3.050562936185441387e+01
1.520000000000000084e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.520000000000000084e-03 5.000000000000000000e-01 2.861452909293354160e-03 8.698816844252085900e+00
1.520000000000000084e-03 1.000000000000000000e+00 4.437916620881676016e-03 1.349126652748044819e+01
1.520000000000000084e-03 1.500000000000000222e+00 5.550767174143094763e-03 1.687433220939459844e+01
1.520000000000000084e-03 2.000000000000000000e+00 6.401006786663299489e-03 1.945906063145590181e+01
1.520000000000000084e-03 2.500000000000000000e+00 7.078797483232230660e-03 2.151954434902354762e+01
1.520000000000000084e-03 3.000000000000000444e+00 7.633942743595508416e-03 2.320718594052764772e+01
1.520000000000000084e-03 3.500000000000000000e+00 8.097259323945718221e-03 2.461566834479137000e+01
1.520000000000000084e-03 4.000000000000000000e+00 8.489280330646638631e-03 2.580741220516852152e+01
1.520000000000000084e-03 4.500000000000000000e+00 8.824426186484475229e-03 2.682625560691126410e+01
1.520000000000000084e-03 5.000000000000000000e+00 9.113233010651944702e-03 2.770422835237512516e+01
1.520000000000000084e-03 5.500000000000000000e+00 9.363640642141660489e-03 2.846546755211343083e+01
1.520000000000000084e-03 6.000000000000000888e+00 9.581783186837439584e-03 2.912862088798318183e+01
1.520000000000000084e-03 6.500000000000000888e+00 9.772497819299664351e-03 2.970839337067959818e+01
1.520000000000000084e-03 7.000000000000000000e+00 9.939665131134102147e-03 3.021658199864329930e+01
1.520000000000000084e-03 7.500000000000000000e+00 1.008644420594065685e-02 3.066279038603514451e+01
1.520000000000000084e-03 8.000000000000000000e+00 1.021543943353788939e-02 3.105493587794716603e+01
1.520000000000000084e-03 8.500000000000000000e+00 1.032882165844178912e-02 3.139961784165423708e+01
1.520000000000000084e-03 9.000000000000000000e+00 1.042841794751950962e-02 3.170239056045354076e+01
1.520000000000000084e-03 9.500000000000000000e+00 1.051577928448983040e-02 3.196796902484033609e+01
1.520000000000000084e-03 1.000000000000000000e+01 1.059223241731228372e-02 3.220038654862256067e+01
1.600000000000000077e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000077e-03 5.000000000000000000e-01 2.861452909293215382e-03 9.156649309738970288e+00
1.600000000000000077e-03 1.000000000000000000e+00 4.437916620879017553e-03 1.420133318681275725e+01
1.600000000000000077e-03 1.500000000000000222e+00 5.550767174143174561e-03 1.776245495725865808e+01
1.600000000000000077e-03 2.000000000000000000e+00 6.401006786663446940e-03 2.048322171732327845e+01
1.600000000000000077e-03 2.500000000000000000e+00 7.078797483232985265e-03 2.265215194634760820e+01
1.600000000000000077e-03 3.000000000000000444e+00 7.633942743595454640e-03 2.442861677950589083e+01
1.600000000000000077e-03 3.500000000000000000e+00 8.097259323945858733e-03 2.591122983662888402e+01
1.600000000000000077e-03 4.000000000000000000e+00 8.489280330646283013e-03 2.716569705806665169e+01
1.600000000000000077e-03 4.500000000000000000e+00 8.824426186483855933e-03 2.823816379675381327e+01
1.600000000000000077e-03 5.000000000000000000e+00 9.113233010652140725e-03 2.916234563409697600e+01
1.600000000000000077e-03 5.500000000000000000e+00 9.363640642141669163e-03 2.996365005485113286e+01
1.600000000000000077e-03 6.000000000000000888e+00 9.581783186837366725e-03 3.066170619788616136e+01
1.600000000000000077e-03 6.500000000000000888e+00 9.772497819299223731e-03 3.127199302174754791e+01
1.600000000000000077e-03 7.000000000000000000e+00 9.939665131134112555e-03 3.180692841961430162e+01
1.600000000000000077e-03 7.500000000000000000e+00 1.008644420594064124e-02 3.227662145903475732e+01
1.600000000000000077e-03 8.000000000000000000e+00 1.021543943353795184e-02 3.268940618730842118e+01
1.600000000000000077e-03 8.500000000000000000e+00 1.032882165844172147e-02 3.305222930700957562e+01
1.600000000000000077e-03 9.000000000000000000e+00 1.042841794751945064e-02 3.337093743205343799e+01
1.600000000000000077e-03 9.500000000000000000e+00 1.051577928448986857e-02 3.365049371038819714e+01
1.600000000000000077e-03 1.000000000000000000e+01 1.059223241731229760e-02 3.389514373539071102e+01
1.680000000000000070e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.680000000000000070e-03 5.000000000000000000e-01 2.861452909293333343e-03 9.614481775225419469e+00
1.680000000000000070e-03 1.000000000000000000e+00 4.437916620879524959e-03 1.491139984615514891e+01
1.680000000000000070e-03 1.500000000000000222e+00 5.550767174143161550e-03 1.865057770512011714e+01
1.680000000000000070e-03 2.000000000000000000e+00 6.401006786663844192e-03 2.150738280319065865e+01
1.680000000000000070e-03 2.500000000000000000e+00 7.078797483232123107e-03 2.378475954365952205e+01
1.680000000000000070e-03 3.000000000000000444e+00 7.633942743595916076e-03 2.565004761848066295e+01
1.680000000000000070e-03 3.500000000000000000e+00 8.097259323945860468e-03 2.720679132845599213e+01
1.680000000000000070e-03 4.000000000000000000e+00 8.489280330645752187e-03 2.852398191097172031e+01
1.680000000000000070e-03 4.500000000000000000e+00 8.824426186484601864e-03 2.965007198660330090e+01
1.680000000000000070e-03 5.000000000000000000e+00 9.113233010652078275e-03 3.062046291578413104e+01
1.680000000000000070e-03 5.500000000000000000e+00 9.363640642141762838e-03 3.146183255758883135e+01
1.680000000000000070e-03 6.000000000000000888e+00 9.581783186837429175e-03 3.219479150777526399e+01
1.680000000000000070e-03 6.500000000000000888e+00 9.772497819299277508e-03 3.283559267285018990e+01
1.680000000000000070e-03 7.000000000000000000e+00 9.939665131134199291e-03 3.339727484061305773e+01
1.680000000000000070e-03 7.500000000000000000e+00 1.008644420594056491e-02 3.389045253196498919e+01
1.680000000000000070e-03 8.000000000000000000e+00 1.021543943353789632e-02 3.432387649669743723e+01
1.680000000000000070e-03 8.500000000000000000e+00 1.032882165844151677e-02 3.470484077235103371e+01
1.680000000000000070e-03 9.000000000000000000e+00 1.042841794751952697e-02 3.503948430366720856e+01
1.680000000000000070e-03 9.500000000000000000e+00 1.051577928448980785e-02 3.533301839586666659e+01
1.680000000000000070e-03 1.000000000000000000e+01 1.059223241731217097e-02 3.558990092217273116e+01
1.760000000000000063e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.760000000000000063e-03 5.000000000000000000e-01 2.861452909293306021e-03 1.007231424071186865e+01
1.760000000000000063e-03 1.000000000000000000e+00 4.437916620881561525e-03 1.562146650550296023e+01
1.760000000000000063e-03 1.500000000000000222e+00 5.550767174143192775e-03 1.953870045298417679e+01
1.760000000000000063e-03 2.000000000000000000e+00 6.401006786663299489e-03 2.253154388905283412e+01
1.760000000000000063e-03 2.500000000000000000e+00 7.078797483232586278e-03 2.491736714097664418e+01
1.760000000000000063e-03 3.000000000000000444e+00 7.633942743595976792e-03 2.687147845745543862e+01
1.760000000000000063e-03 3.500000000000000000e+00 8.097259323945983633e-03 2.850235282029003869e+01
1.760000000000000063e-03 4.000000000000000000e+00 8.489280330646645570e-03 2.988226676388025638e+01
1.760000000000000063e-03 4.500000000000000000e+00 8.824426186484744111e-03 3.106198017643196962e+01
1.760000000000000063e-03 5.000000000000000000e+00 9.113233010652123378e-03 3.207858019749904344e+01
1.760000000000000063e-03 5.500000000000000000e+00 9.363640642141549467e-03 3.296001506034041029e+01
1.760000000000000063e-03 6.000000000000000888e+00 9.581783186837415298e-03 3.372787681765048973e+01
1.760000000000000063e-03 6.500000000000000888e+00 9.772497819299234140e-03 3.439919232392507809e+01
1.760000000000000063e-03 7.000000000000000000e+00 9.939665131134022349e-03 3.498762126159793695e+01
1.760000000000000063e-03 7.500000000000000000e+00 1.008644420594070543e-02 3.550428360490909085e+01
1.760000000000000063e-03 8.000000000000000000e+00 1.021543943353797265e-02 3.595834680605869238e+01
1.760000000000000063e-03 8.500000000000000000e+00 1.032882165844192443e-02 3.635745223772024559e+01
1.760000000000000063e-03 9.000000000000000000e+00 1.042841794751944891e-02 3.670803117525323245e+01
1.760000000000000063e-03 9.500000000000000000e+00 1.051577928448988765e-02 3.701554308140065075e+01
1.760000000000000063e-03 1.000000000000000000e+01 1.059223241731217791e-02 3.728465810892700460e+01
1.840000000000000056e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.840000000000000056e-03 5.000000000000000000e-01 2.861452909293329006e-03 1.053014670619918647e+01
1.840000000000000056e-03 1.000000000000000000e+00 4.437916620882460111e-03 1.633153316484738582e+01
1.840000000000000056e-03 1.500000000000000222e+00 5.550767174143176295e-03 2.042682320084650271e+01
1.840000000000000056e-03 2.000000000000000000e+00 6.401006786663303826e-03 2.355570497491673976e+01
1.840000000000000056e-03 2.500000000000000000e+00 7.078797483232231527e-03 2.604997473829549648e+01
1.840000000000000056e-03 3.000000000000000444e+00 7.633942743595694899e-03 2.809290929642674328e+01
1.840000000000000056e-03 3.500000000000000000e+00 8.097259323945673118e-03 2.979791431211714681e+01
1.840000000000000056e-03 4.000000000000000000e+00 8.489280330647625689e-03 3.124055161677838299e+01
1.840000000000000056e-03 4.500000000000000000e+00 8.824426186484348594e-03 3.247388836625370345e+01
1.840000000000000056e-03 5.000000000000000000e+00 9.113233010651972457e-03 3.353669747920007183e+01
1.840000000000000056e-03 5.500000000000000000e+00 9.363640642141646611e-03 3.445819756307116677e+01
1.840000000000000056e-03 6.000000000000000888e+00 9.581783186837522850e-03 3.526096212754653436e+01
1.840000000000000056e-03 6.500000000000000888e+00 9.772497819299423225e-03 3.596279197501384317e+01
1.840000000000000056e-03 7.000000000000000000e+00 9.939665131134175005e-03 3.657796768255505526e+01
1.840000000000000056e-03 7.500000000000000000e+00 1.008644420594050420e-02 3.711811467786707652e+01
1.840000000000000056e-03 8.000000000000000000e+00 1.021543943353796571e-02 3.759281711541995463e+01
1.840000000000000056e-03 8.500000000000000000e+00 1.032882165844209617e-02 3.801006370308945748e+01
1.840000000000000056e-03 9.000000000000000000e+00 1.042841794751933962e-02 3.837657804688087992e+01
1.840000000000000056e-03 9.500000000000000000e+00 1.051577928448982520e-02 3.869806776694850470e+01
1.840000000000000056e-03 1.000000000000000000e+01 1.059223241731216056e-02 3.897941529570903185e+01
1.920000000000000265e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.920000000000000265e-03 5.000000000000000000e-01 2.861452909293260485e-03 1.098797917168607086e+01
1.920000000000000265e-03 1.000000000000000000e+00 4.437916620883237268e-03 1.704159982419172792e+01
1.920000000000000265e-03 1.500000000000000222e+00 5.550767174143078284e-03 2.131494594870969550e+01
1.920000000000000265e-03 2.000000000000000000e+00 6.401006786663225763e-03 2.457986606078758740e+01
1.920000000000000265e-03 2.500000000000000000e+00 7.078797483232176016e-03 2.718258233560914761e+01
1.920000000000000265e-03 3.000000000000000444e+00 7.633942743595002745e-03 2.931434013539458050e+01
1.920000000000000265e-03 3.500000000000000000e+00 8.097259323945518728e-03 3.109347580394772237e+01
1.920000000000000265e-03 4.000000000000000000e+00 8.489280330646409647e-03 3.259883646967998061e+01
1.920000000000000265e-03 4.500000000000000000e+00 8.824426186484492576e-03 3.388579655610318753e+01
1.920000000000000265e-03 5.000000000000000000e+00 9.113233010651944702e-03 3.499481476090110732e+01
1.920000000000000265e-03 5.500000000000000000e+00 9.363640642141755899e-03 3.595638006582968416e+01
1.920000000000000265e-03 6.000000000000000888e+00 9.581783186837517646e-03 3.679404743744952100e+01
1.920000000000000265e-03 6.500000000000000888e+00 9.772497819299386795e-03 3.752639162608873136e+01
1.920000000000000265e-03 7.000000000000000000e+00 9.939665131134206230e-03 3.816831410353993448e+01
1.920000000000000265e-03 7.500000000000000000e+00 1.008644420594081298e-02 3.873194575078342439e+01
1.920000000000000265e-03 8.000000000000000000e+00 1.021543943353785816e-02 3.922728742476733288e+01
1.920000000000000265e-03 8.500000000000000000e+00 1.032882165844143350e-02 3.966267516840316176e+01
1.920000000000000265e-03 9.000000000000000000e+00 1.042841794751948013e-02 4.004512491845302691e+01
1.920000000000000265e-03 9.500000000000000000e+00 1.051577928448988244e-02 4.038059245244085815e+01
1.920000000000000265e-03 1.000000000000000000e+01 1.059223241731220913e-02 4.067417248246329819e+01
2.000000000000000042e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000042e-03 5.000000000000000000e-01 2.861452909293293444e-03 1.144581163717295347e+01
2.000000000000000042e-03 1.000000000000000000e+00 4.437916620881051516e-03 1.775166648352433540e+01
2.000000000000000042e-03 1.500000000000000222e+00 5.550767174142831953e-03 2.220306869657202142e+01
2.000000000000000042e-03 2.000000000000000000e+00 6.401006786663262192e-03 2.560402714665323387e+01
2.000000000000000042e-03 2.500000000000000000e+00 7.078797483232414540e-03 2.831518993292800346e+01
2.000000000000000042e-03 3.000000000000000444e+00 7.633942743595951638e-03 3.053577097438670052e+01
2.000000000000000042e-03 3.500000000000000000e+00 8.097259323945869142e-03 3.238903729578523638e+01
2.000000000000000042e-03 4.000000000000000000e+00 8.489280330646680264e-03 3.395712132258157823e+01
2.000000000000000042e-03 4.500000000000000000e+00 8.824426186484778806e-03 3.529770474593879470e+01
2.000000000000000042e-03 5.000000000000000000e+00 9.113233010651854496e-03 3.645293204260907771e+01
2.000000000000000042e-03 5.500000000000000000e+00 9.363640642141598039e-03 3.745456256857432464e+01
2.000000000000000042e-03 6.000000000000000888e+00 9.581783186837619995e-03 3.832713274734555853e+01
2.000000000000000042e-03 6.500000000000000888e+00 9.772497819299294855e-03 3.908999127719137334e+01
2.000000000000000042e-03 7.000000000000000000e+00 9.939665131134171536e-03 3.975866052453869059e+01
2.000000000000000042e-03 7.500000000000000000e+00 1.008644420594049552e-02 4.034577682376916385e+01
2.000000000000000042e-03 8.000000000000000000e+00 1.021543943353798480e-02 4.086175773418410273e+01
2.000000000000000042e-03 8.500000000000000000e+00 1.032882165844176657e-02 4.131528663375849675e+01
2.000000000000000042e-03 9.000000000000000000e+00 1.042841794751950268e-02 4.171367179008067438e+01
2.000000000000000042e-03 9.500000000000000000e+00 1.051577928448976101e-02 4.206311713796095830e+01
2.000000000000000042e-03 1.000000000000000000e+01 1.059223241731209984e-02 4.236892966921757164e+01
2.080000000000000251e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.080000000000000251e-03 5.000000000000000000e-01 2.861452909293392324e-03 1.190364410266113815e+01
2.080000000000000251e-03 1.000000000000000000e+00 4.437916620881563259e-03 1.846173314286716050e+01
2.080000000000000251e-03 1.500000000000000222e+00 5.550767174142968129e-03 2.309119144443434735e+01
2.080000000000000251e-03 2.000000000000000000e+00 6.401006786663397501e-03 2.662818823252234424e+01
2.080000000000000251e-03 2.500000000000000000e+00 7.078797483233248942e-03 2.944779753024685931e+01
2.080000000000000251e-03 3.000000000000000444e+00 7.633942743595153665e-03 3.175720181336147263e+01
2.080000000000000251e-03 3.500000000000000000e+00 8.097259323945931592e-03 3.368459878760887705e+01
2.080000000000000251e-03 4.000000000000000000e+00 8.489280330647214559e-03 3.531540617549011785e+01
2.080000000000000251e-03 4.500000000000000000e+00 8.824426186484712886e-03 3.670961293577440188e+01
2.080000000000000251e-03 5.000000000000000000e+00 9.113233010652001947e-03 3.791104932430317120e+01
2.080000000000000251e-03 5.500000000000000000e+00 9.363640642141594569e-03 3.895274507130508113e+01
2.080000000000000251e-03 6.000000000000000888e+00 9.581783186837455196e-03 3.986021805724854516e+01
2.080000000000000251e-03 6.500000000000000888e+00 9.772497819299464858e-03 4.065359092828013843e+01
2.080000000000000251e-03 7.000000000000000000e+00 9.939665131134154188e-03 4.134900694552356981e+01
2.080000000000000251e-03 7.500000000000000000e+00 1.008644420594069155e-02 4.195960789671326552e+01
2.080000000000000251e-03 8.000000000000000000e+00 1.021543943353810102e-02 4.249622804350372718e+01
2.080000000000000251e-03 8.500000000000000000e+00 1.032882165844185678e-02 4.296789809909995483e+01
2.080000000000000251e-03 9.000000000000000000e+00 1.042841794751948881e-02 4.338221866169445207e+01
2.080000000000000251e-03 9.500000000000000000e+00 1.051577928448975928e-02 4.374564182348106556e+01
2.080000000000000251e-03 1.000000000000000000e+01 1.059223241731219005e-02 4.406368685601347579e+01
2.160000000000000028e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.160000000000000028e-03 5.000000000000000000e-01 2.861452909293348088e-03 1.236147656814802076e+01
2.160000000000000028e-03 1.000000000000000000e+00 4.437916620882300517e-03 1.917179980221144930e+01
2.160000000000000028e-03 1.500000000000000222e+00 5.550767174143052263e-03 2.397931419229754013e+01
2.160000000000000028e-03 2.000000000000000000e+00 6.401006786663276070e-03 2.765234931838451971e+01
