# Energy    MatrixElement
-3.9678567236e-01 7.8440339494e-06
-3.9628478596e-01 1.7657408325e-29
-3.9572892748e-01 3.6871385746e-29
-3.9559619040e-01 7.6702550650e-08
-3.9466038854e-01 4.2086756326e-27
-3.9465053491e-01 9.0275660229e-07
-3.9336917581e-01 8.9348768837e-29
-3.9309328825e-01 3.0290533084e-07
-3.9209275327e-01 1.3828072031e-28
-3.9108577879e-01 6.1928128436e-06
-3.8956356227e-01 5.4376210276e-29
-3.8949116607e-01 4.3857216905e-09
-3.8923713575e-01 2.9718318886e-06
-3.8885139989e-01 3.7221775505e-06
-3.8844372320e-01 1.9582638353e-29
-3.8813489681e-01 8.9996911547e-30
-3.8689253378e-01 1.1695730675e-05
-3.8590590711e-01 8.6049178807e-30
-3.8511583230e-01 6.0946942333e-07
-3.8500198637e-01 4.6880564078e-30
-3.8409515577e-01 1.0357519473e-29
-3.8396180420e-01 2.1559846171e-29
-3.8372133262e-01 2.7637706237e-05
-3.8334781874e-01 9.9184781825e-30
-3.8256818469e-01 1.4099207548e-05
-3.8093470310e-01 2.3432712143e-06
-3.8040396598e-01 3.0244345913e-29
-3.8038533506e-01 7.2283346079e-07
-3.8017073374e-01 1.0843198012e-05
-3.7952238754e-01 1.0955974294e-06
-3.7871241746e-01 5.5634496885e-09
-3.7848544923e-01 3.0678668042e-30
-3.7804348888e-01 7.1159396591e-30
-3.7690923894e-01 8.8557092525e-05
-3.7630342581e-01 3.3968959127e-05
-3.7539474102e-01 1.8569123048e-27
-3.7537467951e-01 2.2428954172e-05
-3.7522654708e-01 1.1929117344e-27
-3.7482733190e-01 3.5480304819e-09
-3.7435987576e-01 1.0700673785e-29
-3.7363469152e-01 1.0718319360e-04
-3.7331112598e-01 6.9513457767e-07
-3.7306704866e-01 1.4262168213e-28
-3.7275524924e-01 2.2508197846e-04
-3.7229682104e-01 1.1137141192e-05
-3.7213066863e-01 2.8466296185e-05
-3.7141512838e-01 9.6988105820e-30
-3.7077572876e-01 9.9056175561e-30
-3.6977532502e-01 7.0417758802e-08
-3.6843989516e-01 6.3747072166e-30
-3.6722540223e-01 3.9413131827e-06
-3.6706502652e-01 9.3600259388e-30
-3.6562798872e-01 3.8194638877e-29
-3.6548695641e-01 3.4664174043e-06
-3.6538195781e-01 2.5387623312e-29
-3.6482549504e-01 1.4718279630e-29
-3.6409489203e-01 8.9428842729e-30
-3.6392212946e-01 2.2684824749e-06
-3.6161915872e-01 2.7673156934e-27
-3.6160876925e-01 7.7633887421e-06
-3.6056831494e-01 1.9946144887e-07
-3.5991169932e-01 1.0136120579e-29
-3.5968885818e-01 1.1284163461e-29
-3.5924681149e-01 8.2709414829e-06
-3.5906422938e-01 1.1792723064e-29
-3.5886969939e-01 4.1853774773e-06
-3.5763115878e-01 4.1552170808e-07
-3.5714008343e-01 3.9880013063e-08
-3.5603268986e-01 7.7530402704e-30
-3.5566461672e-01 2.5637187451e-06
-3.5562535221e-01 2.0575542647e-29
-3.5517372841e-01 9.6342928466e-08
-3.5514877401e-01 7.3528150265e-30
-3.5427352214e-01 1.4613478856e-07
-3.5398876220e-01 2.9971723503e-30
-3.5197677713e-01 2.4526642911e-30
-3.5173462651e-01 2.6763693837e-30
-3.5016724718e-01 1.9480493401e-07
-3.4977201568e-01 1.0386256286e-30
-3.4963234053e-01 5.8365245993e-31
-3.4805144748e-01 2.0179181918e-30
-3.4751847406e-01 6.3485254215e-06
-3.4714100744e-01 2.1964428495e-29
-3.4702717947e-01 3.9279176394e-06
-3.4665472420e-01 5.1060853948e-30
-3.4501854715e-01 4.0720779366e-30
-3.4460603807e-01 1.8855089986e-05
-3.4448324996e-01 8.9829275756e-30
-3.4412361875e-01 9.5036735759e-29
-3.4398537392e-01 2.3139905361e-05
-3.4372539221e-01 2.3364737598e-06
-3.4264444308e-01 6.9139273981e-08
-3.4199870671e-01 3.5360832286e-27
-3.4198833971e-01 7.1610483730e-05
-3.4125385165e-01 2.0057475627e-29
-3.4080405332e-01 5.0189897866e-07
-3.4052847557e-01 5.8518244783e-30
-3.3913967870e-01 3.3836387539e-07
-3.3868592838e-01 4.8588964902e-30
-3.3820757901e-01 4.1647078348e-30
-3.3693421690e-01 1.4215879765e-07
-3.3637714583e-01 2.0069968269e-06
-3.3634287792e-01 1.2244720230e-28
-3.3611377983e-01 4.4269307115e-06
-3.3586779100e-01 2.2121384406e-06
-3.3480180213e-01 2.6858140255e-08
-3.3475954825e-01 1.2859419466e-29
-3.3259691963e-01 2.1495178912e-05
-3.3245168791e-01 1.7666751991e-29
-3.3216245494e-01 1.6817712969e-07
-3.3168353250e-01 1.2472278994e-29
-3.3077889370e-01 4.7855930806e-09
-3.2994084302e-01 7.6973814445e-07
-3.2887550887e-01 6.4631994487e-06
-3.2767477681e-01 9.3691290293e-07
-3.2762538047e-01 1.0180041349e-28
-3.2740696638e-01 1.0326953714e-29
-3.2650092121e-01 5.6191770885e-06
-3.2635403344e-01 2.8194085675e-29
-3.2584074036e-01 8.4487989576e-29
-3.2516544597e-01 5.6646020542e-07
-3.2466521233e-01 8.0255583952e-30
-3.2441709045e-01 2.0763915722e-06
-3.2210144168e-01 2.0874901986e-07
-3.2126306632e-01 1.2711320203e-29
-3.2098101766e-01 9.7488856337e-06
-3.1892823432e-01 6.0095402951e-30
-3.1849937713e-01 4.7572970453e-06
-3.1839834892e-01 1.0979391405e-07
-3.1780136117e-01 3.5610098896e-30
-3.1715362485e-01 2.6972249592e-30
-3.1658590957e-01 1.2233341509e-30
-3.1643071368e-01 1.2956327678e-28
-3.1638547752e-01 1.0598921000e-07
-3.1637527012e-01 6.1820804301e-07
-3.1474656779e-01 7.6531267352e-06
-3.1444806063e-01 4.3472842451e-06
-3.1311791912e-01 1.5959176342e-29
-3.1293315937e-01 4.1060186619e-30
-3.1250706861e-01 8.0621453294e-30
-3.1243530096e-01 1.9628645821e-29
-3.1079016144e-01 4.6817061128e-30
-3.1020233639e-01 1.5346145124e-29
-3.0998191818e-01 4.7612352281e-06
-3.0996708243e-01 3.4105995473e-28
-3.0990976090e-01 1.6114308796e-06
-3.0906212507e-01 4.2661219590e-30
-3.0893736948e-01 1.3439999186e-08
-3.0884246910e-01 3.4907811020e-30
-3.0788678878e-01 1.9870024987e-29
-3.0602345137e-01 1.6598903503e-04
-3.0591237572e-01 1.3121870237e-28
-3.0468232295e-01 2.7283001417e-29
-3.0452058268e-01 6.3563787484e-05
-3.0354893218e-01 9.9818107350e-30
-3.0272328913e-01 1.8704430851e-05
-3.0246015832e-01 8.4332311284e-30
-3.0210560398e-01 5.6547565486e-05
-3.0026518859e-01 5.6891562816e-08
-2.9931831314e-01 3.1251718830e-05
-2.9849568794e-01 7.3912234477e-06
-2.9843013901e-01 3.1530908455e-30
-2.9694202064e-01 1.1023644042e-04
-2.9544903300e-01 8.3674967927e-29
-2.9490984893e-01 1.2485121731e-04
-2.9489557474e-01 7.4418724501e-27
-2.9421401059e-01 1.9433514922e-03
-2.9380041995e-01 8.2189079495e-04
-2.9367917410e-01 8.5280119004e-28
-2.9307656982e-01 1.1969378888e-04
-2.9260621258e-01 3.4323102727e-05
-2.9052214722e-01 2.5229545818e-05
-2.8990414968e-01 1.5461997648e-28
-2.8965457450e-01 4.7610655900e-05
-2.8947456605e-01 1.1504485261e-28
-2.8939209711e-01 5.7996601141e-07
-2.8874473413e-01 6.5640334560e-29
-2.8783655737e-01 4.1174654352e-04
-2.8682691310e-01 2.8779628076e-29
-2.8583103680e-01 1.5549159689e-28
-2.8578246183e-01 1.3167021278e-05
-2.8490956443e-01 1.4509392740e-29
-2.8437296859e-01 2.6663578372e-04
-2.8393161997e-01 1.0136443926e-06
-2.8382691729e-01 2.8620324816e-29
-2.8324544621e-01 2.0578223218e-06
-2.8292299828e-01 2.9421053376e-07
-2.8204715327e-01 2.3163382490e-06
-2.8162522128e-01 7.7313166185e-30
-2.8076847821e-01 2.3208604062e-29
-2.7962213580e-01 1.2869601209e-29
-2.7930193125e-01 8.2795162603e-06
-2.7883388139e-01 5.9364167843e-30
-2.7849187555e-01 5.2656474905e-06
-2.7751243477e-01 2.2441657925e-29
-2.7710132890e-01 1.9854650361e-29
-2.7611722179e-01 1.1591737649e-28
-2.7604360748e-01 9.8566406258e-06
-2.7489316943e-01 5.1398352541e-06
-2.7238097464e-01 8.8636213318e-30
-2.7183051677e-01 2.5087567890e-29
-2.7148352959e-01 3.2117971528e-05
-2.7132486094e-01 2.0603786627e-28
-2.7113343491e-01 1.4187157855e-28
-2.7007241155e-01 6.3504765859e-27
-2.7004950145e-01 1.2848741299e-05
-2.6900626977e-01 1.3229889235e-29
-2.6727425852e-01 9.4408951942e-07
-2.6662084574e-01 2.9507479544e-07
-2.6598420369e-01 2.0829302521e-29
-2.6470142467e-01 2.0474216103e-05
-2.6363406658e-01 8.6697050487e-07
-2.6337094126e-01 4.9533539584e-29
-2.6295835561e-01 4.1916831244e-29
-2.6284131073e-01 2.1082399116e-06
-2.6183209574e-01 6.4926545133e-29
-2.6130978139e-01 1.2673036490e-06
-2.6052572013e-01 1.8306037602e-06
-2.5976164292e-01 2.5132228636e-06
-2.5926288296e-01 4.2942184966e-29
-2.5007552855e-01 1.4494105668e-28
-2.4985050126e-01 2.4511940149e-05
-2.4881160795e-01 1.6401062959e-29
-2.4804774772e-01 2.4665410142e-06
-2.4722646867e-01 8.0881060401e-30
-2.4677149034e-01 3.3388204674e-06
-2.4664314116e-01 2.8800433089e-29
-2.4535519148e-01 2.5235743766e-05
-2.4530740772e-01 7.0668627692e-28
-2.4404610701e-01 2.4773793707e-07
-2.4385054196e-01 8.6499306262e-07
-2.4322867398e-01 4.6335733768e-07
-2.4172417570e-01 2.1489159115e-05
-2.4043501086e-01 8.6933967841e-30
-2.4020220924e-01 4.8228622632e-29
-2.3974341866e-01 8.7531322245e-06
-2.3925524383e-01 1.8327295927e-29
-2.3832056371e-01 3.1549862778e-29
-2.3714030084e-01 3.0098727372e-06
-2.3701942417e-01 2.4573106416e-08
-2.3627675645e-01 1.0906043519e-29
-2.3559053636e-01 2.3640878184e-29
-2.3486146934e-01 2.2580126875e-07
-2.3447532970e-01 1.1893054320e-29
-2.3389231711e-01 1.2852053343e-28
-2.3301829418e-01 1.1248357017e-27
-2.3284226196e-01 2.6887846609e-04
-2.3040828797e-01 1.0864546473e-05
-2.3030062901e-01 7.4561892641e-29
-2.2969557475e-01 5.2737436449e-06
-2.2855555896e-01 5.2209667732e-29
-2.2808490977e-01 6.0783279867e-07
-2.2693765909e-01 1.9276588660e-29
-2.2593709767e-01 1.4848713622e-29
-2.2569063161e-01 2.7689028155e-29
-2.2553632243e-01 3.5274940840e-06
-2.2517845978e-01 1.2627783668e-29
-2.2424910880e-01 2.3777046329e-29
-2.2265038210e-01 1.9513251428e-05
-2.2255843085e-01 5.4550682586e-29
-2.2033587548e-01 1.3628658242e-04
-2.1880744482e-01 2.9288429255e-09
-2.1831611578e-01 4.7303099497e-05
-2.1830848238e-01 7.9352836973e-27
-2.1777372398e-01 7.7632051623e-07
-2.1594137266e-01 2.2791366980e-29
-2.1557871870e-01 7.2960180134e-07
-2.1443176927e-01 2.0799793504e-07
-2.1376751956e-01 7.6670462558e-30
-2.1311341550e-01 1.9763009159e-08
-2.1311243133e-01 1.1786133286e-28
-2.1179658678e-01 5.0050211467e-05
-2.1139858390e-01 8.0023355415e-05
-2.1077136388e-01 8.7100066910e-05
-2.0984828521e-01 7.0379073083e-05
-2.0949249960e-01 4.2572710043e-29
-2.0858773880e-01 2.2147007355e-04
-2.0782493678e-01 4.2694513563e-08
-2.0775927307e-01 1.8675966741e-29
-2.0585705518e-01 5.5183721353e-30
-2.0545557432e-01 9.4045523868e-30
-2.0486477314e-01 9.3018550419e-30
-2.0464291493e-01 1.0616321605e-29
-2.0432202913e-01 2.0504033665e-29
-2.0300452704e-01 6.9396465748e-04
-2.0210956453e-01 3.2453823212e-02
-2.0120567033e-01 3.2853730144e-05
-2.0102463928e-01 2.1967390955e-29
-2.0076532792e-01 1.1469172116e-04
-1.9877181918e-01 1.3201629529e-29
-1.9864159316e-01 5.4380013445e-30
-1.9764974511e-01 2.5442270404e-29
-1.9563742721e-01 1.1429245902e-29
-1.9528329572e-01 2.5664343310e-04
-1.9423214875e-01 1.0565194561e-29
-1.9299441705e-01 2.4760727460e-05
-1.9294959013e-01 1.1201860291e-28
-1.9245250535e-01 1.9302664111e-06
-1.9084704477e-01 6.0253326670e-28
-1.9051255615e-01 3.9884080480e-04
-1.8959086557e-01 1.9146090160e-04
