# Energy    MatrixElement
-4.1783115626e-01 1.2740131761e-27
-4.1781223689e-01 1.5225719392e-05
-4.1756277423e-01 2.7037390508e-29
-4.1743064807e-01 7.0328842422e-06
-4.1577930551e-01 4.5071637671e-08
-4.1561776568e-01 3.1066164654e-30
-4.1514021520e-01 6.0980325484e-31
-4.1458592452e-01 2.1372375343e-30
-4.1347316085e-01 9.4646799606e-30
-4.1300113308e-01 9.9788708732e-31
-4.1257617359e-01 7.5339252054e-07
-4.1097272892e-01 1.5400877896e-09
-4.1041328205e-01 2.1796369712e-29
-4.0900324869e-01 2.0462286027e-06
-4.0889783795e-01 8.8277529232e-06
-4.0877635907e-01 5.0991458206e-29
-4.0863683201e-01 9.5645551470e-29
-4.0831445067e-01 2.1516335114e-06
-4.0765463316e-01 5.9034128281e-30
-4.0758845581e-01 3.5381855621e-07
-4.0702803432e-01 1.3849657827e-30
-4.0649194855e-01 1.4248898915e-30
-4.0597481897e-01 3.0263239077e-29
-4.0575629204e-01 1.5248493346e-05
-4.0570859939e-01 1.5933228082e-27
-4.0529296347e-01 1.7362658596e-27
-4.0515900399e-01 1.2799118662e-06
-4.0463810339e-01 1.9001453044e-30
-4.0341420495e-01 5.1047230650e-06
-4.0287356705e-01 1.0118809757e-28
-4.0248798580e-01 4.9332631808e-30
-4.0177563325e-01 6.4659720265e-30
-4.0058664413e-01 1.5814307949e-08
-3.9998205686e-01 4.0039092353e-31
-3.9908667766e-01 2.1244534745e-07
-3.9867515288e-01 6.8274846257e-10
-3.9714241952e-01 3.0247808462e-28
-3.9713394863e-01 1.8804826903e-06
-3.9678567236e-01 4.7064203697e-06
-3.9628478596e-01 1.9473033936e-29
-3.9572892748e-01 4.0722743445e-29
-3.9559619040e-01 4.6021530391e-08
-3.9466038854e-01 5.0445295611e-27
-3.9465053491e-01 5.4165396137e-07
-3.9336917581e-01 8.9977423365e-31
-3.9309328825e-01 1.8174319850e-07
-3.9209275327e-01 2.1908262895e-30
-3.9108577879e-01 3.7156877062e-06
-3.8956356227e-01 4.3760276733e-29
-3.8949116607e-01 2.6314330143e-09
-3.8923713575e-01 1.7830991331e-06
-3.8885139989e-01 2.2333065303e-06
-3.8844372320e-01 1.7309042190e-30
-3.8813489681e-01 2.4234692442e-30
-3.8689253378e-01 7.0174384050e-06
-3.8590590711e-01 6.5278806189e-30
-3.8511583230e-01 3.6568165400e-07
-3.8500198637e-01 3.7032652274e-30
-3.8409515577e-01 6.5213961027e-30
-3.8396180420e-01 2.9328766777e-30
-3.8372133262e-01 1.6582623742e-05
-3.8334781874e-01 2.1691335257e-30
-3.8256818469e-01 8.4595245288e-06
-3.8093470310e-01 1.4059627286e-06
-3.8040396598e-01 1.9587830593e-29
-3.8038533506e-01 4.3370007647e-07
-3.8017073374e-01 6.5059188071e-06
-3.7952238754e-01 6.5735845767e-07
-3.7871241746e-01 3.3380698130e-09
-3.7848544923e-01 2.1059159230e-30
-3.7804348888e-01 1.4391305643e-30
-3.7690923894e-01 5.3134255515e-05
-3.7630342581e-01 2.0381375476e-05
-3.7539474102e-01 9.1165567535e-28
-3.7537467951e-01 1.3457372504e-05
-3.7522654708e-01 4.7632574749e-29
-3.7482733190e-01 2.1288182890e-09
-3.7435987576e-01 9.5181341506e-30
-3.7363469152e-01 6.4309916163e-05
-3.7331112598e-01 4.1708074660e-07
-3.7306704866e-01 9.8766586998e-29
-3.7275524924e-01 1.3504918708e-04
-3.7229682104e-01 6.6822847153e-06
-3.7213066863e-01 1.7079777711e-05
-3.7141512838e-01 5.4023482657e-30
-3.7077572876e-01 7.0753327426e-30
-3.6977532502e-01 4.2250655282e-08
-3.6843989516e-01 3.1632672541e-30
-3.6722540223e-01 2.3647879096e-06
-3.6706502652e-01 3.6274101459e-30
-3.6562798872e-01 5.6577226111e-30
-3.6548695641e-01 2.0798504426e-06
-3.6538195781e-01 6.9404734922e-31
-3.6482549504e-01 1.0266498518e-28
-3.6409489203e-01 9.1693640718e-30
-3.6392212946e-01 1.3610894849e-06
-3.6161915872e-01 1.9311782141e-28
-3.6160876925e-01 4.6580332452e-06
-3.6056831494e-01 1.1967686932e-07
-3.5991169932e-01 6.7890875270e-31
-3.5968885818e-01 1.0435055540e-29
-3.5924681149e-01 4.9625648897e-06
-3.5906422938e-01 7.5764048090e-30
-3.5886969939e-01 2.5112264864e-06
-3.5763115878e-01 2.4931302485e-07
-3.5714008343e-01 2.3928007838e-08
-3.5603268986e-01 3.2727527945e-30
-3.5566461672e-01 1.5382312471e-06
-3.5562535221e-01 1.1238793002e-29
-3.5517372841e-01 5.7805757085e-08
-3.5514877401e-01 2.9761217958e-30
-3.5427352214e-01 8.7680873138e-08
-3.5398876220e-01 1.5361743121e-30
-3.5197677713e-01 1.8812737207e-30
-3.5173462651e-01 6.1803596599e-31
-3.5016724718e-01 1.1688296041e-07
-3.4977201568e-01 8.4187755120e-31
-3.4963234053e-01 3.7078955975e-31
-3.4805144748e-01 1.6787857342e-30
-3.4751847406e-01 3.8091152529e-06
-3.4714100744e-01 7.3072679244e-30
-3.4702717947e-01 2.3567505837e-06
-3.4665472420e-01 2.9662232265e-30
-3.4501854715e-01 2.4906249162e-30
-3.4460603807e-01 1.1313053992e-05
-3.4448324996e-01 6.9106948019e-30
-3.4412361875e-01 9.0273698472e-29
-3.4398537392e-01 1.3883943216e-05
-3.4372539221e-01 1.4018842559e-06
-3.4264444308e-01 4.1483564388e-08
-3.4199870671e-01 4.2254969052e-27
-3.4198833971e-01 4.2966290238e-05
-3.4125385165e-01 1.3674733122e-29
-3.4080405332e-01 3.0113938719e-07
-3.4052847557e-01 1.8482504363e-30
-3.3913967870e-01 2.0301832523e-07
