# Energy    MatrixElement
-1.9877181918e-01 4.0828902786e-30
-1.9864159316e-01 4.8235112034e-30
-1.9764974511e-01 1.7233798011e-29
-1.9563742721e-01 3.9278982509e-30
-1.9528329572e-01 4.6443228988e-05
-1.9423214875e-01 1.1230036180e-29
-1.9299441705e-01 4.1780262525e-06
-1.9294959013e-01 7.3592902172e-30
-1.9245250535e-01 4.6219282889e-07
-1.9084704477e-01 4.6604912090e-29
-1.9051255615e-01 2.7711123937e-05
-1.8959086557e-01 1.1418485124e-05
-1.8913870194e-01 2.5108311876e-29
-1.8738324541e-01 1.6862186759e-04
-1.8696654038e-01 1.7685633913e-28
-1.8665915403e-01 1.0789947838e-05
-1.8547095393e-01 1.6051689294e-06
-1.8493643091e-01 6.9866032282e-07
-1.8413890478e-01 7.7900483294e-06
-1.8270429524e-01 5.2210756319e-30
-1.8103405271e-01 1.4432700360e-08
-1.8062841309e-01 9.2780370235e-30
-1.8051774449e-01 6.8155140659e-07
-1.7968450148e-01 1.8433440733e-29
-1.7754598801e-01 1.3723562157e-06
-1.7753043551e-01 3.6974512267e-28
-1.7610670869e-01 7.3434666351e-30
-1.7504737598e-01 1.4993399085e-07
-1.7460956285e-01 4.9813278200e-07
-1.7366233117e-01 3.6762238816e-30
-1.7337450941e-01 2.6893154768e-29
-1.7319194233e-01 2.9739401764e-06
-1.7274013018e-01 1.1755883435e-29
-1.7206419004e-01 3.7524586637e-05
-1.7052496584e-01 9.5793114855e-29
-1.6834316623e-01 1.0752525740e-05
-1.6737317689e-01 2.1573884586e-30
-1.6671203273e-01 7.5871905559e-29
-1.6598724906e-01 5.4268792665e-30
-1.6566166289e-01 4.4326943651e-30
-1.6520662615e-01 1.7538215799e-05
-1.6503680370e-01 4.4760428563e-29
-1.6332444849e-01 2.5536581388e-08
-1.6194021106e-01 1.9707762846e-04
-1.6175494551e-01 9.1441608981e-28
-1.5990131531e-01 5.6280388786e-05
-1.5961897460e-01 1.5279276505e-06
-1.5901036026e-01 3.5536941202e-29
-1.5887436469e-01 1.4353034198e-29
-1.5567883816e-01 5.3714570286e-30
-1.5511044187e-01 7.8440675807e-05
-1.5495583515e-01 5.4276917842e-07
-1.5395484398e-01 2.6097431667e-29
-1.5384183850e-01 2.2421303131e-06
-1.5174813392e-01 2.2866370401e-05
-1.4978265324e-01 6.5253239136e-29
-1.4964803342e-01 2.3134492269e-06
-1.4848265571e-01 3.6503604283e-27
-1.4801411302e-01 2.1094808000e-03
-1.4779726816e-01 2.1195207536e-27
-1.4727500199e-01 1.2649682358e-05
-1.4678358478e-01 2.7494939298e-04
