Ef (V/um) | GS1 (meV) | GS2 (meV) | Gap (micro-eV)
0.000000000000000000e+00 -6.179408886954957936e+00 -6.179408886954863789e+00 9.414691248821327463e-11
5.000000000000000971e-03 -6.179527291609259620e+00 -6.179178899926492718e+00 3.483916827669020222e-01
1.000000000000000194e-02 -6.179534114408275158e+00 -6.178837332520833669e+00 6.967818874414888342e-01
1.500000000000000291e-02 -6.179429358386574478e+00 -6.178384189250319736e+00 1.045169136254742170e+00
2.000000000000000389e-02 -6.179213029093617138e+00 -6.177819477142088012e+00 1.393551951529126143e+00
2.500000000000000486e-02 -6.178885134593020467e+00 -6.177143205737307241e+00 1.741928855713226199e+00
3.000000000000000583e-02 -6.178445685461765535e+00 -6.176355387089803806e+00 2.090298371961729629e+00
3.500000000000000333e-02 -6.177894694788135688e+00 -6.175456035764527840e+00 2.438659023607847587e+00
4.000000000000000777e-02 -6.177232178170049437e+00 -6.174445168835386077e+00 2.787009334663359539e+00
4.500000000000001221e-02 -6.176458153712724553e+00 -6.173322805883001863e+00 3.135347829722689994e+00
5.000000000000000278e-02 -6.175572642026374126e+00 -6.172088968992025748e+00 3.483673034348377939e+00
