# L  alpha(eV.A)  gap_ueV_2nd  gap_ueV_4th
2.000000000000000000e+01 3.226719242058406702e-04 3.226719241626596624e-01
2.300000000000000000e+01 3.337125422616668362e-04 3.337125422612358117e-01
2.600000000000000000e+01 3.414315371516178947e-04 3.414315371385451270e-01
2.900000000000000000e+01 3.469875909886245644e-04 3.469875909821104609e-01
3.200000000000000000e+01 3.510523367041450604e-04 3.510523367018097973e-01
3.500000000000000000e+01 3.540428674911515541e-04 3.540428674952966759e-01
3.800000000000000000e+01 3.562328524988885936e-04 3.562328524968003118e-01
4.100000000000000000e+01 3.578098725157012930e-04 3.578098725191825036e-01
4.400000000000000000e+01 3.589071249553525949e-04 3.589071249517593598e-01
4.700000000000000000e+01 3.596220059310007875e-04 3.596220059290909932e-01
5.000000000000000000e+01 3.600275337953549913e-04 3.600275337999232494e-01
5.300000000000000000e+01 3.601796523198543508e-04 3.601796523160574748e-01
5.600000000000000000e+01 3.601220535177055045e-04 3.601220535183642379e-01
5.900000000000000000e+01 3.598894504297535640e-04 3.598894504337843969e-01
6.200000000000000000e+01 3.595098503074591447e-04 3.595098503072786111e-01
6.500000000000000000e+01 3.590061657167639177e-04 3.590061657112939009e-01
6.800000000000000000e+01 3.583973769478202248e-04 3.583973769471018866e-01
7.100000000000000000e+01 3.576993842227924221e-04 3.576993842238033183e-01
7.400000000000000000e+01 3.569256416622145888e-04 3.569256416644135399e-01
7.700000000000000000e+01 3.560876353023833944e-04 3.560876352998090244e-01
8.000000000000000000e+01 3.551952481084356419e-04 3.551952481108165971e-01
