-6.270050183758027994e-03 -6.266995779210761050e-03
-6.253390054471256662e-03 -6.250457331446171785e-03
-6.237405770564366340e-03 -6.234594789588199931e-03
-6.222097538830660864e-03 -6.219408357917621810e-03
-6.207465557377324535e-03 -6.204898232027310917e-03
-6.193510015606387004e-03 -6.191064598804322562e-03
-6.180231094219141609e-03 -6.177907636433569750e-03
-6.167628965198374003e-03 -6.165427514380881872e-03
-6.155703791816718312e-03 -6.153624393400794479e-03
-6.144455728615676529e-03 -6.142498425515299787e-03
-6.133884921412423828e-03 -6.132049754022119575e-03
-6.123991507284127535e-03 -6.122278513477764743e-03
-6.114775614574180854e-03 -6.113184829703572146e-03
-6.106237362877893135e-03 -6.104768819773113107e-03
-6.098376863045065072e-03 -6.097030592013274151e-03
-6.091194217170707061e-03 -6.089970245995577312e-03
-6.084689518594774658e-03 -6.083587872535980642e-03
-6.078862851899749509e-03 -6.077883553692421843e-03
-6.073714292903506159e-03 -6.072857362757775289e-03
-6.069243908660527237e-03 -6.068509364261349091e-03
-6.065451757456606467e-03 -6.064839613962800559e-03
-6.062337888809536494e-03 -6.061848158854225670e-03
-6.059902343468422797e-03 -6.059535037158223988e-03
-6.058145153405531357e-03 -6.057900278320874771e-03
-6.057066341820395612e-03 -6.056943903014580174e-03
-6.056665923138944765e-03 -6.056665923138813794e-03
-6.057066341820288059e-03 -6.056943903014548949e-03
-6.058145153405571255e-03 -6.057900278320837474e-03
-6.059902343468365551e-03 -6.059535037158225723e-03
-6.062337888809623231e-03 -6.061848158854272507e-03
-6.065451757456628151e-03 -6.064839613962775405e-03
-6.069243908660555860e-03 -6.068509364261285774e-03
-6.073714292903527844e-03 -6.072857362757842943e-03
-6.078862851899758182e-03 -6.077883553692501641e-03
-6.084689518594740831e-03 -6.083587872535923396e-03
-6.091194217170726143e-03 -6.089970245995516597e-03
-6.098376863045103236e-03 -6.097030592013217773e-03
-6.106237362877913084e-03 -6.104768819773108771e-03
-6.114775614574246773e-03 -6.113184829703558268e-03
-6.123991507284219475e-03 -6.122278513477691017e-03
-6.133884921412372654e-03 -6.132049754022123045e-03
-6.144455728615663519e-03 -6.142498425515341420e-03
-6.155703791816728720e-03 -6.153624393400734631e-03
-6.167628965198360992e-03 -6.165427514380958200e-03
-6.180231094219112119e-03 -6.177907636433568016e-03
-6.193510015606430372e-03 -6.191064598804311286e-03
-6.207465557377347953e-03 -6.204898232027315254e-03
-6.222097538830659129e-03 -6.219408357917603596e-03
-6.237405770564372412e-03 -6.234594789588245034e-03
-6.253390054471295693e-03 -6.250457331446109335e-03
-6.270050183758020187e-03 -6.266995779210755846e-03
