-2.799999999999999972e-03 6.912866305663761812e-03 7.114068962908268179e-03
-2.613333333333333394e-03 6.971485763982321338e-03 7.159365873642575817e-03
-2.426666666666666815e-03 7.026547021301093876e-03 7.201085765122058890e-03
-2.239999999999999804e-03 7.078046042786403924e-03 7.239225946330044015e-03
-2.053333333333333226e-03 7.125979041241750633e-03 7.273783973831812744e-03
-1.866666666666666648e-03 7.170342477407540271e-03 7.304757652133259116e-03
-1.680000000000000070e-03 7.211133060244567794e-03 7.332145034004908246e-03
-1.493333333333333275e-03 7.248347747205133307e-03 7.355944420783883109e-03
-1.306666666666666697e-03 7.281983744491002386e-03 7.376154362654402386e-03
-1.120000000000000119e-03 7.312038507284138178e-03 7.392773658885021248e-03
-9.333333333333333239e-04 7.338509739968135381e-03 7.405801358056685046e-03
-7.466666666666667458e-04 7.361395396314002193e-03 7.415236758245249971e-03
-5.600000000000001678e-04 7.380693679650870975e-03 7.421079407180286580e-03
-3.733333333333335897e-04 7.396403043015323253e-03 7.423329102381998057e-03
-1.866666666666665780e-04 7.408522189244107214e-03 7.421985891235979849e-03
0.000000000000000000e+00 7.417050071087699648e-03 7.417050071087991081e-03
1.866666666666665780e-04 7.408522189243635370e-03 7.421985891235036159e-03
3.733333333333331561e-04 7.396403043016142043e-03 7.423329102382095201e-03
5.599999999999997341e-04 7.380693679652133854e-03 7.421079407181313536e-03
7.466666666666667458e-04 7.361395396314127093e-03 7.415236758245263848e-03
9.333333333333333239e-04 7.338509739968107626e-03 7.405801358056671169e-03
1.119999999999999902e-03 7.312038507284207567e-03 7.392773658884965737e-03
1.306666666666666480e-03 7.281983744490169719e-03 7.376154362653292162e-03
1.493333333333333058e-03 7.248347747204508806e-03 7.355944420784424342e-03
1.679999999999999636e-03 7.211133060244775961e-03 7.332145034004797224e-03
1.866666666666666214e-03 7.170342477407165571e-03 7.304757652133106460e-03
2.053333333333332792e-03 7.125979041240557144e-03 7.273783973831202121e-03
2.240000000000000237e-03 7.078046042786292902e-03 7.239225946330085648e-03
2.426666666666666815e-03 7.026547021300386109e-03 7.201085765121822968e-03
2.613333333333333394e-03 6.971485763982557260e-03 7.159365873642867251e-03
2.799999999999999972e-03 6.912866305664261413e-03 7.114068962908143279e-03
